ability_id,source_type,source_id,name,text,source_file
e58d-17d4-71f8-4137:leader:3f1a-b564-1d03-65a6,unit,e58d-17d4-71f8-4137,Leader,"This model can be attached to the following units: ^^**Prosecutors, Vigilators, Witchseekers**^^",Imperium - Adeptus Custodes.cat
e58d-17d4-71f8-4137:daughter-of-the-abyss:8c41-4545-b762-7031,unit,e58d-17d4-71f8-4137,Daughter of the Abyss,This model has the Feel No Pain 3+ ability against Psychic Attacks and mortal wounds.,Imperium - Adeptus Custodes.cat
c11a-f70a-2877-ed27:invulnerable-save-(4+):41e4-eef7-947a-3f81,unit,c11a-f70a-2877-ed27,Invulnerable Save (4+),This model has a 4+ invulnerable save.,Imperium - Adeptus Custodes.cat
c11a-f70a-2877-ed27:leader:2677-a0ba-bd72-73ac,unit,c11a-f70a-2877-ed27,Leader,This model can be attached to the following units: ^^**Vertus Praetors**^^,Imperium - Adeptus Custodes.cat
c11a-f70a-2877-ed27:fiend-slayer:f8ed-1216-e13d-3fdd,unit,c11a-f70a-2877-ed27,Fiend Slayer,"Each time this model makes an attack that targets a ^^**Monster**^^ or ^^**Vehicle**^^ unit, you can re-roll the Wound roll.",Imperium - Adeptus Custodes.cat
7662-5fde-16f1-5267:bomb-rack:42dc-6183-5dd1-29cf,unit,7662-5fde-16f1-5267,Bomb Rack,"Each time this model finishes a Normal move, you can select one enemy unit it moved across and roll six D6: for each 4+, that unit suffers 1 mortal wound.",Imperium - Adeptus Mechanicus.cat
d54e-1007-26b5-6a79:strafing-run:e589-6b4b-708c-0a93,unit,d54e-1007-26b5-6a79,Strafing Run,"Each time this model makes a ranged attack that targets an enemy unit (excluding units that can Fly), add 1 to the Hit roll.",Imperium - Adeptus Mechanicus.cat
295-769-8893-2bb0:aerial-deployment:5949-42f6-2d23-07f5,unit,295-769-8893-2bb0,Aerial Deployment,"If this model starts the game in Hover mode and in Strategic Reserves, it can be set up in the Reinforcements step of your first, second or third Movement phase, regardless of any mission rules.",Imperium - Adeptus Mechanicus.cat
1f1e-2989-4762-cf88:canticles-of-the-omnissiah:9e99-0aa1-2c11-33ca,unit,1f1e-2989-4762-cf88,Canticles of the Omnissiah,"At the start of your Command phase, select one of the abilities in the Canticles of the Omnissiah section. Until the start of your next Command phase, this model has that ability.

Invocation of Machine Vengeance (Aura): At the start of your Command phase, select one unit from your opponent’s army. Until the start of your next Command phase, that enemy unit is your Machine Vengeance target. Each time a model in a friendly Adeptus Mechanicus unit makes an attack that targets your Machine Vengeance target, you can re‑roll the Hit roll.

Mantra of Discipline:  This model has the Battleline keyword and has the following ability:
Binharic Courage (Aura): While a friendly Adeptus Mechanicus unit is within 6"" of this model, add 1 to the Objective Control characteristic of models in that unit and each time you take a Battle-shock or Leadership test for that unit, add 1 to that test.’

Shroudpsalm (Aura): While a friendly Adeptus Mechanicus unit is within 6"" of this model, that unit has the Stealth ability.",Imperium - Adeptus Mechanicus.cat
1f1e-2989-4762-cf88:mechanicus-bodyguard:f172-384f-e1fa-d656,unit,1f1e-2989-4762-cf88,Mechanicus Bodyguard,"While this model is within 3"" of one or more other friendly ^^**Adeptus Mechanicus**^^ units, this model has the Lone Operative ability.",Imperium - Adeptus Mechanicus.cat
1f1e-2989-4762-cf88:self-repair-mechanisms:26a7-711f-28f6-7044,unit,1f1e-2989-4762-cf88,Self-repair Mechanisms,"At the start of your Command phase, this model regains up to D3 lost wounds.",Imperium - Adeptus Mechanicus.cat
1f1e-2989-4762-cf88:supreme-commander:784a-55c7-c7b9-db88,unit,1f1e-2989-4762-cf88,Supreme Commander,"If this model is in your army, it must be your **^^Warlord^^**.",Imperium - Adeptus Mechanicus.cat
fd5a-f7a3-833c-85b:electro-shock:03d0-228a-7b7f-9ba4,unit,fd5a-f7a3-833c-85b,Electro-shock,"In your Shooting phase, after this unit has shot, select one enemy unit (excluding ^^**Monsters^^** and ^^**Vehicles^^**) hit by one or more of those attacks. Until the end of your opponent’s next turn, that enemy unit is shocked. While a unit is shocked, subtract 2"" from its Move characteristic and subtract 2 from Advance and Charge rolls made for it.",Imperium - Adeptus Mechanicus.cat
841-f339-8086-efe2:electro-infusion:0d92-84dc-f7da-1aa0,unit,841-f339-8086-efe2,Electro-Infusion,"While a ^^**Character^^** model is leading this unit, each time an attack targets this unit, subtract 1 from the Wound roll.",Imperium - Adeptus Mechanicus.cat
7efb-de37-79c4-cccb:elevated-strider:73f8-f7d8-641f-90ca,unit,7efb-de37-79c4-cccb,Elevated Strider,"This unit is eligible to shoot in a turn in which it Fell Back or Advanced, and you can re-roll Desperate Escape tests taken for models in this unit.",Imperium - Adeptus Mechanicus.cat
7efb-de37-79c4-cccb:broad-spectrum-data-tether:0f3a-39ef-62b9-5b76,unit,7efb-de37-79c4-cccb,Broad Spectrum Data-tether,"Each time you select this unit as the target of a Stratagem, roll one D6: on a 5+, you gain 1CP.",Imperium - Adeptus Mechanicus.cat
bd6c-8683-8bc4-962d:robotic-bodyguard:6482-3035-fed5-27d0,unit,bd6c-8683-8bc4-962d,Robotic Bodyguard,"While a ^^**Cybernetica Datasmith^^** model is leading this unit, that model has the Feel No Pain 4+ ability.",Imperium - Adeptus Mechanicus.cat
bd6c-8683-8bc4-962d:repulsor-grid:e6fd-24cc-9af1-16b6,unit,bd6c-8683-8bc4-962d,Repulsor Grid,"Each time a ranged attack is allocated to a ^^**Kastelan Robot^^** model in this unit, on an unmodified saving throw of 6, the attacking unit suffers 1 mortal wound after it has finished making its attacks.",Imperium - Adeptus Mechanicus.cat
a46f-848-b87d-4484:breaching-command:2621-1ced-08ff-1612,unit,a46f-848-b87d-4484,Breaching Command,"Each time a model in this unit makes an attack, re-roll a Hit roll of 1. While this unit is within 6” of one or more friendly ^^**Adeptus Mechanicus Battleline^^** units, you can re-roll the Hit roll instead.",Imperium - Adeptus Mechanicus.cat
a46f-848-b87d-4484:invulnerable-save:a69c-5871-1d48-08ca,unit,a46f-848-b87d-4484,Invulnerable Save,Models in this unit have a 6+ invulnerable save.,Imperium - Adeptus Mechanicus.cat
7bee-a476-2167-76e7:sentinel-directive:c5be-9cdf-008d-3b05,unit,7bee-a476-2167-76e7,Sentinel Directive,"Each time you target this unit with the Fire Overwatch Stratagem, hits are scored on unmodified Hit rolls of 5+ when resolving that Stratagem.",Imperium - Adeptus Mechanicus.cat
7bee-a476-2167-76e7:invulnerable-save:fc60-9298-b124-f453,unit,7bee-a476-2167-76e7,Invulnerable Save,Models in this unit have a 6+ invulnerable save.,Imperium - Adeptus Mechanicus.cat
ea05-4db7-9ee6-7a87:emanatus-forcefield-(aura):cc62-f70a-74d5-53a3,unit,ea05-4db7-9ee6-7a87,Emanatus Forcefield (Aura),"While a friendly ^^**Adeptus Mechanicus Battleline^^** model is wholly within 6"" of this model, that ^^**Battleline^^** model has a 4+ invulnerable save against ranged attacks.",Imperium - Adeptus Mechanicus.cat
ea05-4db7-9ee6-7a87:invulnerable-save:80b6-a242-9b3f-456a,unit,ea05-4db7-9ee6-7a87,Invulnerable Save,4+,Imperium - Adeptus Mechanicus.cat
ea05-4db7-9ee6-7a87:damaged:-1-4-wounds-remaining:021a-c246-5697-b311,unit,ea05-4db7-9ee6-7a87,Damaged: 1-4 wounds remaining,"While this mdel has 1-4 wounds remaining, each time this model makes an attack, subtract 1 from the Hit roll.",Imperium - Adeptus Mechanicus.cat
ea05-4db7-9ee6-7a87:scuttling-walker:49d6-a6a3-fafb-53e4,unit,ea05-4db7-9ee6-7a87,Scuttling Walker,"Each time this model makes a Normal, Advance or Fall Back move, it can move through friendly ^^**Monster^^** and ^^**Vehicle^^** models and sections of terrain features that are 4"" or less in height.",Imperium - Adeptus Mechanicus.cat
b31e-5003-5b63-a305:ride-the-thermals:b4a6-337b-294d-a4d3,unit,b31e-5003-5b63-a305,Ride the Thermals,"In your Shooting phase, after this unit has shot, if it is not within Engagement Range of one or more enemy units, it can do one of the following:
- Make a Normal move of up to 6"".
- Make a Normal move of up to 12"", provided every model in this unit ends that move wholly within 6"" of one or more friendly ^^**Adeptus Mechanicus Battleline^^** units.

In either case, if it does, until the end of the turn, this unit is not eligible to declare a charge.",Imperium - Adeptus Mechanicus.cat
958-a256-360-8620:searing-conflagaration:d087-cfde-e93a-f603,unit,958-a256-360-8620,Searing Conflagaration,"Each time a model in this unit makes an attack with a phosphor torch that targets an enemy unit within range of an objective marker, re-roll a Wound roll of 1. If this unit is also within 6"" of one or more friendly ^^**Adeptus Mechanicus Battleline^^** units, each time such an attack targets such a unit, you can re-roll the Wound roll instead.",Imperium - Adeptus Mechanicus.cat
5797-adb8-930-e832:tactica-obliqua:818e-4451-e543-0907,unit,5797-adb8-930-e832,Tactica Obliqua,"Once per turn, when an enemy unit ends a Normal, Advance or Fall Back move within 9"" of this unit, if this unit is not within Engagement Range of one or more enemy units, it can do one of the following:
- Make a Normal move of up to D6"".
- Make a Normal move of up to 6"", provided every model in this unit ends that move wholly within 6"" of one or more friendly ^^**Adeptus Mechanicus Battleline^^** units.",Imperium - Adeptus Mechanicus.cat
e775-4fe1-832b-95ca:line-breakers:f9b6-c1a2-52ac-92e2,unit,e775-4fe1-832b-95ca,Line-breakers,"Each time this unit ends a Charge move, select one enemy unit within Engagement Range of it and roll one D6 for each model in this unit that is within Engagement Range of that enemy unit, adding 2 to the result if this unit started its Charge move within 6"" of one or more friendly Adeptus Mechanicus Battleline units. For each 4+, that enemy unit suffers 1 mortal wound.",Imperium - Adeptus Mechanicus.cat
9b4-26b2-9e6d-a62d:neurostatic-interference-(aura):4244-286c-66da-c199,unit,9b4-26b2-9e6d-a62d,Neurostatic Interference (Aura),"While an enemy unit is within 6"" of this unit, each time a Battle-shock or Leadership test is taken for that unit, subtract 1 from that test. While this unit is within 6"" of one or more friendly ^^**Adeptus Mechanicus Battleline^^** units, subtract 2 from that test instead.",Imperium - Adeptus Mechanicus.cat
8863-9784-8377-aa7a:optimised-gait:2c22-e802-cfdb-cf3f,unit,8863-9784-8377-aa7a,Optimised Gait,"Add 1 to Advance and Charge rolls made for this unit. While this unit is within 6"" of one or more friendly ^^**Adeptus Mechanicus Battleline^^** units, add 2 to Advance and Charge rolls made for this unit instead.",Imperium - Adeptus Mechanicus.cat
b897-e4c6-fcb6-6538:leader:b89e-0cbb-251a-793c,unit,b897-e4c6-fcb6-6538,Leader,"This model can be attached to the following units:
- ^^**Skitarii Rangers^^**
- ^^**Skitarii Vanguard^^**",Imperium - Adeptus Mechanicus.cat
b897-e4c6-fcb6-6538:control-edict:46d1-a9f3-efe5-b4a9,unit,b897-e4c6-fcb6-6538,Control Edict,"While this model is leading a unit, each time a model in that unit makes an attack, you can re-roll the Hit roll.",Imperium - Adeptus Mechanicus.cat
b897-e4c6-fcb6-6538:servo-skull-uplink:3afd-1276-beb2-adf7,unit,b897-e4c6-fcb6-6538,Servo-skull Uplink,"Once per battle, at the start of any phase, you can select one friendly ^^**Skitarii^^** unit that is Battle-shocked and within 6"" of this model. That unit is no longer Battle-shocked.",Imperium - Adeptus Mechanicus.cat
b897-e4c6-fcb6-6538:invulnerable-save:d268-963f-d06f-f2c1,unit,b897-e4c6-fcb6-6538,Invulnerable Save,This model has a 5+ invulnerable save.,Imperium - Adeptus Mechanicus.cat
de59-f65c-181a-8509:objective-scouted:3d74-3888-b3ba-d044,unit,de59-f65c-181a-8509,Objective Scouted,"At the end of your Command phase, if this unit is within range of an objective marker you control, that objective marker remains under your control, even if you have no models within range of it, until your opponent controls it at the start or end of any turn.",Imperium - Adeptus Mechanicus.cat
ba33-c21-bddc-ab0:rad-saturation-(aura):a266-2033-d72e-eddd,unit,ba33-c21-bddc-ab0,Rad-saturation (Aura),"While an enemy unit (excluding ^^**Vehicle^^** units) is within 3"" of this unit, subtract 1 from the Objective Control characteristic of models in that unit.",Imperium - Adeptus Mechanicus.cat
3fcc-b6a1-399b-1a29:broad-spectrum-data-tether:1533-6fbb-c18b-7c86,unit,3fcc-b6a1-399b-1a29,Broad spectrum data-tether,"Each time you select the bearer as the target of a Stratagem, roll one D6: on a 5+, you gain 1CP.",Imperium - Adeptus Mechanicus.cat
3fcc-b6a1-399b-1a29:blistering-salvoes:995c-124a-0d6b-f011,unit,3fcc-b6a1-399b-1a29,Blistering Salvoes,"Each time this model makes an attack with a belleros energy cannon that targets an ^^**Infantry^^** unit, add 1 to the Hit roll. Each time this model makes an attack with a ferrumite cannon that targets a ^^**Monster^^** or ^^**Vehicle^^** unit, add 1 to the Hit roll.",Imperium - Adeptus Mechanicus.cat
3fcc-b6a1-399b-1a29:damaged:-1-4-wounds-remaining:fd3d-11e4-f436-d59d,unit,3fcc-b6a1-399b-1a29,Damaged: 1-4 wounds remaining,"While this model has 1-4 wounds remaining, each time this model makes an attack, subtract 1 from the Hit roll.",Imperium - Adeptus Mechanicus.cat
2b9c-3982-701d-f8fd:broad-spectrum-data-tether:5575-8d81-7fd4-caf6,unit,2b9c-3982-701d-f8fd,Broad spectrum data-tether,"Each time you select the bearer as the target of a Stratagem, roll one D6: on a 5+, you gain 1CP.",Imperium - Adeptus Mechanicus.cat
2b9c-3982-701d-f8fd:fire-support:28eb-c1af-6634-4b08,unit,2b9c-3982-701d-f8fd,Fire Support,"In your Shooting phase, after this model has shot, select one enemy unit it scored one or more hits against this phase. Until the end of the phase, each time a friendly model that disembarked from this ^^**Transport^^** this turn makes an attack that targets that enemy unit, you can re-roll the Wound roll.",Imperium - Adeptus Mechanicus.cat
3053-c0c1-aedd-b211:dynamic-efficiency:2780-1325-2e20-c29b,unit,3053-c0c1-aedd-b211,Dynamic Efficiency,"This unit is eligible to declare a charge in a turn in which it Advanced or Fell Back, and you can re-roll Desperate Escape tests taken for models in this unit.",Imperium - Adeptus Mechanicus.cat
3053-c0c1-aedd-b211:broad-spectrum-data-tether:2361-39d9-6fbe-27e2,unit,3053-c0c1-aedd-b211,Broad Spectrum Data-tether,"Each time you select the bearer as the target of a Stratagem, roll one D6: on a 5+, you gain 1CP.",Imperium - Adeptus Mechanicus.cat
6424-ed86-9e15-3e14:leader:4fe6-68c7-06d7-e127,unit,6424-ed86-9e15-3e14,Leader,"This model can be attached to the following units:
■ Corpuscarii Electro-Priests
■ Fulgurite Electro-Priests
■ Kataphron Breachers
■ Kataphron Destroyers
■ Skitarii Rangers
■ Skitarii Vanguard",Imperium - Adeptus Mechanicus.cat
6424-ed86-9e15-3e14:invulnerable-save:822f-619f-808a-972d,unit,6424-ed86-9e15-3e14,Invulnerable Save,This model has a 5+ invulnerable save.,Imperium - Adeptus Mechanicus.cat
6424-ed86-9e15-3e14:lord-of-the-machine-cult:2d2c-3eb8-963e-c75a,unit,6424-ed86-9e15-3e14,Lord of the Machine Cult,"While this model is leading a unit, models in that unit have the Feel No Pain 5+ ability. If that unit has the ^^**Electro-Priests^^** keyword, models in that unit have the Feel No Pain 4+ ability instead",Imperium - Adeptus Mechanicus.cat
6424-ed86-9e15-3e14:data-spike:01b2-8ea8-4fc1-dbe7,unit,6424-ed86-9e15-3e14,Data-spike,"At the start of the Fight phase, you can select one enemy ^^**Vehicle^^** unit within Engagement Range of this model’s unit and roll one D6: on a 4+, that enemy unit suffers D6 mortal wounds and, until the end of the phase, the Weapon Skill characteristic of melee weapons equipped by that enemy unit is worsened by 1.",Imperium - Adeptus Mechanicus.cat
c0e0-4d86-96d2-ec86:enginseer:3325-e5c9-4448-7650,unit,c0e0-4d86-96d2-ec86,Enginseer,"While this model is within 3"" of one or more friendly ^^**Adeptus Mechanicus Vehicle^^** units, unless it is leading a unit, this model has the Lone Operative ability.",Imperium - Adeptus Mechanicus.cat
c0e0-4d86-96d2-ec86:omnissiah's-blessing:0b5b-a6e8-c618-7ea8,unit,c0e0-4d86-96d2-ec86,Omnissiah's Blessing,"In your Command phase, select one friendly Adeptus Mechanicus model within 3"" of this model. That model regains up to D3 lost wounds and, if it is a Vehicle model, until the start of your next Command phase, that model has the Feel No Pain 5+ ability. Each model can only be selected for this ability once per Command phase",Imperium - Adeptus Mechanicus.cat
c0e0-4d86-96d2-ec86:vengeance-for-the-omnissiah:2aab-7d64-4e7c-6899,unit,c0e0-4d86-96d2-ec86,Vengeance for the Omnissiah,"If a friendly ^^**Adeptus Mechanicus Vehicle^^** model is destroyed within 12"" of this model, until the end of the battle, this model’s Omnissian axe has an Attacks characteristic of 6.",Imperium - Adeptus Mechanicus.cat
c0e0-4d86-96d2-ec86:invulnerable-save:e575-a2a0-3c80-d030,unit,c0e0-4d86-96d2-ec86,Invulnerable Save,This model has a 5+ invulnerable save.,Imperium - Adeptus Mechanicus.cat
c0e0-4d86-96d2-ec86:leader:caa6-2932-0474-188f,unit,c0e0-4d86-96d2-ec86,Leader,"This model can be attached to the following units:
■ Corpuscarii Electro-Priests
■ Fulgurite Electro-Priests
■ Kataphron Breachers
■ Kataphron Destroyers
■ Servitors
■ Skitarii Rangers
■ Skitarii Vanguard",Imperium - Adeptus Mechanicus.cat
2d9b-610a-dc4d-15ae:invulnerable-save:8d0a-5057-6456-bc0f,unit,2d9b-610a-dc4d-15ae,Invulnerable Save,This model has a 5+ invulnerable save.,Imperium - Adeptus Mechanicus.cat
2d9b-610a-dc4d-15ae:leader:259a-6380-dd29-8ae0,unit,2d9b-610a-dc4d-15ae,Leader,"This model can be attached to the following units:
■ Corpuscarii Electro-Priests
■ Fulgurite Electro-Priests
■ Kataphron Breachers
■ Kataphron Destroyers
■ Skitarii Rangers
■ Skitarii Vanguard",Imperium - Adeptus Mechanicus.cat
2d9b-610a-dc4d-15ae:galvanic-field:0572-a04a-1973-cbab,unit,2d9b-610a-dc4d-15ae,Galvanic Field,"While this model is leading a unit, weapons equipped by models in that unit have the [Lethal Hits] ability.",Imperium - Adeptus Mechanicus.cat
2d9b-610a-dc4d-15ae:defend-the-divine-work:fda2-046d-2f2f-a407,unit,2d9b-610a-dc4d-15ae,Defend the Divine Work,"Once per battle, at the start of any phase, this model can use this ability. If it does, until the  end of the phase, all models in this model’s unit have a 4+ invulnerable save.",Imperium - Adeptus Mechanicus.cat
fa82-61cc-aa85-e94c:invulnerable-save:3563-43ab-8fce-31a4,unit,fa82-61cc-aa85-e94c,Invulnerable Save,This model has a 5+ invulnerable save.,Imperium - Adeptus Mechanicus.cat
fa82-61cc-aa85-e94c:seekers-of-divine-arcana:c6a9-d89f-8266-8300,unit,fa82-61cc-aa85-e94c,Seekers of Divine Arcana,"While this model is leading a unit, add 1 to the Objective Control characteristic of models in that unit.",Imperium - Adeptus Mechanicus.cat
fa82-61cc-aa85-e94c:cogitative-instincts:a7f5-2184-53d9-7724,unit,fa82-61cc-aa85-e94c,Cogitative Instincts,"Enemy units that are set up on the battlefield as Reinforcements cannot be set up within 12"" horizontally of this model.",Imperium - Adeptus Mechanicus.cat
fa82-61cc-aa85-e94c:leader:637e-1885-2f50-3afc,unit,fa82-61cc-aa85-e94c,Leader,"This model can be attached to the following units:
■ Corpuscarii Electro-Priests
■ Fulgurite Electro-Priests
■ Kataphron Breachers
■ Kataphron Destroyers
■ Skitarii Rangers
■ Skitarii Vanguard",Imperium - Adeptus Mechanicus.cat
d59d-ef1-9ef8-4f44:leader:dba5-946a-cd1c-0845,unit,d59d-ef1-9ef8-4f44,Leader,"This model must be attached to the following unit:
■ ^^**Kastelan Robots^^**

You must attach this model to a Kastelan Robots unit, even if one or more other Cybernetica Datasmith models havealready been attached to it. In such cases, if that bodyguard unit is destroyed, the Leader units attached to it become separate units with their original Starting Strengths. If you cannot attach this model to a Kastelan Robots unit, this model cannot be deployed and counts as having been destroyed during the first battle round. While attached to a Kastelan Robots unit, this model loses the INFANTRY keyword.",Imperium - Adeptus Mechanicus.cat
d59d-ef1-9ef8-4f44:battle-protocols:4016-04e6-9751-89e3,unit,d59d-ef1-9ef8-4f44,Battle Protocols,"At the start of the battle, if this model is leading a ^^**Kastelan Robots^^** unit, that unit enters Aegis Protocols (see below). In your Command phase, if this model is leading a ^^**Kastelan Robots^^** unit, you can select one protocol from those listed below for that unit to enter. Once a unit enters a protocol, it remains in that protocol until it enters a different one
- Protector Protocol: Add 2 to the Attacks characteristic of ranged weapons equipped by ^^**Kastelan Robot^^** models in that unit.
- Conqueror Protocol: Add 2 to the Attacks characteristic of melee weapons equipped by ^^**Kastelan Robot^^** models in that unit.
- Aegis Protocol: Add 1 to the Toughness characteristic of ^^**Kastelan Robot^^** models in that unit.",Imperium - Adeptus Mechanicus.cat
d59d-ef1-9ef8-4f44:invulnerable-save:36a4-bcd8-eb27-5481,unit,d59d-ef1-9ef8-4f44,Invulnerable Save,This model has a 5+ invulnerable save.,Imperium - Adeptus Mechanicus.cat
705b-2635-fcab-48f9:invulnerable-save:d11b-1653-7595-c4b0,unit,705b-2635-fcab-48f9,Invulnerable Save,Models in this unit have a 4+ invulnerable save.,Imperium - Adeptus Mechanicus.cat
705b-2635-fcab-48f9:titan-guard:2110-dbf4-c012-f1aa,unit,705b-2635-fcab-48f9,Titan Guard,"You can target this unit with the Heroic Intervention Stratagem for 0CP, and can do so even if you have already targeted a different unit with that Stratagem this phase. When oing so, if there are one or more friendly ^^**Adeptus Titanicus^^** units on the battlefield, you can re-roll the subsequent charge roll.",Imperium - Adeptus Mechanicus.cat
705b-2635-fcab-48f9:secutarii:b1bf-46f8-3c71-c201,unit,705b-2635-fcab-48f9,Secutarii,"If a model from your army with the Leader ability can be attached to a ^^**Skitarii Vanguard^^** unit, it can be attached to this unit instead.",Imperium - Adeptus Mechanicus.cat
7774-a50b-cb1e-8372:invulnerable-save:ec53-0a42-85cf-34ba,unit,7774-a50b-cb1e-8372,Invulnerable Save,Models in this unit have a 6+ invulnerable save.,Imperium - Adeptus Mechanicus.cat
7774-a50b-cb1e-8372:blind-barrage:9686-67e4-3987-8d53,unit,7774-a50b-cb1e-8372,Blind Barrage,"In your Shooting phase, after this unit has shot, select one enemy Infantry unit hit by one or more of those attacks. Until the start of your next turn, while this unit is on the  battlefield, that enemy unit is blinded. While a unit is blinded, each time a model in that unit makes an attack, subtract 1 from the Hit roll.",Imperium - Adeptus Mechanicus.cat
7774-a50b-cb1e-8372:secutarii:7603-fabe-8c7b-4eda,unit,7774-a50b-cb1e-8372,Secutarii,"If a model from your army with the Leader ability can be attached to a ^^**Skitarii Vanguard^^** unit, it can be attached to this unit instead.",Imperium - Adeptus Mechanicus.cat
3639-75ba-cab2-c159:damaged:-1-5-wounds-remaining:72f0-1c3a-5baf-6a65,unit,3639-75ba-cab2-c159,Damaged: 1-5 wounds remaining,"While this mdel has 1-5 wounds remaining, each time this model makes an attack, subtract 1 from the Hit roll.",Imperium - Adeptus Mechanicus.cat
3639-75ba-cab2-c159:termite-assault:870b-9bd7-ebff-9190,unit,3639-75ba-cab2-c159,Termite Assault,"This model must start the battle in Reserves, but neither it nor any units embarked within it are counted towards any limits placed on the maximum number of Reserves units you can start the battle with. This model can be set up in the Reinforcements step of your first, second or third Movement phase, regardless of any mission rules. Any units embarked within this model can disembark after it has been set up on the battlefield, and if they do they must be set up more than 9"" away from all enemy models.",Imperium - Adeptus Mechanicus.cat
3639-75ba-cab2-c159:deadly-demise:b47d-8773-4150-1132,unit,3639-75ba-cab2-c159,Deadly Demise,D3,Imperium - Adeptus Mechanicus.cat
52e7-9347-3f16-9eec:invulnerable-save:17cc-5cd4-151-4e39,unit,52e7-9347-3f16-9eec,Invulnerable Save,This model has a 5+ invulnerable save.,Imperium - Adeptus Mechanicus.cat
52e7-9347-3f16-9eec:dread-snipers:daae-3991-9097-425a,unit,52e7-9347-3f16-9eec,Dread Snipers,"In your Shooting phase, after this model has shot, select one enemy unit hit by one or more of those attacks. That unit must take a Battle-shock test.",Imperium - Adeptus Mechanicus.cat
52e7-9347-3f16-9eec:sydonian-sentinel:4248-c55c-19a7-e46d,unit,52e7-9347-3f16-9eec,Sydonian Sentinel,This model cannot be your ^^**Warlord^^**.,Imperium - Adeptus Mechanicus.cat
d99a-6563-8c08-23c:focused-hunters:ed3e-cbe0-ab7f-285e,unit,d99a-6563-8c08-23c,Focused Hunters,"At the start of the battle, select one unit from your opponent’s army. Until the end of the battle, each time a model in this unit makes an attack that targets that unit, you can re-roll the Hit roll.",Imperium - Adeptus Mechanicus.cat
d99a-6563-8c08-23c:broad-spectrum-data-tether:c0d5-262f-61a9-6cb1,unit,d99a-6563-8c08-23c,Broad Spectrum Data-tether,"Each time you select the bearer as the target of a Stratagem, roll one D6: on a 5+, you gain 1CP.",Imperium - Adeptus Mechanicus.cat
2183-5b38-1726-2a11:invulnerable-save:3ffc-ca19-2b12-ce2,unit,2183-5b38-1726-2a11,Invulnerable Save,Models in this unit have a 6+ invulnerable save.,Imperium - Adeptus Mechanicus.cat
2183-5b38-1726-2a11:mindlock:9cf3-5565-3b5f-3d9d,unit,2183-5b38-1726-2a11,Mindlock,"While a TECH-PRIEST model is leading this unit, improve the Ballistic Skill and Weapon Skill characteristics of ranged and melee weapons equipped by SERVITOR models in this unit by 1.",Imperium - Adeptus Mechanicus.cat
2183-5b38-1726-2a11:servitor-retinue:66a1-be14-f858-31de,unit,2183-5b38-1726-2a11,Servitor Retinue,"At the start of the Declare Battle Formations step, this unit can join one other unit from your army that is being led by a TECH-PRIEST ENGINSEER model (a unit cannot have more than one SERVITORS unit joined to it). If it does, until the end of the battle, every model in this unit counts as being part of that Bodyguard unit, and that Bodyguard unit’s Starting Strength is increased accordingly.",Imperium - Adeptus Mechanicus.cat
a523-606f-b05c-851e:network-override:73ce-3c28-92c5-2fc9,unit,a523-606f-b05c-851e,Network Override,"While this unit contains one or more ^^**Tech-Priest^^** models, this unit is: 
- Eligible to perform an Action in a turn in which it Advanced. 
- Eligible to shoot in a turn in which it started an Action.",Imperium - Adeptus Mechanicus.cat
a523-606f-b05c-851e:invulnerable-save:1257-149f-ed63-fd1b,unit,a523-606f-b05c-851e,Invulnerable Save,Models in this unit have a 6+ invulnerable save.,Imperium - Adeptus Mechanicus.cat
a523-606f-b05c-851e:attached-unit:982c-2104-e70c-f9e4,unit,a523-606f-b05c-851e,Attached Unit,"If a ^^**Character^^** unit from your army with the Leader ability can be attached to a ^^**Kataphron Breachers^^** unit, it can be attached to this unit instead.",Imperium - Adeptus Mechanicus.cat
18e0-96d4-7d85-2b3b:invulnerable-save-(5+):2ca1-9dec-0b19-7cef,unit,18e0-96d4-7d85-2b3b,Invulnerable Save (5+),This model has a 5+ invulnerable save.,Imperium - Adeptus Mechanicus.cat
18e0-96d4-7d85-2b3b:leader:71f7-5e5a-7c31-7a43,unit,18e0-96d4-7d85-2b3b,Leader,"This model can be attached to the following units: ^^**Electro-Priests, Kataphrons, Skitarii Rangers, Skitarii Vanguard**^^",Imperium - Adeptus Mechanicus.cat
18e0-96d4-7d85-2b3b:technoarcane-zealotry:fadc-ce51-120c-6c9c,unit,18e0-96d4-7d85-2b3b,Technoarcane Zealotry,"While this model's unit is in range of one or more objective markers, improve this model's Leadership characteristic by 1.",Imperium - Adeptus Mechanicus.cat
7d17-4620-8dbf-4ef6:invulnerable-save-(5+):ef84-9143-7bc0-416a,unit,7d17-4620-8dbf-4ef6,Invulnerable Save (5+),This model has a 5+ invulnerable save.,Imperium - Adeptus Mechanicus.cat
7d17-4620-8dbf-4ef6:leader:a70b-76a4-1413-55d2,unit,7d17-4620-8dbf-4ef6,Leader,"This model can be attached to the following units: ^^**Skitarii Rangers, Skitarii Vanguard**^^",Imperium - Adeptus Mechanicus.cat
7d17-4620-8dbf-4ef6:prioritisation-protocol:6252-81ce-8997-74f3,unit,7d17-4620-8dbf-4ef6,Prioritisation Protocol,Melee weapons equipped by this model have [^^Precision^^].,Imperium - Adeptus Mechanicus.cat
