review_rank,review_priority,review_hint,unit_id,unit_name,faction_contains,selection_type,models_min,models_max,review_category,suggestion_score,suggestion_reason,suggested_guide_faction,suggested_guide_unit_name,suggested_guide_model_name,suggested_base_size_text,override_base_size_text,override_base_type,override_base_shape,override_base_width_mm,override_base_depth_mm,override_guide_faction,override_guide_unit_name,override_guide_model_name,review_decision,review_notes
136,review_suggestion_low,"Check whether this imported unit is the same datasheet as 'Dreadnought'. If yes, set review_decision=accept_suggestion; otherwise fill override_* fields or leave blank.",7fd0-d95d-d076-3472,Dreadnought Drop Pod [Legends],Library - Astartes Heresy Legends,model,1,1,unmatched_unit,0.62,name similarity 0.71; token overlap 0.33,SPACE MARINES,Dreadnought,,60mm,,,,,,,,,,
137,review_suggestion_low,"Check whether this imported unit is the same datasheet as 'Whirlwind'. If yes, set review_decision=accept_suggestion; otherwise fill override_* fields or leave blank.",97dc-f0c8-1354-88fb,Whirlwind Scorpius [Legends],Library - Astartes Heresy Legends,model,1,1,unmatched_unit,0.62,name similarity 0.67; token overlap 0.50,SPACE MARINES,Whirlwind,,Hull,,,,,,,,,,
138,review_suggestion_low,"Check whether this imported unit is the same datasheet as 'Raveners'. If yes, set review_decision=accept_suggestion; otherwise fill override_* fields or leave blank.",c10d-772e-a54f-a2b9,Hyperadapted Raveners,Library - Tyranids,unit,1,1,unmatched_unit,0.62,name similarity 0.55; token overlap 0.50; faction compatible,TYRANIDS,Raveners,,40mm,,,,,,,,,,
139,review_suggestion_low,"Check whether this imported unit is the same datasheet as 'Big Mek'. If yes, set review_decision=accept_suggestion; otherwise fill override_* fields or leave blank.",8b2-ca6b-b00c-d64c,Big Mek on Warbike [Legends],Xenos - Orks,model,1,1,unmatched_unit,0.62,name similarity 0.56; token overlap 0.50; faction compatible,ORKS,Big Mek,,50mm,,,,,,,,,,
140,review_suggestion_low,"Check whether this imported unit is the same datasheet as 'Fortis Kill Team'. If yes, set review_decision=accept_suggestion; otherwise fill override_* fields or leave blank.",4042-67ce-8d45-ed33,Kill Team Cassius [Legends],Imperium - Adeptus Astartes - Deathwatch,unit,11,11,unmatched_unit,0.61,name similarity 0.55; token overlap 0.50; faction compatible,DEATHWATCH,Fortis Kill Team,,32mm,,,,,,,,,,
141,review_suggestion_low,"Check whether this imported unit is the same datasheet as 'Fortis Kill Team'. If yes, set review_decision=accept_suggestion; otherwise fill override_* fields or leave blank.",88af-6e47-7162-b1be,Kill Team Cassius [Legends],Imperium - Agents of the Imperium,unit,11,11,unmatched_unit,0.61,name similarity 0.55; token overlap 0.50; faction compatible,DEATHWATCH,Fortis Kill Team,,32mm,,,,,,,,,,
142,review_suggestion_low,"Check whether this imported unit is the same datasheet as 'War Walker'. If yes, set review_decision=accept_suggestion; otherwise fill override_* fields or leave blank.",6c50-7486-7c0d-52d0,Wasp Assault Walker [Legends],Aeldari - Aeldari Library,model,1,1,unmatched_unit,0.61,name similarity 0.62; token overlap 0.25; faction compatible,AELDARI,War Walker,,60mm,,,,,,,,,,
143,review_suggestion_low,"Check whether this imported unit is the same datasheet as 'Ironstrider Ballistarii'. If yes, set review_decision=accept_suggestion; otherwise fill override_* fields or leave blank.",2d5d-40b5-4ac8-cedc,Ironstrider Ballistarius (Twin cognis autocannon),Imperium - Adeptus Mechanicus,model,1,1,unmatched_unit,0.61,name similarity 0.66; token overlap 0.17; faction compatible,ADEPTUS MECHANICUS,Ironstrider Ballistarii,,105x70mm Oval Base,,,,,,,,,,
144,review_suggestion_low,"Check whether this imported unit is the same datasheet as 'Drop Pod'. If yes, set review_decision=accept_suggestion; otherwise fill override_* fields or leave blank.",68be-7090-1fbc-9021,Deathstorm Drop Pod [Legends],Library - Astartes Heresy Legends,model,1,1,unmatched_unit,0.61,name similarity 0.59; token overlap 0.67,SPACE MARINES,Drop Pod,,Hull,,,,,,,,,,
145,review_suggestion_low,"Check whether this imported unit is the same datasheet as 'Accursed Cultists'. If yes, set review_decision=accept_suggestion; otherwise fill override_* fields or leave blank.",9238-473a-54ee-6b0e,Negavolt Cultists [Legends],Chaos - Chaos Space Marines,unit,4,4,unmatched_unit,0.60,name similarity 0.59; token overlap 0.33; faction compatible,CHAOS SPACE MARINES,Accursed Cultists,Mutant,25mm,,,,,,,,,,
146,review_suggestion_low,"Check whether this imported unit is the same datasheet as 'Poxbringer'. If yes, set review_decision=accept_suggestion; otherwise fill override_* fields or leave blank.",fd5b-9e27-797d-6a3a,Pox Riders [Legends],Chaos - Daemons Library,unit,3,3,unmatched_unit,0.60,name similarity 0.70; token overlap 0.00; faction compatible,CHAOS DAEMONS,Poxbringer,,32mm,,,,,,,,,,
147,review_suggestion_low,"Check whether this imported unit is the same datasheet as 'Spiritseer'. If yes, set review_decision=accept_suggestion; otherwise fill override_* fields or leave blank.",b369-a813-75ac-2dc6,Wraithseer [Legends],Aeldari - Aeldari Library,model,1,1,unmatched_unit,0.60,name similarity 0.70; token overlap 0.00; faction compatible,AELDARI,Spiritseer,,25mm,,,,,,,,,,
148,review_suggestion_low,"Check whether this imported unit is the same datasheet as 'Daemon Prince of Nurgle'. If yes, set review_decision=accept_suggestion; otherwise fill override_* fields or leave blank.",2af2-8812-7aa9-3db7,Chaos Lord on Palanquin of Nurgle [Legends],Chaos - Chaos Space Marines,model,1,1,unmatched_unit,0.60,name similarity 0.61; token overlap 0.25; faction compatible,DEATH GUARD,Daemon Prince of Nurgle,,60mm,,,,,,,,,,
149,review_suggestion_low,"Check whether this imported unit is the same datasheet as 'Daemon Prince of Slaanesh'. If yes, set review_decision=accept_suggestion; otherwise fill override_* fields or leave blank.",349b-6e2d-e554-f2c6,Chaos Lord on Steed of Slaanesh [Legends],Chaos - Chaos Space Marines,model,1,1,unmatched_unit,0.60,name similarity 0.61; token overlap 0.25; faction compatible,EMPEROR’S CHILDREN,Daemon Prince of Slaanesh,,60mm,,,,,,,,,,
150,review_suggestion_low,"Check whether this imported unit is the same datasheet as 'Daemon Prince of Nurgle'. If yes, set review_decision=accept_suggestion; otherwise fill override_* fields or leave blank.",1d25-87a1-2d17-5d02,Chaos Lord on Palanquin of Nurgle [Legends],Chaos - Death Guard,model,1,1,unmatched_unit,0.60,name similarity 0.61; token overlap 0.25; faction compatible,DEATH GUARD,Daemon Prince of Nurgle,,60mm,,,,,,,,,,
151,review_suggestion_low,"Check whether this imported unit is the same datasheet as 'Rhino'. If yes, set review_decision=accept_suggestion; otherwise fill override_* fields or leave blank.",80d1-496f-40fd-c154,Rhino Primaris [Legends],Imperium - Adeptus Astartes - Space Marines,model,1,1,unmatched_unit,0.60,name similarity 0.53; token overlap 0.50; faction compatible,SPACE MARINES,Rhino,,Hull,,,,,,,,,,
152,review_suggestion_low,"Check whether this imported unit is the same datasheet as 'Hydra'. If yes, set review_decision=accept_suggestion; otherwise fill override_* fields or leave blank.",f46c-76ef-3d9c-98ea,Hydra Platform [Legends],Imperium - Astra Militarum - Library,model,1,1,unmatched_unit,0.60,name similarity 0.53; token overlap 0.50; faction compatible,ASTRA MILITARUM,Hydra,,Hull,,,,,,,,,,
153,review_suggestion_low,"Check whether this imported unit is the same datasheet as 'Guardian Defenders'. If yes, set review_decision=accept_suggestion; otherwise fill override_* fields or leave blank.",e3ba-7f87-c32-229,Guardian Drone [Legends],Unaligned Forces,model,1,1,unmatched_unit,0.60,name similarity 0.69; token overlap 0.33,AELDARI,Guardian Defenders,,28.5mm,,,,,,,,,,
154,review_suggestion_low,"Check whether this imported unit is the same datasheet as 'Piranhas'. If yes, set review_decision=accept_suggestion; otherwise fill override_* fields or leave blank.",934d-30ac-34a3-f113,TX42 Piranha [Legends],Xenos - T'au Empire,model,1,1,unmatched_unit,0.60,name similarity 0.70; token overlap 0.00; faction compatible,T’AU EMPIRE,Piranhas,,Large Flying Base,,,,,,,,,,
155,review_suggestion_low,"Check whether this imported unit is the same datasheet as 'Crimson Hunter'. If yes, set review_decision=accept_suggestion; otherwise fill override_* fields or leave blank.",22ea-9a4-cda3-a24,Vampire Hunter [Legends],Aeldari - Aeldari Library,model,1,1,unmatched_unit,0.59,name similarity 0.57; token overlap 0.33; faction compatible,AELDARI,Crimson Hunter,,120x92mm Oval Base,,,,,,,,,,
156,review_suggestion_low,"Check whether this imported unit is the same datasheet as 'Brutalis Dreadnought'. If yes, set review_decision=accept_suggestion; otherwise fill override_* fields or leave blank.",b51-a07d-6440-e1ad,Chaplain Venerable Dreadnought [Legends],Imperium - Adeptus Astartes - Space Marines,model,1,1,unmatched_unit,0.59,name similarity 0.60; token overlap 0.25; faction compatible,SPACE MARINES,Brutalis Dreadnought,,90mm,,,,,,,,,,
157,review_suggestion_low,"Check whether this imported unit is the same datasheet as 'Nemesis Dreadknight'. If yes, set review_decision=accept_suggestion; otherwise fill override_* fields or leave blank.",e60e-8ccf-41b2-292e,Dreadknight Champion [Crucible],Imperium - Grey Knights,model,1,1,unmatched_unit,0.59,name similarity 0.56; token overlap 0.33; faction compatible,GREY KNIGHTS,Nemesis Dreadknight,,120x92mm Oval Base,,,,,,,,,,
158,review_suggestion_low,"Check whether this imported unit is the same datasheet as 'Venerable Dreadnought'. If yes, set review_decision=accept_suggestion; otherwise fill override_* fields or leave blank.",2a2d-1f49-9373-4084,Venerable Daemon Slayer [Crucible],Imperium - Grey Knights,model,1,1,unmatched_unit,0.59,name similarity 0.59; token overlap 0.25; faction compatible,GREY KNIGHTS,Venerable Dreadnought,,60mm,,,,,,,,,,
159,review_suggestion_low,"Check whether this imported unit is the same datasheet as 'Fiends'. If yes, set review_decision=accept_suggestion; otherwise fill override_* fields or leave blank.",1b9e-e164-7a5a-c8b7,Furies [Legends],Chaos - Daemons Library,unit,5,10,unmatched_unit,0.58,name similarity 0.67; token overlap 0.00; faction compatible,CHAOS DAEMONS,Fiends,,75x42mm Oval Base,,,,,,,,,,
160,review_suggestion_low,"Check whether this imported unit is the same datasheet as 'Sternguard Veteran Squad'. If yes, set review_decision=accept_suggestion; otherwise fill override_* fields or leave blank.",8770-b0eb-f430-1dda,Tyrannic War Veterans [Legends],Imperium - Adeptus Astartes - Ultramarines,unit,6,6,unmatched_unit,0.58,name similarity 0.67; token overlap 0.00; faction compatible,SPACE MARINES,Sternguard Veteran Squad,,32mm,,,,,,,,,,
161,review_suggestion_low,"Check whether this imported unit is the same datasheet as 'Ripper Swarms'. If yes, set review_decision=accept_suggestion; otherwise fill override_* fields or leave blank.",f46f-9d2b-1f97-aaf6,Sky-slasher Swarms [Legends],Xenos - Tyranids,unit,3,3,unmatched_unit,0.58,name similarity 0.58; token overlap 0.25; faction compatible,TYRANIDS,Ripper Swarms,,40mm,,,,,,,,,,
162,review_suggestion_low,"Check whether this imported unit is the same datasheet as 'Mandrakes'. If yes, set review_decision=accept_suggestion; otherwise fill override_* fields or leave blank.",c9ed-d190-419c-78d3,Karandras [Legends],Aeldari - Aeldari Library,model,1,1,unmatched_unit,0.58,name similarity 0.67; token overlap 0.00; faction compatible,DRUKHARI,Mandrakes,,28.5mm,,,,,,,,,,
163,review_suggestion_low,"Check whether this imported unit is the same datasheet as 'Chaplain on Bike'. If yes, set review_decision=accept_suggestion; otherwise fill override_* fields or leave blank.",3621-b460-722-8954,Sanguinary Priest on Bike [Legends],Imperium - Adeptus Astartes - Blood Angels,model,1,1,unmatched_unit,0.58,name similarity 0.54; token overlap 0.40; faction compatible,SPACE MARINES,Chaplain on Bike,,90x52.5mm Oval Base,,,,,,,,,,
164,review_suggestion_low,"Check whether this imported unit is the same datasheet as 'Land Raider Redeemer'. If yes, set review_decision=accept_suggestion; otherwise fill override_* fields or leave blank.",d4ad-4638-c7a7-1af6,Land Speeder Tempest [Legends],Imperium - Adeptus Astartes - Space Marines,model,1,1,unmatched_unit,0.58,name similarity 0.60; token overlap 0.20; faction compatible,SPACE MARINES,Land Raider Redeemer,,Hull,,,,,,,,,,
165,review_suggestion_low,"Check whether this imported unit is the same datasheet as 'Land Raider Crusader'. If yes, set review_decision=accept_suggestion; otherwise fill override_* fields or leave blank.",760c-24f2-ac1e-162b,Land Speeder Tornado [Legends],Imperium - Adeptus Astartes - Space Marines,model,1,1,unmatched_unit,0.58,name similarity 0.60; token overlap 0.20; faction compatible,SPACE MARINES,Land Raider Crusader,,Hull,,,,,,,,,,
166,review_suggestion_low,"Check whether this imported unit is the same datasheet as 'Librarian'. If yes, set review_decision=accept_suggestion; otherwise fill override_* fields or leave blank.",0385-0e03-0eac-d91c,Librarius Adept [Crucible],Imperium - Adeptus Astartes - Space Marines,model,1,1,unmatched_unit,0.58,name similarity 0.67; token overlap 0.00; faction compatible,SPACE MARINES,Librarian,,40mm,,,,,,,,,,
167,review_suggestion_low,"Check whether this imported unit is the same datasheet as 'Terminator Squad'. If yes, set review_decision=accept_suggestion; otherwise fill override_* fields or leave blank.",d4c6-55c1-e552-9f6c,Terminus Ultra [Legends],Imperium - Adeptus Astartes - Space Marines,model,1,1,unmatched_unit,0.58,name similarity 0.67; token overlap 0.00; faction compatible,SPACE MARINES,Terminator Squad,,40mm,,,,,,,,,,
168,review_suggestion_low,"Check whether this imported unit is the same datasheet as 'Inquisitor Coteaz'. If yes, set review_decision=accept_suggestion; otherwise fill override_* fields or leave blank.",c29e-e398-9588-7f30,Inquisitor in Terminator Armour [Legends],Imperium - Agents of the Imperium,model,1,1,unmatched_unit,0.58,name similarity 0.60; token overlap 0.20; faction compatible,IMPERIAL AGENTS,Inquisitor Coteaz,,40mm,,,,,,,,,,
169,review_suggestion_low,"Check whether this imported unit is the same datasheet as 'Artillery Team'. If yes, set review_decision=accept_suggestion; otherwise fill override_* fields or leave blank.",e184-bfe9-ea12-a5e3,Heavy Mortar Team [Legends],Imperium - Astra Militarum - Library,model,1,1,unmatched_unit,0.58,name similarity 0.58; token overlap 0.25; faction compatible,ASTRA MILITARUM,Artillery Team,,130mm,,,,,,,,,,
170,review_suggestion_low,"Check whether this imported unit is the same datasheet as 'Leman Russ Commander'. If yes, set review_decision=accept_suggestion; otherwise fill override_* fields or leave blank.",a040-9715-5d3a-52af,Sentinel Commander [Crucible],Imperium - Astra Militarum - Library,model,1,1,unmatched_unit,0.58,name similarity 0.58; token overlap 0.25; faction compatible,ASTRA MILITARUM,Leman Russ Commander,,Hull,,,,,,,,,,
171,review_suggestion_low,"Check whether this imported unit is the same datasheet as 'Raptors'. If yes, set review_decision=accept_suggestion; otherwise fill override_* fields or leave blank.",78aa-3f99-5fb7-7f83,Kratos [Legends],Library - Astartes Heresy Legends,model,1,1,unmatched_unit,0.58,name similarity 0.77; token overlap 0.00,CHAOS SPACE MARINES,Raptors,,32mm,,,,,,,,,,
172,review_suggestion_low,"Check whether this imported unit is the same datasheet as 'Lokhust Lord'. If yes, set review_decision=accept_suggestion; otherwise fill override_* fields or leave blank.",8005-b0eb-72ab-aed5,Lord [Legends],Xenos - Necrons,model,1,1,unmatched_unit,0.58,name similarity 0.50; token overlap 0.50; faction compatible,NECRONS,Lokhust Lord,,Large Flying Base,,,,,,,,,,
173,review_suggestion_low,"Check whether this imported unit is the same datasheet as 'Triarch Stalker'. If yes, set review_decision=accept_suggestion; otherwise fill override_* fields or leave blank.",50cd-aa29-f506-8ed1,Triarchal Overseer [Crucible],Xenos - Necrons,model,1,1,unmatched_unit,0.58,name similarity 0.67; token overlap 0.00; faction compatible,NECRONS,Triarch Stalker,,Hull,,,,,,,,,,
174,review_suggestion_low,"Check whether this imported unit is the same datasheet as 'Boss Snikrot'. If yes, set review_decision=accept_suggestion; otherwise fill override_* fields or leave blank.",ec71-71e2-6601-31b8,Boss Zagstruk [Legends],Xenos - Orks,model,1,1,unmatched_unit,0.58,name similarity 0.56; token overlap 0.33; faction compatible,ORKS,Boss Snikrot,,40mm,,,,,,,,,,
175,review_suggestion_low,"Check whether this imported unit is the same datasheet as 'Painboy'. If yes, set review_decision=accept_suggestion; otherwise fill override_* fields or leave blank.",4852-225b-c426-c9b5,Painboy on Warbike [Legends],Xenos - Orks,model,1,1,unmatched_unit,0.58,name similarity 0.56; token overlap 0.33; faction compatible,ORKS,Painboy,,32mm,,,,,,,,,,
176,review_suggestion_low,"Check whether this imported unit is the same datasheet as 'Warboss'. If yes, set review_decision=accept_suggestion; otherwise fill override_* fields or leave blank.",6aed-92bb-49d6-12da,Warboss on Warbike [Legends],Xenos - Orks,model,1,1,unmatched_unit,0.58,name similarity 0.56; token overlap 0.33; faction compatible,ORKS,Warboss,,40mm,,,,,,,,,,
177,review_suggestion_low,"Check whether this imported unit is the same datasheet as 'Riptide Battlesuit'. If yes, set review_decision=accept_suggestion; otherwise fill override_* fields or leave blank.",ed9c-6a08-c915-c757,Battlesuit Veteran [Crucible],Xenos - T'au Empire,model,1,1,unmatched_unit,0.58,name similarity 0.56; token overlap 0.33; faction compatible,T’AU EMPIRE,Riptide Battlesuit,,120x92mm Oval Base,,,,,,,,,,
178,review_suggestion_low,"Check whether this imported unit is the same datasheet as 'Corsair Voidreavers'. If yes, set review_decision=accept_suggestion; otherwise fill override_* fields or leave blank.",790d-9fdf-b359-62ba,Corsair Cloud Dancer Band [Legends],Aeldari - Aeldari Library,unit,3,7,unmatched_unit,0.57,name similarity 0.59; token overlap 0.20; faction compatible,AELDARI,Corsair Voidreavers,,28.5mm,,,,,,,,,,
179,review_suggestion_low,"Check whether this imported unit is the same datasheet as 'Field Ordnance Battery'. If yes, set review_decision=accept_suggestion; otherwise fill override_* fields or leave blank.",1502-bae3-93b4-c89a,Tarantula Battery [Legends],Imperium - Astra Militarum - Library,unit,1,3,unmatched_unit,0.57,name similarity 0.56; token overlap 0.25; faction compatible,ASTRA MILITARUM,Field Ordnance Battery,,100mm,,,,,,,,,,
180,review_suggestion_low,"Check whether this imported unit is the same datasheet as 'Catachan Command Squad'. If yes, set review_decision=accept_suggestion; otherwise fill override_* fields or leave blank.",9fb1-876b-ac2d-6c9b,Salamander Command Vehicle [Legends],Imperium - Astra Militarum - Library,model,1,1,unmatched_unit,0.57,name similarity 0.57; token overlap 0.25; faction compatible,ASTRA MILITARUM,Catachan Command Squad,,25mm,,,,,,,,,,
181,review_suggestion_low,"Check whether this imported unit is the same datasheet as 'Primaris Psyker'. If yes, set review_decision=accept_suggestion; otherwise fill override_* fields or leave blank.",f39-fc54-f95a-8395,Primaris Redoubt [Legends],Unaligned Forces,model,1,1,unmatched_unit,0.57,name similarity 0.65; token overlap 0.33,ASTRA MILITARUM,Primaris Psyker,,32mm,,,,,,,,,,
182,review_suggestion_low,"Check whether this imported unit is the same datasheet as 'Aegis Defence Line'. If yes, set review_decision=accept_suggestion; otherwise fill override_* fields or leave blank.",64b7-a2df-416a-9963,Wall of Martyrs Defence Line [Legends],Unaligned Forces,model,1,1,unmatched_unit,0.57,name similarity 0.65; token overlap 0.33,ASTRA MILITARUM,Aegis Defence Line,,Hull,,,,,,,,,,
183,review_suggestion_low,"Check whether this imported unit is the same datasheet as 'Tzaangor Shaman'. If yes, set review_decision=accept_suggestion; otherwise fill override_* fields or leave blank.",f75a-a5e6-f478-6f55,Brayherd Shaman [Crucible],Chaos - Thousand Sons,model,1,1,unmatched_unit,0.56,name similarity 0.53; token overlap 0.33; faction compatible,THOUSAND SONS,Tzaangor Shaman,,40mm,,,,,,,,,,
184,review_suggestion_low,"Check whether this imported unit is the same datasheet as 'Field Ordnance Battery'. If yes, set review_decision=accept_suggestion; otherwise fill override_* fields or leave blank.",60c8-fd76-c98b-304a,Medusa Carriage Battery [Legends],Imperium - Astra Militarum - Library,model,1,1,unmatched_unit,0.56,name similarity 0.58; token overlap 0.20; faction compatible,ASTRA MILITARUM,Field Ordnance Battery,,100mm,,,,,,,,,,
185,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",d579-88cd-c634-f800,Death Guard Cultists [Legends],Chaos - Death Guard,unit,10,20,unmatched_unit,,,,,,,,,,,,,,,,
186,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",afed-8173-a1e0-cbae,Mutoid Vermin [Legends],Chaos - Chaos Space Marines,unit,16,16,unmatched_unit,,,,,,,,,,,,,,,,
187,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",2dfd-cddb-9fef-494b,Mutoid Vermin [Legends],Chaos - Death Guard,unit,16,16,unmatched_unit,,,,,,,,,,,,,,,,
188,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",b556-b0e1-3b4e-597a,Skyclaws [Legends],Imperium - Adeptus Astartes - Space Wolves,unit,5,15,unmatched_unit,,,,,,,,,,,,,,,,
189,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",f98a-5aa8-9305-2ed,Tactical Drones [Legends],Xenos - T'au Empire,unit,4,12,unmatched_unit,,,,,,,,,,,,,,,,
190,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",705b-2635-fcab-48f9,Secutarii Hoplites [Legends],Imperium - Adeptus Mechanicus,unit,5,11,unmatched_unit,,,,,,,,,,,,,,,,
191,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",7774-a50b-cb1e-8372,Secutarii Peltasts [Legends],Imperium - Adeptus Mechanicus,unit,5,11,unmatched_unit,,,,,,,,,,,,,,,,
192,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",2078-97ce-8793-3382,Red Corsairs Raiders,Chaos - Chaos Space Marines,unit,5,10,unmatched_unit,,,,,,,,,,,,,,,,
193,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",efa6-3620-2b6c-ce70,Death Guard Possessed [Legends],Chaos - Death Guard,unit,5,10,unmatched_unit,,,,,,,,,,,,,,,,
194,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",f37d-87d6-e14c-e697,Hounds of Morkai [Legends],Imperium - Adeptus Astartes - Space Wolves,unit,5,10,unmatched_unit,,,,,,,,,,,,,,,,
195,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",bbbf-a0fb-d032-3a61,Damned Legionnaires [Legends],Imperium - Agents of the Imperium,unit,5,10,unmatched_unit,,,,,,,,,,,,,,,,
196,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",a523-606f-b05c-851e,Servitor Battleclade,Imperium - Adeptus Mechanicus,unit,9,9,unmatched_unit,,,,,,,,,,,,,,,,
197,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",e6c4-3c73-1f0e-816d,Bike Squad [Legends],Imperium - Adeptus Astartes - Space Marines,unit,4,8,unmatched_unit,,,,,,,,,,,,,,,,
198,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",f99a-af49-64c0-9bed,Beastmaster [Legends],Aeldari - Aeldari Library,unit,7,7,unmatched_unit,,,,,,,,,,,,,,,,
199,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",e1c2-8417-403a-68,Gellerpox Infected [Legends],Chaos - Chaos Space Marines,unit,7,7,unmatched_unit,,,,,,,,,,,,,,,,
200,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",658e-a63f-bac7-6201,Renegade Ogryn Beast Handler [Legends],Chaos - Chaos Space Marines,unit,4,7,unmatched_unit,,,,,,,,,,,,,,,,
201,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",6d29-1c06-c787-64e0,Gellerpox Infected [Legends],Chaos - Death Guard,unit,7,7,unmatched_unit,,,,,,,,,,,,,,,,
202,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",78ae-14b4-56d0-cc9d,Command Squad [Legends],Imperium - Adeptus Astartes - Space Marines,unit,7,7,unmatched_unit,,,,,,,,,,,,,,,,
203,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",d729-7e1f-93a9-b1c5,Grotesques [Legends],Aeldari - Aeldari Library,unit,3,6,unmatched_unit,,,,,,,,,,,,,,,,
204,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",47fa-f42-bb06-77d2,Long Fangs [Legends],Imperium - Adeptus Astartes - Space Wolves,unit,5,6,unmatched_unit,,,,,,,,,,,,,,,,
205,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",50a9-30aa-e03a-847d,Veteran Bike Squad [Legends],Imperium - Agents of the Imperium,unit,3,6,unmatched_unit,,,,,,,,,,,,,,,,
206,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",52d3-71a9-f755-d6aa,Hastarii Exterminators,Imperium - Adeptus Mechanicus,unit,5,5,unmatched_unit,,,,,,,,,,,,,,,,
207,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",d653-1ac3-d944-224f,Hastarii Fusiliers,Imperium - Adeptus Mechanicus,unit,5,5,unmatched_unit,,,,,,,,,,,,,,,,
208,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",2408-cf76-fe11-c6da,Hell's Last [Legends],Imperium - Astra Militarum - Library,unit,5,5,unmatched_unit,,,,,,,,,,,,,,,,
209,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",1d02-5302-f162-65d6,Quartermaster Cadre Squad [Legends],Imperium - Astra Militarum - Library,unit,5,5,unmatched_unit,,,,,,,,,,,,,,,,
210,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",74c4-82d0-4c98-2fa8,Astartes Servitors [Legends],Imperium - Adeptus Astartes - Space Marines,unit,4,4,unmatched_unit,,,,,,,,,,,,,,,,
211,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",2183-5b38-1726-2a11,Servitors [Legends],Imperium - Adeptus Mechanicus,unit,4,4,unmatched_unit,,,,,,,,,,,,,,,,
212,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",35ed-7890-6c56-18b7,Servitors [Legends],Imperium - Grey Knights,unit,4,4,unmatched_unit,,,,,,,,,,,,,,,,
213,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",388f-478b-18f5-aee7,Tetras [Legends],Xenos - T'au Empire,unit,2,4,unmatched_unit,,,,,,,,,,,,,,,,
214,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",7299-5b5-2b56-ef50,Mutilators,Chaos - Chaos Space Marines,unit,3,3,unmatched_unit,,,,,,,,,,,,,,,,
215,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",9df-7c70-84d2-e095,Renegade Heavy Weapons Squad [Legends],Chaos - Chaos Space Marines,unit,3,3,unmatched_unit,,,,,,,,,,,,,,,,
216,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",24c4-fa24-67ff-eef,Renegade Ogryn Brutes [Legends],Chaos - Chaos Space Marines,unit,3,3,unmatched_unit,,,,,,,,,,,,,,,,
217,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",a7bb-ec24-40e6-5b8c,Renegade Plague Ogryns [Legends],Chaos - Chaos Space Marines,unit,3,3,unmatched_unit,,,,,,,,,,,,,,,,
218,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",fa2a-1b44-a513-318d,Tri-lobe Vectors [Crucible],Chaos - Death Guard,unit,3,3,unmatched_unit,,,,,,,,,,,,,,,,
219,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",7bef-c609-3897-8bd6,Attack Bike Squad [Legends],Imperium - Adeptus Astartes - Space Marines,unit,1,3,unmatched_unit,,,,,,,,,,,,,,,,
220,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",d4da-78a0-ef0-1e7e,Elysian Sniper Squad [Legends],Imperium - Astra Militarum - Library,unit,3,3,unmatched_unit,,,,,,,,,,,,,,,,
221,no_suggestion,"Research the official base size, then set review_decision=override and fill override_* fields.",31ec-a804-92ad-97,Rapier Laser Destroyer Battery [Legends],Imperium - Astra Militarum - Library,unit,1,3,unmatched_unit,,,,,,,,,,,,,,,,
