weapon_id,unit_id,name,weapon_type,attacks,skill,strength,ap,damage,keywords,hit_modifier,wound_modifier,reroll_hits,reroll_wounds,lethal_hits,sustained_hits,devastating_wounds,source_file
841f-98b-fbf3-c8ee:twin-lascannon,841f-98b-fbf3-c8ee,Twin lascannon,ranged,1,3+,12,-3,D6+1,Twin-linked,,,,,,,,Imperium - Grey Knights.cat
5ffd-f698-a1bb-fba7:armoured-tracks,5ffd-f698-a1bb-fba7,Armoured tracks,melee,3,4+,6,0,1,-,,,,,,,,Imperium - Grey Knights.cat
5ffd-f698-a1bb-fba7:hunter-killer-missile,5ffd-f698-a1bb-fba7,Hunter-killer missile,ranged,1,2+,14,-3,D6,One Shot,,,,,,,,Imperium - Grey Knights.cat
5ffd-f698-a1bb-fba7:storm-bolter,5ffd-f698-a1bb-fba7,Storm bolter,ranged,2,3+,4,0,1,Rapid Fire 2,,,,,,,,Imperium - Grey Knights.cat
fa-e288-2107-d22e:armoured-hull,fa-e288-2107-d22e,Armoured hull,melee,3,4+,6,0,1,-,,,,,,,,Imperium - Grey Knights.cat
fa-e288-2107-d22e:twin-assault-cannon,fa-e288-2107-d22e,Twin assault cannon,ranged,6,3+,6,0,1,"Devastating Wounds, Twin-Linked",,,,,,,,Imperium - Grey Knights.cat
fa-e288-2107-d22e:icarus-stormcannon,fa-e288-2107-d22e,Icarus stormcannon,ranged,6,3+,7,-1,2,Anti-Fly 2+,,,,,,,,Imperium - Grey Knights.cat
fa-e288-2107-d22e:las-talon,fa-e288-2107-d22e,Las-talon,ranged,2,3+,10,-3,D6+1,-,,,,,,,,Imperium - Grey Knights.cat
fa-e288-2107-d22e:skyhammer-missile-launcher,fa-e288-2107-d22e,Skyhammer missile launcher,ranged,3,3+,8,-1,D3,Anti-Fly 2+,,,,,,,,Imperium - Grey Knights.cat
fa-e288-2107-d22e:➤-typhoon-missile-launcher---frag,fa-e288-2107-d22e,➤ Typhoon missile launcher - frag,ranged,2D6,3+,4,0,1,Blast,,,,,,,,Imperium - Grey Knights.cat
fa-e288-2107-d22e:➤-typhoon-missile-launcher---krak,fa-e288-2107-d22e,➤ Typhoon missile launcher - krak,ranged,2,3+,9,-2,D6,-,,,,,,,,Imperium - Grey Knights.cat
fa-e288-2107-d22e:twin-heavy-bolter,fa-e288-2107-d22e,Twin heavy bolter,ranged,3,3+,5,-1,2,"Sustained Hits 1, Twin-Linked",,,,,,,,Imperium - Grey Knights.cat
2efe-459b-9562-e7a9:➤-typhoon-missile-launcher---frag,2efe-459b-9562-e7a9,➤ Typhoon missile launcher - frag,ranged,2D6,3+,4,0,1,Blast,,,,,,,,Imperium - Grey Knights.cat
2efe-459b-9562-e7a9:➤-typhoon-missile-launcher---krak,2efe-459b-9562-e7a9,➤ Typhoon missile launcher - krak,ranged,2,3+,9,-2,D6,-,,,,,,,,Imperium - Grey Knights.cat
2efe-459b-9562-e7a9:twin-heavy-bolter,2efe-459b-9562-e7a9,Twin heavy bolter,ranged,3,3+,5,-1,2,"Sustained Hits 1, Twin-Linked",,,,,,,,Imperium - Grey Knights.cat
2efe-459b-9562-e7a9:twin-multi-melta,2efe-459b-9562-e7a9,Twin multi-melta,ranged,2,3+,9,-4,D6,"Melta 2, Twin-linked",,,,,,,,Imperium - Grey Knights.cat
2efe-459b-9562-e7a9:twin-lascannon,2efe-459b-9562-e7a9,Twin lascannon,ranged,1,3+,12,-3,D6+1,Twin-linked,,,,,,,,Imperium - Grey Knights.cat
2efe-459b-9562-e7a9:twin-assault-cannon,2efe-459b-9562-e7a9,Twin assault cannon,ranged,6,3+,6,0,1,"Devastating Wounds, Twin-Linked",,,,,,,,Imperium - Grey Knights.cat
2efe-459b-9562-e7a9:➤-twin-heavy-plasma-cannon---standard,2efe-459b-9562-e7a9,➤ Twin heavy plasma cannon - standard,ranged,3,3+,7,-2,2,"Blast, Twin-linked",,,,,,,,Imperium - Grey Knights.cat
2efe-459b-9562-e7a9:➤-twin-heavy-plasma-cannon---supercharge,2efe-459b-9562-e7a9,➤ Twin heavy plasma cannon - supercharge,ranged,3,3+,8,-3,3,"Blast, Hazardous, Twin-linked",,,,,,,,Imperium - Grey Knights.cat
2efe-459b-9562-e7a9:stormstrike-missile-launcher,2efe-459b-9562-e7a9,Stormstrike missile launcher,ranged,1,3+,10,-3,D6+2,-,,,,,,,,Imperium - Grey Knights.cat
2efe-459b-9562-e7a9:armoured-hull,2efe-459b-9562-e7a9,Armoured hull,melee,6,4+,8,0,1,-,,,,,,,,Imperium - Grey Knights.cat
2efe-459b-9562-e7a9:hurricane-bolter,2efe-459b-9562-e7a9,Hurricane bolter,ranged,6,3+,4,0,1,"Rapid Fire 6, Twin-Linked",,,,,,,,Imperium - Grey Knights.cat
84ac-b9ea-921f-9082:armoured-hull,84ac-b9ea-921f-9082,Armoured hull,melee,3,4+,6,0,1,-,,,,,,,,Imperium - Grey Knights.cat
84ac-b9ea-921f-9082:twin-assault-cannon,84ac-b9ea-921f-9082,Twin assault cannon,ranged,6,3+,6,0,1,"Devastating Wounds, Twin-Linked",,,,,,,,Imperium - Grey Knights.cat
84ac-b9ea-921f-9082:skyhammer-missile-launcher,84ac-b9ea-921f-9082,Skyhammer missile launcher,ranged,3,3+,8,-1,D3,Anti-Fly 2+,,,,,,,,Imperium - Grey Knights.cat
84ac-b9ea-921f-9082:➤-typhoon-missile-launcher---frag,84ac-b9ea-921f-9082,➤ Typhoon missile launcher - frag,ranged,2D6,3+,4,0,1,Blast,,,,,,,,Imperium - Grey Knights.cat
84ac-b9ea-921f-9082:➤-typhoon-missile-launcher---krak,84ac-b9ea-921f-9082,➤ Typhoon missile launcher - krak,ranged,2,3+,9,-2,D6,-,,,,,,,,Imperium - Grey Knights.cat
84ac-b9ea-921f-9082:twin-heavy-bolter,84ac-b9ea-921f-9082,Twin heavy bolter,ranged,3,3+,5,-1,2,"Sustained Hits 1, Twin-Linked",,,,,,,,Imperium - Grey Knights.cat
84ac-b9ea-921f-9082:twin-lascannon,84ac-b9ea-921f-9082,Twin lascannon,ranged,1,3+,12,-3,D6+1,Twin-linked,,,,,,,,Imperium - Grey Knights.cat
bd43-b303-66e0-4c10:dreadnought-combat-weapon,bd43-b303-66e0-4c10,Dreadnought combat weapon,melee,5,3+,12,-2,3,-,,,,,,,,Imperium - Grey Knights.cat
bd43-b303-66e0-4c10:heavy-flamer,bd43-b303-66e0-4c10,Heavy flamer,ranged,D6,N/A,5,-1,1,"Ignores Cover, Torrent",,,,,,,,Imperium - Grey Knights.cat
bd43-b303-66e0-4c10:storm-bolter,bd43-b303-66e0-4c10,Storm bolter,ranged,2,3+,4,0,1,Rapid Fire 2,,,,,,,,Imperium - Grey Knights.cat
bd43-b303-66e0-4c10:twin-lascannon,bd43-b303-66e0-4c10,Twin lascannon,ranged,1,3+,12,-3,D6+1,Twin-linked,,,,,,,,Imperium - Grey Knights.cat
bd43-b303-66e0-4c10:➤-heavy-plasma-cannon---standard,bd43-b303-66e0-4c10,➤ Heavy plasma cannon - standard,ranged,D3,3+,7,-2,2,Blast,,,,,,,,Imperium - Grey Knights.cat
bd43-b303-66e0-4c10:➤-heavy-plasma-cannon---supercharge,bd43-b303-66e0-4c10,➤ Heavy plasma cannon - supercharge,ranged,D3,3+,8,-3,3,"Blast, Hazardous",,,,,,,,Imperium - Grey Knights.cat
bd43-b303-66e0-4c10:assault-cannon,bd43-b303-66e0-4c10,Assault cannon,ranged,6,3+,6,0,1,Devastating Wounds,,,,,,,,Imperium - Grey Knights.cat
d9f7-71b7-8e67-7f44:storm-bolter,d9f7-71b7-8e67-7f44,Storm bolter,ranged,2,3+,4,0,1,Rapid Fire 2,,,,,,,,Imperium - Grey Knights.cat
d9f7-71b7-8e67-7f44:nemesis-force-weapon,d9f7-71b7-8e67-7f44,Nemesis force weapon,melee,3,3+,6,-2,2,Psychic,,,,,,,,Imperium - Grey Knights.cat
d9f7-71b7-8e67-7f44:psycannon,d9f7-71b7-8e67-7f44,Psycannon,ranged,3,3+,8,-1,2,Psychic,,,,,,,,Imperium - Grey Knights.cat
d9f7-71b7-8e67-7f44:close-combat-weapon,d9f7-71b7-8e67-7f44,Close combat weapon,melee,3,3+,4,0,1,-,,,,,,,,Imperium - Grey Knights.cat
d9f7-71b7-8e67-7f44:psilencer,d9f7-71b7-8e67-7f44,Psilencer,ranged,6,3+,5,0,1,"Precision, Psychic, Sustained Hits 1",,,,,,,,Imperium - Grey Knights.cat
d9f7-71b7-8e67-7f44:incinerator,d9f7-71b7-8e67-7f44,Incinerator,ranged,D6,N/A,6,-1,1,"Ignores Cover, Torrent",,,,,,,,Imperium - Grey Knights.cat
7a19-5235-692b-320d:storm-bolter,7a19-5235-692b-320d,Storm bolter,ranged,2,2+,4,0,1,Rapid Fire 2,,,,,,,,Imperium - Grey Knights.cat
7a19-5235-692b-320d:the-titansword,7a19-5235-692b-320d,The Titansword,melee,6,2+,8,-4,3,"Anti-Daemon 2+, Psychic",,,,,,,,Imperium - Grey Knights.cat
7a19-5235-692b-320d:scourging,7a19-5235-692b-320d,Scourging,ranged,3,2+,6,-2,2,"Anti-Daemon 2+, Ignores Cover, Psychic",,,,,,,,Imperium - Grey Knights.cat
5458-a458-c51d-c4e9:heavy-incinerator,5458-a458-c51d-c4e9,Heavy incinerator,ranged,2D6,N/A,6,-1,1,"Ignores Cover, Torrent",,,,,,,,Imperium - Grey Knights.cat
5458-a458-c51d-c4e9:heavy-psycannon,5458-a458-c51d-c4e9,Heavy psycannon,ranged,6,3+,10,-2,3,"Ignores Cover, Psychic",,,,,,,,Imperium - Grey Knights.cat
5458-a458-c51d-c4e9:gatling-psilencer,5458-a458-c51d-c4e9,Gatling psilencer,ranged,12,3+,6,0,1,"Psychic, Sustained Hits 1",,,,,,,,Imperium - Grey Knights.cat
5458-a458-c51d-c4e9:dreadfists,5458-a458-c51d-c4e9,Dreadfists,melee,6,2+,6,-1,1,-,,,,,,,,Imperium - Grey Knights.cat
5458-a458-c51d-c4e9:nemesis-daemon-greathammer,5458-a458-c51d-c4e9,Nemesis daemon greathammer,melee,5,3+,14,-3,D6+1,Psychic,,,,,,,,Imperium - Grey Knights.cat
5458-a458-c51d-c4e9:➤-nemesis-greatsword---strike,5458-a458-c51d-c4e9,➤ Nemesis greatsword - strike,melee,5,2+,10,-2,D6,Psychic,,,,,,,,Imperium - Grey Knights.cat
5458-a458-c51d-c4e9:➤-nemesis-greatsword---sweep,5458-a458-c51d-c4e9,➤ Nemesis greatsword - sweep,melee,10,2+,5,-1,1,Psychic,,,,,,,,Imperium - Grey Knights.cat
6528-4634-c2cf-2840:storm-bolter,6528-4634-c2cf-2840,Storm bolter,ranged,2,2+,4,0,1,Rapid Fire 2,,,,,,,,Imperium - Grey Knights.cat
6528-4634-c2cf-2840:nemesis-force-weapon,6528-4634-c2cf-2840,Nemesis force weapon,melee,4,2+,6,-2,2,Psychic,,,,,,,,Imperium - Grey Knights.cat
6528-4634-c2cf-2840:psilencer,6528-4634-c2cf-2840,Psilencer,ranged,6,2+,5,0,1,"Precision, Psychic, Sustained Hits 1",,,,,,,,Imperium - Grey Knights.cat
6528-4634-c2cf-2840:psycannon,6528-4634-c2cf-2840,Psycannon,ranged,3,2+,8,-1,2,Psychic,,,,,,,,Imperium - Grey Knights.cat
6528-4634-c2cf-2840:incinerator,6528-4634-c2cf-2840,Incinerator,ranged,D6,N/A,6,-1,1,"Ignores Cover, Torrent",,,,,,,,Imperium - Grey Knights.cat
e8ad-bd40-5952-6859:storm-bolter,e8ad-bd40-5952-6859,Storm bolter,ranged,2,3+,4,0,1,Rapid Fire 2,,,,,,,,Imperium - Grey Knights.cat
e8ad-bd40-5952-6859:nemesis-force-weapon,e8ad-bd40-5952-6859,Nemesis force weapon,melee,3,3+,6,-2,2,Psychic,,,,,,,,Imperium - Grey Knights.cat
e8ad-bd40-5952-6859:psycannon,e8ad-bd40-5952-6859,Psycannon,ranged,3,3+,8,-1,2,Psychic,,,,,,,,Imperium - Grey Knights.cat
e8ad-bd40-5952-6859:close-combat-weapon,e8ad-bd40-5952-6859,Close combat weapon,melee,3,3+,4,0,1,-,,,,,,,,Imperium - Grey Knights.cat
e8ad-bd40-5952-6859:psilencer,e8ad-bd40-5952-6859,Psilencer,ranged,6,3+,5,0,1,"Precision, Psychic, Sustained Hits 1",,,,,,,,Imperium - Grey Knights.cat
e8ad-bd40-5952-6859:incinerator,e8ad-bd40-5952-6859,Incinerator,ranged,D6,N/A,6,-1,1,"Ignores Cover, Torrent",,,,,,,,Imperium - Grey Knights.cat
8865-df22-1629-bf02:purifying-flame,8865-df22-1629-bf02,Purifying Flame,ranged,1,3+,4,-2,1,"Anti-Infantry 2+, Ignores Cover, Psychic",,,,,,,,Imperium - Grey Knights.cat
8865-df22-1629-bf02:storm-bolter,8865-df22-1629-bf02,Storm bolter,ranged,2,3+,4,0,1,Rapid Fire 2,,,,,,,,Imperium - Grey Knights.cat
8865-df22-1629-bf02:nemesis-force-weapon,8865-df22-1629-bf02,Nemesis force weapon,melee,3,3+,6,-2,2,Psychic,,,,,,,,Imperium - Grey Knights.cat
8865-df22-1629-bf02:psycannon,8865-df22-1629-bf02,Psycannon,ranged,3,3+,8,-1,2,Psychic,,,,,,,,Imperium - Grey Knights.cat
8865-df22-1629-bf02:close-combat-weapon,8865-df22-1629-bf02,Close combat weapon,melee,3,3+,4,0,1,-,,,,,,,,Imperium - Grey Knights.cat
8865-df22-1629-bf02:psilencer,8865-df22-1629-bf02,Psilencer,ranged,6,3+,5,0,1,"Precision, Psychic, Sustained Hits 1",,,,,,,,Imperium - Grey Knights.cat
8865-df22-1629-bf02:incinerator,8865-df22-1629-bf02,Incinerator,ranged,D6,N/A,6,-1,1,"Ignores Cover, Torrent",,,,,,,,Imperium - Grey Knights.cat
35ed-7890-6c56-18b7:servitor's-tools,35ed-7890-6c56-18b7,Servitor's tools,melee,1,5+,3,0,1,-,,,,,,,,Imperium - Grey Knights.cat
35ed-7890-6c56-18b7:➤-plasma-cannon---standard,35ed-7890-6c56-18b7,➤ Plasma cannon - standard,ranged,D3,4+,7,-2,1,"Blast, Heavy",,,,,,,,Imperium - Grey Knights.cat
35ed-7890-6c56-18b7:➤-plasma-cannon---supercharge,35ed-7890-6c56-18b7,➤ Plasma cannon - supercharge,ranged,D3,4+,8,-3,2,"Blast, Hazardous, Heavy",,,,,,,,Imperium - Grey Knights.cat
35ed-7890-6c56-18b7:multi-melta,35ed-7890-6c56-18b7,Multi-melta,ranged,2,4+,9,-4,D6,"Heavy, Melta 2",,,,,,,,Imperium - Grey Knights.cat
35ed-7890-6c56-18b7:heavy-bolter,35ed-7890-6c56-18b7,Heavy bolter,ranged,3,4+,5,-1,2,"Heavy, Sustained Hits 1",,,,,,,,Imperium - Grey Knights.cat
35ed-7890-6c56-18b7:servo-arm,35ed-7890-6c56-18b7,Servo-arm,melee,1,5+,6,-2,3,-,,,,,,,,Imperium - Grey Knights.cat
d81f-c9ac-e338-ba37:storm-bolter,d81f-c9ac-e338-ba37,Storm bolter,ranged,2,3+,4,0,1,Rapid Fire 2,,,,,,,,Imperium - Grey Knights.cat
d81f-c9ac-e338-ba37:nemesis-force-weapon,d81f-c9ac-e338-ba37,Nemesis force weapon,melee,3,3+,6,-2,2,Psychic,,,,,,,,Imperium - Grey Knights.cat
d81f-c9ac-e338-ba37:close-combat-weapon,d81f-c9ac-e338-ba37,Close combat weapon,melee,3,3+,4,0,1,-,,,,,,,,Imperium - Grey Knights.cat
d81f-c9ac-e338-ba37:psilencer,d81f-c9ac-e338-ba37,Psilencer,ranged,6,3+,5,0,1,"Precision, Psychic, Sustained Hits 1",,,,,,,,Imperium - Grey Knights.cat
d81f-c9ac-e338-ba37:psycannon,d81f-c9ac-e338-ba37,Psycannon,ranged,3,3+,8,-1,2,Psychic,,,,,,,,Imperium - Grey Knights.cat
d81f-c9ac-e338-ba37:incinerator,d81f-c9ac-e338-ba37,Incinerator,ranged,D6,N/A,6,-1,1,"Ignores Cover, Torrent",,,,,,,,Imperium - Grey Knights.cat
8989-2fd2-4d29-e795:twin-heavy-bolter,8989-2fd2-4d29-e795,Twin heavy bolter,ranged,3,3+,5,-1,2,"Sustained Hits 1, Twin-Linked",,,,,,,,Imperium - Grey Knights.cat
8989-2fd2-4d29-e795:hellstrike-missile-battery,8989-2fd2-4d29-e795,Hellstrike missile battery,ranged,4,3+,8,-2,3,Anti-Fly 4+,,,,,,,,Imperium - Grey Knights.cat
8989-2fd2-4d29-e795:turbo-laser-destructor,8989-2fd2-4d29-e795,Turbo-laser destructor,ranged,D3+1,3+,20,-4,D6+6,Blast,,,,,,,,Imperium - Grey Knights.cat
8989-2fd2-4d29-e795:thunderhawk-heavy-cannon,8989-2fd2-4d29-e795,Thunderhawk heavy cannon,ranged,D6+6,3+,10,-2,3,Blast,,,,,,,,Imperium - Grey Knights.cat
8989-2fd2-4d29-e795:armored-hull,8989-2fd2-4d29-e795,Armored Hull,melee,6,4+,8,0,1,-,,,,,,,,Imperium - Grey Knights.cat
8989-2fd2-4d29-e795:lascannon,8989-2fd2-4d29-e795,Lascannon,ranged,1,3+,12,-3,D6+1,-,,,,,,,,Imperium - Grey Knights.cat
69d-a656-fde3-6c3e:armoured-tracks,69d-a656-fde3-6c3e,Armoured tracks,melee,6,4+,8,0,1,-,,,,,,,,Imperium - Grey Knights.cat
69d-a656-fde3-6c3e:heavy-incinerator,69d-a656-fde3-6c3e,Heavy incinerator,ranged,2D6,N/A,6,-1,1,"Ignores Cover, Torrent",,,,,,,,Imperium - Grey Knights.cat
69d-a656-fde3-6c3e:multi-melta,69d-a656-fde3-6c3e,Multi-melta,ranged,2,3+,9,-4,D6,Melta 2,,,,,,,,Imperium - Grey Knights.cat
69d-a656-fde3-6c3e:hunter-killer-missile,69d-a656-fde3-6c3e,Hunter-killer missile,ranged,1,2+,14,-3,D6,One Shot,,,,,,,,Imperium - Grey Knights.cat
69d-a656-fde3-6c3e:storm-bolter,69d-a656-fde3-6c3e,Storm bolter,ranged,2,3+,4,0,1,Rapid Fire 2,,,,,,,,Imperium - Grey Knights.cat
69d-a656-fde3-6c3e:twin-psycannon,69d-a656-fde3-6c3e,Twin psycannon,ranged,3,3+,8,-1,2,"Psychic, Sustained Hits 1, Twin-linked",,,,,,,,Imperium - Grey Knights.cat
28d0-5a52-501a-441d:incinerator,28d0-5a52-501a-441d,Incinerator,ranged,D6,N/A,6,-1,1,"Ignores Cover, Torrent",,,,,,,,Imperium - Grey Knights.cat
28d0-5a52-501a-441d:heavy-psycannon,28d0-5a52-501a-441d,Heavy psycannon,ranged,6,3+,10,-1,2,Psychic,,,,,,,,Imperium - Grey Knights.cat
28d0-5a52-501a-441d:nemesis-doomglaive,28d0-5a52-501a-441d,Nemesis doomglaive,melee,5,3+,14,-3,3,Psychic,,,,,,,,Imperium - Grey Knights.cat
28d0-5a52-501a-441d:storm-bolter,28d0-5a52-501a-441d,Storm bolter,ranged,2,3+,4,0,1,Rapid Fire 2,,,,,,,,Imperium - Grey Knights.cat
28d0-5a52-501a-441d:dreadnought-combat-weapon,28d0-5a52-501a-441d,Dreadnought combat weapon,melee,5,3+,12,-2,3,-,,,,,,,,Imperium - Grey Knights.cat
28d0-5a52-501a-441d:heavy-flamer,28d0-5a52-501a-441d,Heavy flamer,ranged,D6,N/A,5,-1,1,"Ignores Cover, Torrent",,,,,,,,Imperium - Grey Knights.cat
28d0-5a52-501a-441d:armoured-feet,28d0-5a52-501a-441d,Armoured feet,melee,5,3+,6,0,1,-,,,,,,,,Imperium - Grey Knights.cat
28d0-5a52-501a-441d:➤-missile-launcher---frag,28d0-5a52-501a-441d,➤ Missile launcher - frag,ranged,D6,3+,4,0,1,Blast,,,,,,,,Imperium - Grey Knights.cat
28d0-5a52-501a-441d:➤-missile-launcher---krak,28d0-5a52-501a-441d,➤ Missile launcher - krak,ranged,1,3+,9,-2,D6,-,,,,,,,,Imperium - Grey Knights.cat
28d0-5a52-501a-441d:twin-lascannon,28d0-5a52-501a-441d,Twin lascannon,ranged,1,3+,12,-3,D6+1,Twin-linked,,,,,,,,Imperium - Grey Knights.cat
28d0-5a52-501a-441d:multi-melta,28d0-5a52-501a-441d,Multi-melta,ranged,2,3+,9,-4,D6,Melta 2,,,,,,,,Imperium - Grey Knights.cat
28d0-5a52-501a-441d:➤-heavy-plasma-cannon---standard,28d0-5a52-501a-441d,➤ Heavy plasma cannon - standard,ranged,D3,3+,7,-2,2,Blast,,,,,,,,Imperium - Grey Knights.cat
28d0-5a52-501a-441d:➤-heavy-plasma-cannon---supercharge,28d0-5a52-501a-441d,➤ Heavy plasma cannon - supercharge,ranged,D3,3+,8,-3,3,"Blast, Hazardous",,,,,,,,Imperium - Grey Knights.cat
28d0-5a52-501a-441d:assault-cannon,28d0-5a52-501a-441d,Assault cannon,ranged,6,3+,6,0,1,Devastating Wounds,,,,,,,,Imperium - Grey Knights.cat
54f0-4b3f-3abe-081b:armoured-tracks,54f0-4b3f-3abe-081b,Armoured tracks,melee,3,4+,6,0,1,-,,,,,,,,Imperium - Grey Knights.cat
54f0-4b3f-3abe-081b:hunter-killer-missile,54f0-4b3f-3abe-081b,Hunter-killer missile,ranged,1,2+,14,-3,D6,One Shot,,,,,,,,Imperium - Grey Knights.cat
54f0-4b3f-3abe-081b:storm-bolter,54f0-4b3f-3abe-081b,Storm bolter,ranged,2,3+,4,0,1,Rapid Fire 2,,,,,,,,Imperium - Grey Knights.cat
54f0-4b3f-3abe-081b:multi-melta,54f0-4b3f-3abe-081b,Multi-melta,ranged,2,3+,9,-4,D6,Melta 2,,,,,,,,Imperium - Grey Knights.cat
54f0-4b3f-3abe-081b:twin-heavy-bolter,54f0-4b3f-3abe-081b,Twin heavy bolter,ranged,3,3+,5,-1,2,"Sustained Hits 1, Twin-Linked",,,,,,,,Imperium - Grey Knights.cat
54f0-4b3f-3abe-081b:twin-lascannon,54f0-4b3f-3abe-081b,Twin lascannon,ranged,1,3+,12,-3,D6+1,Twin-linked,,,,,,,,Imperium - Grey Knights.cat
54f0-4b3f-3abe-081b:twin-assault-cannon,54f0-4b3f-3abe-081b,Twin assault cannon,ranged,6,3+,6,0,1,"Devastating Wounds, Twin-Linked",,,,,,,,Imperium - Grey Knights.cat
54f0-4b3f-3abe-081b:twin-psycannon,54f0-4b3f-3abe-081b,Twin Psycannon,ranged,3,3+,8,-1,2,"Psychic, Twin-linked",,,,,,,,Imperium - Grey Knights.cat
9782-7a59-9b65-21e4:servo-arm,9782-7a59-9b65-21e4,Servo-arm,melee,1,3+,8,-2,3,Extra Attacks,,,,,,,,Imperium - Grey Knights.cat
9782-7a59-9b65-21e4:omnissian-power-axe,9782-7a59-9b65-21e4,Omnissian power axe,melee,4,3+,6,-2,2,-,,,,,,,,Imperium - Grey Knights.cat
9782-7a59-9b65-21e4:nemesis-mace,9782-7a59-9b65-21e4,Nemesis mace,melee,5,2+,6,-3,3,"Anti-Character 2+, Precision, Psychic",,,,,,,,Imperium - Grey Knights.cat
9782-7a59-9b65-21e4:➤-nemesis-greatsword---strike,9782-7a59-9b65-21e4,➤ Nemesis greatsword - strike,melee,5,2+,10,-2,D6,Psychic,,,,,,,,Imperium - Grey Knights.cat
9782-7a59-9b65-21e4:➤-nemesis-greatsword---sweep,9782-7a59-9b65-21e4,➤ Nemesis greatsword - sweep,melee,10,2+,5,-1,1,Psychic,,,,,,,,Imperium - Grey Knights.cat
9782-7a59-9b65-21e4:nemesis-force-weapon,9782-7a59-9b65-21e4,Nemesis force weapon,melee,5,2+,6,-2,2,Psychic,,,,,,,,Imperium - Grey Knights.cat
9782-7a59-9b65-21e4:nemesis-flail,9782-7a59-9b65-21e4,Nemesis flail,melee,10,2+,5,-1,2,Psychic,,,,,,,,Imperium - Grey Knights.cat
9782-7a59-9b65-21e4:nemesis-daemon-greathammer,9782-7a59-9b65-21e4,Nemesis daemon greathammer,melee,5,3+,14,-3,D6+1,Psychic,,,,,,,,Imperium - Grey Knights.cat
9782-7a59-9b65-21e4:dreadnought-combat-weapon,9782-7a59-9b65-21e4,Dreadnought combat weapon,melee,5,3+,12,-2,3,-,,,,,,,,Imperium - Grey Knights.cat
9782-7a59-9b65-21e4:dreadfists,9782-7a59-9b65-21e4,Dreadfists,melee,6,2+,6,-1,1,-,,,,,,,,Imperium - Grey Knights.cat
9782-7a59-9b65-21e4:crozius-arcanum,9782-7a59-9b65-21e4,Crozius arcanum,melee,5,2+,6,-1,2,-,,,,,,,,Imperium - Grey Knights.cat
9782-7a59-9b65-21e4:close-combat-weapon,9782-7a59-9b65-21e4,Close combat weapon,melee,5,3+,4,0,1,-,,,,,,,,Imperium - Grey Knights.cat
9782-7a59-9b65-21e4:grav-pistol,9782-7a59-9b65-21e4,Grav-pistol,ranged,1,2+,4,-1,2,"Anti-Vehicle 2+, Pistol",,,,,,,,Imperium - Grey Knights.cat
9782-7a59-9b65-21e4:sublimator,9782-7a59-9b65-21e4,Sublimator,ranged,2,3+,9,-4,D6,"Melta 4, Psychic, Twin-linked",,,,,,,,Imperium - Grey Knights.cat
9782-7a59-9b65-21e4:heavy-psycannon,9782-7a59-9b65-21e4,Heavy psycannon,ranged,6,3+,10,-2,3,"Ignores Cover, Psychic",,,,,,,,Imperium - Grey Knights.cat
9782-7a59-9b65-21e4:heavy-incinerator,9782-7a59-9b65-21e4,Heavy incinerator,ranged,2D6,N/A,6,-1,1,"Ignores Cover, Torrent",,,,,,,,Imperium - Grey Knights.cat
9782-7a59-9b65-21e4:gatling-psilencer,9782-7a59-9b65-21e4,Gatling psilencer,ranged,12,3+,6,0,1,"Psychic, Sustained Hits 1",,,,,,,,Imperium - Grey Knights.cat
9782-7a59-9b65-21e4:vortex-of-doom,9782-7a59-9b65-21e4,Vortex of Doom,ranged,D6+3,3+,8,-2,2,"Blast, Psychic",,,,,,,,Imperium - Grey Knights.cat
9782-7a59-9b65-21e4:heavy-flamer,9782-7a59-9b65-21e4,Heavy flamer,ranged,D6,N/A,5,-1,1,"Ignores Cover, Torrent",,,,,,,,Imperium - Grey Knights.cat
9782-7a59-9b65-21e4:storm-bolter,9782-7a59-9b65-21e4,Storm bolter,ranged,2,2+,4,0,1,Rapid Fire 2,,,,,,,,Imperium - Grey Knights.cat
9782-7a59-9b65-21e4:psycannon,9782-7a59-9b65-21e4,Psycannon,ranged,3,2+,8,-1,2,Psychic,,,,,,,,Imperium - Grey Knights.cat
9782-7a59-9b65-21e4:psilencer,9782-7a59-9b65-21e4,Psilencer,ranged,6,2+,5,0,1,"Precision, Psychic, Sustained Hits 1",,,,,,,,Imperium - Grey Knights.cat
9782-7a59-9b65-21e4:incinerator,9782-7a59-9b65-21e4,Incinerator,ranged,D6,N/A,6,-1,1,"Ignores Cover, Torrent",,,,,,,,Imperium - Grey Knights.cat
9782-7a59-9b65-21e4:twin-lascannon,9782-7a59-9b65-21e4,Twin lascannon,ranged,1,3+,12,-3,D6+1,Twin-linked,,,,,,,,Imperium - Grey Knights.cat
9782-7a59-9b65-21e4:fragstorm-grenade-launcher,9782-7a59-9b65-21e4,Fragstorm grenade launcher,ranged,D6,3+,4,0,1,Blast,,,,,,,,Imperium - Grey Knights.cat
9782-7a59-9b65-21e4:forge-bolter,9782-7a59-9b65-21e4,Forge bolter,ranged,3,2+,5,-1,2,-,,,,,,,,Imperium - Grey Knights.cat
9782-7a59-9b65-21e4:assault-cannon,9782-7a59-9b65-21e4,Assault cannon,ranged,6,3+,6,0,1,Devastating Wounds,,,,,,,,Imperium - Grey Knights.cat
