faction,unit_name,selection_type,unit_id,source_file,points,models_min,models_max,total_weapons,ranged_weapons,melee_weapons,coverage
Imperium - Adeptus Mechanicus,Ironstrider Ballistarius (Twin cognis lascannon),model,8fc1-9168-5137-2b5d,Imperium - Adeptus Mechanicus.cat,85,1,1,2,1,1,both
Imperium - Adeptus Mechanicus,Kastelan Robot,model,20cf-5b7c-71d2-451d,Imperium - Adeptus Mechanicus.cat,0,1,1,7,4,3,both
Imperium - Adeptus Mechanicus,Kastelan Robots,unit,bd6c-8683-8bc4-962d,Imperium - Adeptus Mechanicus.cat,180,2,4,7,4,3,both
Imperium - Adeptus Mechanicus,Kataphron Breachers,unit,a46f-848-b87d-4484,Imperium - Adeptus Mechanicus.cat,160,3,6,4,2,2,both
Imperium - Adeptus Mechanicus,Kataphron Destroyers,unit,7bee-a476-2167-76e7,Imperium - Adeptus Mechanicus.cat,105,3,6,6,5,1,both
Imperium - Adeptus Mechanicus,Magos [Crucible],model,18e0-96d4-7d85-2b3b,Imperium - Adeptus Mechanicus.cat,10,1,1,35,23,12,both
Imperium - Adeptus Mechanicus,Onager Dunecrawler,model,ea05-4db7-9ee6-7a87,Imperium - Adeptus Mechanicus.cat,0,1,1,8,7,1,both
Imperium - Adeptus Mechanicus,Pteraxii Skystalker Alpha,model,dbb5-dfb3-c0e4-5024,Imperium - Adeptus Mechanicus.cat,,1,1,2,1,1,both
Imperium - Adeptus Mechanicus,Pteraxii Skystalkers,unit,b31e-5003-5b63-a305,Imperium - Adeptus Mechanicus.cat,75,5,10,4,2,2,both
Imperium - Adeptus Mechanicus,Pteraxii Sterylizor Alpha,model,b744-c1b0-9551-821f,Imperium - Adeptus Mechanicus.cat,,1,1,3,1,2,both
Imperium - Adeptus Mechanicus,Pteraxii Sterylizors,unit,958-a256-360-8620,Imperium - Adeptus Mechanicus.cat,80,5,10,4,2,2,both
Imperium - Adeptus Mechanicus,Secutarii Hoplites [Legends],unit,705b-2635-fcab-48f9,Imperium - Adeptus Mechanicus.cat,65,5,11,3,1,2,both
Imperium - Adeptus Mechanicus,Secutarii Peltasts [Legends],unit,7774-a50b-cb1e-8372,Imperium - Adeptus Mechanicus.cat,50,5,11,5,3,2,both
Imperium - Adeptus Mechanicus,Serberys Raiders,unit,5797-adb8-930-e832,Imperium - Adeptus Mechanicus.cat,60,3,6,3,2,1,both
Imperium - Adeptus Mechanicus,Serberys Sulphurhounds,unit,e775-4fe1-832b-95ca,Imperium - Adeptus Mechanicus.cat,55,3,6,6,4,2,both
Imperium - Adeptus Mechanicus,Servitor Battleclade,unit,a523-606f-b05c-851e,Imperium - Adeptus Mechanicus.cat,60,9,9,8,6,2,both
Imperium - Adeptus Mechanicus,Servitor Underseer,model,e16a-2475-6335-5018,Imperium - Adeptus Mechanicus.cat,,1,1,2,1,1,both
Imperium - Adeptus Mechanicus,Servitors [Legends],unit,2183-5b38-1726-2a11,Imperium - Adeptus Mechanicus.cat,50,4,4,6,4,2,both
Imperium - Adeptus Mechanicus,Sicarian Infiltrators,unit,9b4-26b2-9e6d-a62d,Imperium - Adeptus Mechanicus.cat,75,5,10,4,2,2,both
Imperium - Adeptus Mechanicus,Skitarii Marshal,model,b897-e4c6-fcb6-6538,Imperium - Adeptus Mechanicus.cat,30,1,1,2,1,1,both
Imperium - Adeptus Mechanicus,Skitarii Rangers,unit,de59-f65c-181a-8509,Imperium - Adeptus Mechanicus.cat,85,10,11,8,6,2,both
Imperium - Adeptus Mechanicus,Skitarii Vanguard,unit,ba33-c21-bddc-ab0,Imperium - Adeptus Mechanicus.cat,95,10,11,8,6,2,both
Imperium - Adeptus Mechanicus,Skorpius Disintegrator,model,3fcc-b6a1-399b-1a29,Imperium - Adeptus Mechanicus.cat,0,1,1,5,4,1,both
Imperium - Adeptus Mechanicus,Skorpius Dunerider,model,2b9c-3982-701d-f8fd,Imperium - Adeptus Mechanicus.cat,85,1,1,2,1,1,both
Imperium - Adeptus Mechanicus,Sydonian Dragoon with radium jezzail,model,4986-3b55-f-419e,Imperium - Adeptus Mechanicus.cat,,1,1,3,2,1,both
Imperium - Adeptus Mechanicus,Sydonian Dragoon with taser lance,model,54c7-b18a-e3b6-0431,Imperium - Adeptus Mechanicus.cat,65,1,1,2,1,1,both
Imperium - Adeptus Mechanicus,Sydonian Dragoons with radium jezzails,unit,d99a-6563-8c08-23c,Imperium - Adeptus Mechanicus.cat,55,1,3,3,2,1,both
Imperium - Adeptus Mechanicus,Sydonian Dragoons with taser lances,unit,3053-c0c1-aedd-b211,Imperium - Adeptus Mechanicus.cat,0,1,3,2,1,1,both
Imperium - Adeptus Mechanicus,Sydonian Skatros,unit,52e7-9347-3f16-9eec,Imperium - Adeptus Mechanicus.cat,50,1,3,4,3,1,both
Imperium - Adeptus Mechanicus,Tech-Priest Dominus,model,6424-ed86-9e15-3e14,Imperium - Adeptus Mechanicus.cat,30,1,1,6,5,1,both
Imperium - Adeptus Mechanicus,Tech-Priest Enginseer,model,c0e0-4d86-96d2-ec86,Imperium - Adeptus Mechanicus.cat,30,1,1,3,1,2,both
Imperium - Adeptus Mechanicus,Tech-Priest Manipulus,model,2d9b-610a-dc4d-15ae,Imperium - Adeptus Mechanicus.cat,30,1,1,3,2,1,both
Imperium - Adeptus Mechanicus,Technoarcheologist,model,fa82-61cc-aa85-e94c,Imperium - Adeptus Mechanicus.cat,30,1,1,2,1,1,both
Imperium - Adeptus Mechanicus,Terrax-Pattern Termite [Legends],model,3639-75ba-cab2-c159,Imperium - Adeptus Mechanicus.cat,200,1,1,5,4,1,both
Imperium - Adeptus Mechanicus,Thulia Ghuld,model,7135-8430-eb02-ded4,Imperium - Adeptus Mechanicus.cat,0,1,1,4,2,2,both
Imperium - Agents of the Imperium,Antor Delassio,model,1f50-d117-0420-b3ab,Imperium - Agents of the Imperium.cat,,1,1,2,1,1,both
Imperium - Agents of the Imperium,Aquila Kill Team,unit,b040-ce24-7e1a-c903,Imperium - Agents of the Imperium.cat,100,1,1,19,14,5,both
Imperium - Agents of the Imperium,Callidus Assassin,model,1cfe-be05-5603-133,Imperium - Agents of the Imperium.cat,40,1,1,2,1,1,both
Imperium - Agents of the Imperium,Chaplain Cassius,model,63ec-4fea-e4a7-9509,Imperium - Agents of the Imperium.cat,,1,1,2,1,1,both
Imperium - Agents of the Imperium,Corvus Blackstar,model,8b98-0ac7-a0ba-dedf,Imperium - Agents of the Imperium.cat,180,1,1,6,5,1,both
Imperium - Agents of the Imperium,Culexus Assassin,model,5e5e-d6b2-6a1c-aa69,Imperium - Agents of the Imperium.cat,40,1,1,2,1,1,both
Imperium - Agents of the Imperium,Daemonhost,model,6ee6-7993-3d63-826c,Imperium - Agents of the Imperium.cat,40,1,1,2,1,1,both
Imperium - Agents of the Imperium,Daemonhost [Legends],unit,fac5-a242-951a-e1b2,Imperium - Agents of the Imperium.cat,40,1,2,2,1,1,both
Imperium - Agents of the Imperium,Damned Legionnaires [Legends],unit,bbbf-a0fb-d032-3a61,Imperium - Agents of the Imperium.cat,90,5,10,6,5,1,both
Imperium - Agents of the Imperium,Death Cult Assassin,model,93fc-a8d5-66f3-d12,Imperium - Agents of the Imperium.cat,,1,1,2,1,1,both
Imperium - Agents of the Imperium,Deathwatch Agent [Crucible],model,9a75-f3a2-bff5-9f08,Imperium - Agents of the Imperium.cat,105,1,1,38,29,9,both
Imperium - Agents of the Imperium,Deathwatch Kill Team,unit,0744-61ce-619d-ffe1,Imperium - Agents of the Imperium.cat,100,5,10,12,7,5,both
Imperium - Agents of the Imperium,Deathwatch Terminator,model,84c2-9a90-eefd-881b,Imperium - Agents of the Imperium.cat,,1,1,6,1,5,both
Imperium - Agents of the Imperium,Deathwatch Terminator Sergeant,model,f689-b401-b6c6-3e62,Imperium - Agents of the Imperium.cat,,1,1,6,1,5,both
Imperium - Agents of the Imperium,Deathwatch Terminator Squad [Legends],unit,0b74-440c-ee1d-ca50,Imperium - Agents of the Imperium.cat,210,5,10,12,7,5,both
Imperium - Agents of the Imperium,Deathwatch Terminator w/ Heavy Weapon,model,19a3-fdf1-1d30-6ba2,Imperium - Agents of the Imperium.cat,,1,1,10,7,3,both
Imperium - Agents of the Imperium,Deathwatch Veteran w/ carbine,model,050d-797a-bb9a-2e8b,Imperium - Agents of the Imperium.cat,,1,1,4,2,2,both
Imperium - Agents of the Imperium,Deathwatch Veteran w/ heavy thunder hammer,model,df47-6883-78e7-d725,Imperium - Agents of the Imperium.cat,,1,1,3,1,2,both
Imperium - Agents of the Imperium,Deathwatch Veteran w/ stalker bolt rifle,model,3435-d900-05e9-19e6,Imperium - Agents of the Imperium.cat,,1,1,5,4,1,both
Imperium - Agents of the Imperium,Drenn Redblade,model,de4b-8fc8-d844-1bf9,Imperium - Agents of the Imperium.cat,,1,1,2,1,1,both
Imperium - Agents of the Imperium,Ennox Sorrlock,model,3f1d-c4d4-031c-57c6,Imperium - Agents of the Imperium.cat,,1,1,2,1,1,both
Imperium - Agents of the Imperium,Enthroned Agent [Crucible],model,2b47-b5e8-b297-7bd8,Imperium - Agents of the Imperium.cat,120,1,1,38,29,9,both
Imperium - Agents of the Imperium,Eversor Assassin,model,f201-1f4a-b907-d9d1,Imperium - Agents of the Imperium.cat,35,1,1,2,1,1,both
Imperium - Agents of the Imperium,Exaction Squad,unit,ec63-524d-55a-3065,Imperium - Agents of the Imperium.cat,90,10,10,10,7,3,both
Imperium - Agents of the Imperium,Fortis Kill Team [Legends],unit,edce-f61c-8029-897f,Imperium - Agents of the Imperium.cat,100,10,20,13,10,3,both
Imperium - Agents of the Imperium,Garran Branatar,model,3665-0286-4cd7-bc33,Imperium - Agents of the Imperium.cat,,1,1,3,2,1,both
Imperium - Agents of the Imperium,Gravis Veteran w/ infernus heavy bolter,model,77a2-7703-4d4f-f30d,Imperium - Agents of the Imperium.cat,,1,1,8,7,1,both
Imperium - Agents of the Imperium,Grey Knights Terminator Squad,unit,15c0-9294-7eb8-f3a7,Imperium - Agents of the Imperium.cat,190,5,5,5,4,1,both
Imperium - Agents of the Imperium,Imperial Navy Breachers,unit,24d5-9987-4d2-b42b,Imperium - Agents of the Imperium.cat,90,10,10,12,8,4,both
Imperium - Agents of the Imperium,Imperial Rhino,model,cbbd-8e0a-fd90-fa0d,Imperium - Agents of the Imperium.cat,75,1,1,3,2,1,both
Imperium - Agents of the Imperium,Indomitor Kill Team [Legends],unit,c538-aaf0-5788-5c07,Imperium - Agents of the Imperium.cat,120,10,20,13,11,2,both
Imperium - Agents of the Imperium,Inquisitor,model,3e57-b15c-5580-1de1,Imperium - Agents of the Imperium.cat,10,1,1,5,3,2,both
Imperium - Agents of the Imperium,Inquisitor Coteaz,model,264a-fc24-3a98-31dc,Imperium - Agents of the Imperium.cat,75,1,1,3,2,1,both
Imperium - Agents of the Imperium,Inquisitor Draxus,model,f3a6-de9-584e-c394,Imperium - Agents of the Imperium.cat,75,1,1,3,2,1,both
Imperium - Agents of the Imperium,Inquisitor Eisenhorn [Legends],model,d4d2-5f39-6a24-60ab,Imperium - Agents of the Imperium.cat,65,1,1,3,2,1,both
Imperium - Agents of the Imperium,Inquisitor Greyfax,model,6e0e-b9a2-f53d-ad0e,Imperium - Agents of the Imperium.cat,65,1,1,3,2,1,both
Imperium - Agents of the Imperium,Inquisitor in Terminator Armour [Legends],model,c29e-e398-9588-7f30,Imperium - Agents of the Imperium.cat,10,1,1,6,4,2,both
Imperium - Agents of the Imperium,Inquisitor Karamazov [Legends],model,4349-390e-e183-f0b,Imperium - Agents of the Imperium.cat,140,1,1,2,1,1,both
Imperium - Agents of the Imperium,Inquisitor Ostromandeus,model,4902-9ea0-c1fc-164c,Imperium - Agents of the Imperium.cat,,1,1,2,1,1,both
Imperium - Agents of the Imperium,Inquisitor Ostromandeus [Legends],unit,6315-d3e6-aa1c-69e4,Imperium - Agents of the Imperium.cat,65,2,2,3,1,2,both
Imperium - Agents of the Imperium,Inquisitorial Agents,unit,4469-7239-717e-9abd,Imperium - Agents of the Imperium.cat,50,6,12,10,7,3,both
Imperium - Agents of the Imperium,Inquisitorial Chimera,model,ede2-ae50-5f5b-cced,Imperium - Agents of the Imperium.cat,70,1,1,8,7,1,both
Imperium - Agents of the Imperium,Janus Draik [Legends],model,a8a5-f886-c09e-a6f2,Imperium - Agents of the Imperium.cat,40,1,1,2,1,1,both
Imperium - Agents of the Imperium,Jensus Natorian,model,77b8-5555-5fbc-c219,Imperium - Agents of the Imperium.cat,,1,1,3,2,1,both
Imperium - Agents of the Imperium,Jetek Suberei,model,1aa2-8e1d-c2b9-2961,Imperium - Agents of the Imperium.cat,,1,1,2,1,1,both
Imperium - Agents of the Imperium,Jokaero Weaponsmith [Legends],model,bd54-3e9f-3f7d-ad5a,Imperium - Agents of the Imperium.cat,10,1,1,3,2,1,both
Imperium - Agents of the Imperium,Kill Team Biker,model,a3b8-07ce-1710-f2f4,Imperium - Agents of the Imperium.cat,,1,1,4,2,2,both
Imperium - Agents of the Imperium,Kill Team Cassius [Legends],unit,88af-6e47-7162-b1be,Imperium - Agents of the Imperium.cat,220,11,11,13,7,6,both
Imperium - Agents of the Imperium,Kill Team Heavy Intercessor,model,61f0-d0c1-d9a8-09b9,Imperium - Agents of the Imperium.cat,,1,1,3,2,1,both
Imperium - Agents of the Imperium,Kill Team Heavy Intercessor w/ Heavy Bolter,model,d211-c487-c433-3434,Imperium - Agents of the Imperium.cat,,1,1,3,2,1,both
Imperium - Agents of the Imperium,Kill Team Heavy Intercessor w/ jump pack & assault bolters,model,be4d-01bd-40a4-2299,Imperium - Agents of the Imperium.cat,,1,1,2,1,1,both
Imperium - Agents of the Imperium,Kill Team Heavy Intercessor w/ jump pack & plasma exterminators,model,3d93-287a-2b64-88ef,Imperium - Agents of the Imperium.cat,,1,1,3,2,1,both
Imperium - Agents of the Imperium,Kill Team Heavy Intercessor w/ melta rifle,model,4ea6-0fa5-8a0d-ce6d,Imperium - Agents of the Imperium.cat,,1,1,3,2,1,both
Imperium - Agents of the Imperium,Kill Team Heavy Intercessor w/ Multi-melta,model,e1c7-deba-4893-e043,Imperium - Agents of the Imperium.cat,,1,1,3,2,1,both
Imperium - Agents of the Imperium,Kill Team Heavy Intercessor w/ power fists & auto boltstorm gauntlets,model,46f0-e2c9-0116-353b,Imperium - Agents of the Imperium.cat,,1,1,3,2,1,both
Imperium - Agents of the Imperium,Kill Team Heavy Intercessor w/ power fists & flamestorm gauntlets,model,ec81-a1af-ba62-03fa,Imperium - Agents of the Imperium.cat,,1,1,2,1,1,both
Imperium - Agents of the Imperium,Kill Team Infiltrator,model,0da5-7d61-1721-e2cf,Imperium - Agents of the Imperium.cat,,1,1,3,2,1,both
Imperium - Agents of the Imperium,Kill Team Infiltrator w/ Bolt sniper rifle,model,8006-f951-b05e-0fdb,Imperium - Agents of the Imperium.cat,,1,1,5,4,1,both
Imperium - Agents of the Imperium,Kill Team Infiltrator w/ combat knife,model,c43c-4e45-28b9-959b,Imperium - Agents of the Imperium.cat,,1,1,4,2,2,both
Imperium - Agents of the Imperium,Kill Team Infiltrator w/ jump pack,model,fd4a-2f76-771f-23b2,Imperium - Agents of the Imperium.cat,,1,1,3,2,1,both
Imperium - Agents of the Imperium,Kill Team Infiltrator w/ occulus bolt carbine,model,70b7-ed73-cf16-471d,Imperium - Agents of the Imperium.cat,,1,1,3,2,1,both
Imperium - Agents of the Imperium,Kill Team Intercessor,model,a79f-07df-7641-174d,Imperium - Agents of the Imperium.cat,,1,1,3,2,1,both
Imperium - Agents of the Imperium,Kill Team Intercessor w/ bolt pistol and incinerator,model,54b0-6c22-cc47-158d,Imperium - Agents of the Imperium.cat,,1,1,4,3,1,both
Imperium - Agents of the Imperium,Kill Team Intercessor w/ Heavy Bolt Pistol,model,6718-897a-f5c3-bdde,Imperium - Agents of the Imperium.cat,,1,1,2,1,1,both
Imperium - Agents of the Imperium,Kill Team Intercessor w/ LV Ranged Weapon,model,dd20-ee9a-e4bb-a62a,Imperium - Agents of the Imperium.cat,,1,1,3,2,1,both
Imperium - Agents of the Imperium,Kill Team Intercessor w/ Melee Option,model,cae2-bbbc-152d-4704,Imperium - Agents of the Imperium.cat,,1,1,5,2,3,both
Imperium - Agents of the Imperium,Kill Team Intercessor w/ plasma pistol and incinerator,model,83c2-d601-79d6-b0cb,Imperium - Agents of the Imperium.cat,,1,1,5,4,1,both
Imperium - Agents of the Imperium,Kill Team Intercessor w/ Special Weapon,model,4c3e-06d1-9fe6-9af6,Imperium - Agents of the Imperium.cat,,1,1,8,5,3,both
Imperium - Agents of the Imperium,Kill Team Outrider,model,a387-3a57-eaaf-bf90,Imperium - Agents of the Imperium.cat,,1,1,3,2,1,both
Imperium - Agents of the Imperium,Kill Team Sergeant,model,e05a-fe00-3df3-d551,Imperium - Agents of the Imperium.cat,,1,1,3,2,1,both
Imperium - Agents of the Imperium,Kill Team Terminator,model,7284-2777-4a6e-c62f,Imperium - Agents of the Imperium.cat,,1,1,6,1,5,both
Imperium - Agents of the Imperium,Kill Team Terminator w/ Heavy Weapon,model,da66-9d97-5ad4-2e2e,Imperium - Agents of the Imperium.cat,,1,1,10,7,3,both
Imperium - Agents of the Imperium,Kill Team Veteran,model,b8e7-aca0-51c5-e83e,Imperium - Agents of the Imperium.cat,,1,1,4,2,2,both
Imperium - Agents of the Imperium,Kill Team Veteran w/ Heavy Weapon,model,ff22-3778-444d-167f,Imperium - Agents of the Imperium.cat,,1,1,4,3,1,both
Imperium - Agents of the Imperium,Lectro-maester,model,6c2b-1ac0-1ea1-cd1a,Imperium - Agents of the Imperium.cat,,1,1,2,1,1,both
Imperium - Agents of the Imperium,Martial Agent [Crucible],model,90e0-c5a9-17c5-fba4,Imperium - Agents of the Imperium.cat,60,1,1,38,29,9,both
Imperium - Agents of the Imperium,Ministorum Priest,model,7554-37de-cd68-68a7,Imperium - Agents of the Imperium.cat,10,1,1,3,2,1,both
Imperium - Agents of the Imperium,Navigator,model,55cf-8d86-affd-bc9b,Imperium - Agents of the Imperium.cat,10,1,1,2,1,1,both
Imperium - Agents of the Imperium,Neyam Shai Murad [Legends],model,c50a-8-694-6fa6,Imperium - Agents of the Imperium.cat,40,1,1,2,1,1,both
Imperium - Agents of the Imperium,Proteus Kill Team [Legends],unit,4681-2af4-acf9-2bce,Imperium - Agents of the Imperium.cat,160,10,20,22,14,8,both
Imperium - Agents of the Imperium,Rejuvenant Adept,model,b3ca-9374-a66f-11d5,Imperium - Agents of the Imperium.cat,,1,1,2,1,1,both
Imperium - Agents of the Imperium,Rodricus Grytt,model,26c6-0204-cc68-3994,Imperium - Agents of the Imperium.cat,,1,1,3,2,1,both
Imperium - Agents of the Imperium,Rogue Trader,model,5beb-9649-1e43-32c,Imperium - Agents of the Imperium.cat,10,1,1,2,1,1,both
Imperium - Agents of the Imperium,Rogue Trader Entourage,unit,9360-d8b2-cd92-9e7f,Imperium - Agents of the Imperium.cat,75,4,4,7,4,3,both
Imperium - Agents of the Imperium,Sanctifiers,unit,4e74-3710-7a66-9d6c,Imperium - Agents of the Imperium.cat,100,9,11,10,6,4,both
Imperium - Agents of the Imperium,Sisters of Battle Immolator,model,a5c9-2cb7-d874-8169,Imperium - Agents of the Imperium.cat,100,1,1,6,5,1,both
Imperium - Agents of the Imperium,Sisters of Battle Squad,unit,73fc-a193-7da1-d9c4,Imperium - Agents of the Imperium.cat,100,10,10,17,14,3,both
Imperium - Agents of the Imperium,Spectrus Kill Team [Legends],unit,f527-0a42-15b4-1924,Imperium - Agents of the Imperium.cat,90,5,10,11,8,3,both
Imperium - Agents of the Imperium,Subductor Squad,unit,6db9-cede-3810-f1f0,Imperium - Agents of the Imperium.cat,85,10,10,3,1,2,both
Imperium - Agents of the Imperium,UR-025 [Legends],model,4f74-c65c-3a56-41d6,Imperium - Agents of the Imperium.cat,55,1,1,2,1,1,both
Imperium - Agents of the Imperium,Vael Donatus,model,907f-288d-bd1f-d47f,Imperium - Agents of the Imperium.cat,,1,1,3,2,1,both
Imperium - Agents of the Imperium,Veteran Bike Squad [Legends],unit,50a9-30aa-e03a-847d,Imperium - Agents of the Imperium.cat,70,3,6,6,3,3,both
Imperium - Agents of the Imperium,Veteran Biker,model,a56b-6949-bb1d-ab5c,Imperium - Agents of the Imperium.cat,,1,1,4,2,2,both
Imperium - Agents of the Imperium,Veteran Biker Sergeant,model,5d12-adc5-6312-52d5,Imperium - Agents of the Imperium.cat,,1,1,6,3,3,both
Imperium - Agents of the Imperium,Vigilant Squad,unit,d44c-5cde-cb79-3ec3,Imperium - Agents of the Imperium.cat,85,10,10,9,7,2,both
Imperium - Agents of the Imperium,Vindicare Assassin,model,efa3-2cf5-dcfb-b976,Imperium - Agents of the Imperium.cat,45,1,1,3,2,1,both
Imperium - Agents of the Imperium,Voidsmen-at-Arms,unit,3953-4e12-fe7b-97e9,Imperium - Agents of the Imperium.cat,50,6,6,6,4,2,both
Imperium - Agents of the Imperium,Watch Captain Artemis,model,f158-1e0b-585b-bf40,Imperium - Agents of the Imperium.cat,65,1,1,2,1,1,both
Imperium - Agents of the Imperium,Zameon Gydrael,model,a803-e6b1-4646-99af,Imperium - Agents of the Imperium.cat,,1,1,2,1,1,both
Imperium - Astra Militarum - Library,Aquila Lander [Legends],model,b44d-ecac-2542-e584,Imperium - Astra Militarum - Library.cat,120,1,1,4,3,1,both
Imperium - Astra Militarum - Library,Arkurian Stormhammer [Legends],model,59c4-e4de-fe70-b221,Imperium - Astra Militarum - Library.cat,480,1,1,10,9,1,both
Imperium - Astra Militarum - Library,Armageddon-pattern Medusa [Legends],model,a96a-83e1-9200-c88b,Imperium - Astra Militarum - Library.cat,105,1,1,7,6,1,both
Imperium - Astra Militarum - Library,Armoured Sentinel,model,9a8d-8c1-315a-4948,Imperium - Astra Militarum - Library.cat,65,1,1,11,9,2,both
Imperium - Astra Militarum - Library,Armoured Sentinels,unit,7e34-20cf-1149-74a1,Imperium - Astra Militarum - Library.cat,65,1,2,11,9,2,both
Imperium - Astra Militarum - Library,Artillery Team,model,0595-6d6c-a783-12ab,Imperium - Astra Militarum - Library.cat,95,1,1,6,5,1,both
Imperium - Astra Militarum - Library,Astropath,model,c5ec-5faf-d0bc-118c,Imperium - Astra Militarum - Library.cat,,1,1,2,1,1,both
Imperium - Astra Militarum - Library,Atlas Recovery Vehicle [Legends],model,9673-7eaa-8ed9-bc7c,Imperium - Astra Militarum - Library.cat,80,1,1,5,4,1,both
Imperium - Astra Militarum - Library,Augmented Bone 'Ead [Crucible],model,7280-8daf-312a-b01d,Imperium - Astra Militarum - Library.cat,60,1,1,33,20,13,both
Imperium - Astra Militarum - Library,Avenger Strike Fighter,model,532c-2c97-357a-fa1e,Imperium - Astra Militarum - Library.cat,130,1,1,4,3,1,both
Imperium - Astra Militarum - Library,Baneblade,model,a6a1-1612-f982-31,Imperium - Astra Militarum - Library.cat,450,1,1,8,7,1,both
Imperium - Astra Militarum - Library,Banehammer,model,d10-48db-3241-ec72,Imperium - Astra Militarum - Library.cat,420,1,1,5,4,1,both
Imperium - Astra Militarum - Library,Banesword,model,30f5-d90a-9811-d763,Imperium - Astra Militarum - Library.cat,450,1,1,5,4,1,both
Imperium - Astra Militarum - Library,Basilisk,model,bf53-4ab3-ff75-9aa0,Imperium - Astra Militarum - Library.cat,140,1,1,5,4,1,both
Imperium - Astra Militarum - Library,Cadian Castellan,model,2b49-4d03-aaf5-3532,Imperium - Astra Militarum - Library.cat,15,1,1,9,5,4,both
Imperium - Astra Militarum - Library,Cadian Command Squad,unit,4d28-f2a7-67c1-eb2e,Imperium - Astra Militarum - Library.cat,65,5,5,15,11,4,both
Imperium - Astra Militarum - Library,Cadian Commander,model,e830-b3b0-1c4f-cc0d,Imperium - Astra Militarum - Library.cat,15,1,1,7,4,3,both
Imperium - Astra Militarum - Library,Cadian Veteran Guardsman w/ Chainsword,model,e27a-8715-6403-beb2,Imperium - Astra Militarum - Library.cat,,1,1,14,10,4,both
Imperium - Astra Militarum - Library,Cadian Veteran Guardsman w/ Master vox,model,1a3b-10ec-4d14-6ecf,Imperium - Astra Militarum - Library.cat,,1,1,2,1,1,both
Imperium - Astra Militarum - Library,Cadian Veteran Guardsman w/ Medi-pack,model,e41f-68bb-44b5-5d3e,Imperium - Astra Militarum - Library.cat,,1,1,2,1,1,both
Imperium - Astra Militarum - Library,Cadian Veteran Guardsman w/ Regimental standard,model,29df-a9ae-2225-34e9,Imperium - Astra Militarum - Library.cat,,1,1,8,7,1,both
Imperium - Astra Militarum - Library,Carnodon [Legends],model,173e-ddd1-354c-583b,Imperium - Astra Militarum - Library.cat,160,1,1,12,11,1,both
Imperium - Astra Militarum - Library,Catachan Command Squad,unit,7d22-9fb6-a7e0-c21b,Imperium - Astra Militarum - Library.cat,65,4,4,18,14,4,both
Imperium - Astra Militarum - Library,Catachan Commander,model,2d9e-f95e-8a1d-81ac,Imperium - Astra Militarum - Library.cat,15,1,1,9,5,4,both
Imperium - Astra Militarum - Library,Centaur Light Carrier [Legends],model,81d4-2ed9-b0a4-6bdd,Imperium - Astra Militarum - Library.cat,40,1,1,3,2,1,both
Imperium - Astra Militarum - Library,Chimera,model,cf23-58db-8ba4-9ec8,Imperium - Astra Militarum - Library.cat,85,1,1,8,7,1,both
Imperium - Astra Militarum - Library,Colossus [Legends],model,1653-dc47-25b-c71f,Imperium - Astra Militarum - Library.cat,160,1,1,5,4,1,both
Imperium - Astra Militarum - Library,Commissar,model,a979-5b21-dc69-b949,Imperium - Astra Militarum - Library.cat,15,1,1,5,3,2,both
Imperium - Astra Militarum - Library,Crassus [Legends],model,c7cc-ad05-15f6-a4f3,Imperium - Astra Militarum - Library.cat,180,1,1,4,3,1,both
Imperium - Astra Militarum - Library,Death Korps Grenadier Squad [Legends],unit,8a25-2a0c-87d2-3ea6,Imperium - Astra Militarum - Library.cat,110,12,12,13,11,2,both
Imperium - Astra Militarum - Library,Death Rider,model,a208-7e48-d7f2-12ce,Imperium - Astra Militarum - Library.cat,,1,1,4,1,3,both
Imperium - Astra Militarum - Library,Death Rider Commissar [Legends],model,d58c-e97f-5062-d9e1,Imperium - Astra Militarum - Library.cat,15,1,1,3,1,2,both
Imperium - Astra Militarum - Library,Death Riders,unit,f1a-7c78-ffdc-bf5b,Imperium - Astra Militarum - Library.cat,60,1,1,4,1,3,both
Imperium - Astra Militarum - Library,Deathstrike,model,e19f-b9b8-75d5-8520,Imperium - Astra Militarum - Library.cat,145,1,1,5,4,1,both
Imperium - Astra Militarum - Library,Dominus Armoured Siege Bombard [Legends],model,fc41-a899-8d5a-dc01,Imperium - Astra Militarum - Library.cat,325,1,1,9,8,1,both
Imperium - Astra Militarum - Library,Doomhammer,model,8342-57dd-69d3-e698,Imperium - Astra Militarum - Library.cat,415,1,1,5,4,1,both
Imperium - Astra Militarum - Library,Earthshaker Carriage Battery [Legends],model,efc7-ac4c-1fcd-5b39,Imperium - Astra Militarum - Library.cat,120,1,1,2,1,1,both
Imperium - Astra Militarum - Library,Earthshaker Platform [Legends],model,cb82-5250-6959-d2c3,Imperium - Astra Militarum - Library.cat,110,1,1,2,1,1,both
Imperium - Astra Militarum - Library,Elysian Drop Sentinel [Legends],model,badd-6133-a469-613c,Imperium - Astra Militarum - Library.cat,85,1,1,5,4,1,both
Imperium - Astra Militarum - Library,Elysian Sniper Squad [Legends],unit,d4da-78a0-ef0-1e7e,Imperium - Astra Militarum - Library.cat,65,3,3,3,2,1,both
Imperium - Astra Militarum - Library,Elysian Sniper Team,model,118e-cec2-9766-56fd,Imperium - Astra Militarum - Library.cat,,1,1,3,2,1,both
Imperium - Astra Militarum - Library,Fire Coordinator,model,607d-c659-01f7-68bb,Imperium - Astra Militarum - Library.cat,,1,1,2,1,1,both
