faction,unit_name,selection_type,unit_id,source_file,source_type,source_id,ability_id,ability_name,text
Imperium - Adeptus Astartes - Space Marines,Predator Annihilator,model,31a-6c3e-5843-4023,Imperium - Space Marines.cat,unit,31a-6c3e-5843-4023,31a-6c3e-5843-4023:annihilator:93ac-8dc6-ee19-be18,Annihilator,"Each time a ranged attack made by this model is allocated to a Monster or Vehicle model, you can re‑roll the Damage roll"
Imperium - Adeptus Astartes - Space Marines,Predator Destructor,model,d4c8-dd6a-cd7a-ccc3,Imperium - Space Marines.cat,unit,d4c8-dd6a-cd7a-ccc3,d4c8-dd6a-cd7a-ccc3:destructor:4bba-93e6-ebe2-381c,Destructor,"Each time this model makes a ranged attack that targets an Infantry unit, improve the Armour Penetration characteristic of that attack by 1."
Imperium - Adeptus Astartes - Space Marines,Primaris Company Champion [Legends],model,36cf-5961-78b9-79ce,Imperium - Space Marines.cat,unit,36cf-5961-78b9-79ce,36cf-5961-78b9-79ce:honour-or-death:c13d-1672-b49b-371d,Honour or Death,"While this model is leading a unit, add 1 to Advance and Charge rolls made for that unit and you can target that unit with the Heroic Intervention  stratagem for 0CP, even if you have already used that Stratagem on a different unit this phase."
Imperium - Adeptus Astartes - Space Marines,Primaris Company Champion [Legends],model,36cf-5961-78b9-79ce,Imperium - Space Marines.cat,unit,36cf-5961-78b9-79ce,36cf-5961-78b9-79ce:leader:f866-2e66-d276-7cc0,Leader,"This model can be attached to the following units:

■ Assault Intercessor Squad
■ Bladeguard Veteran Squad
■ Infernus Squad
■ Intercessor Squad
■ Sternguard Veteran Squad"
Imperium - Adeptus Astartes - Space Marines,Primaris Company Champion [Legends],model,36cf-5961-78b9-79ce,Imperium - Space Marines.cat,unit,36cf-5961-78b9-79ce,36cf-5961-78b9-79ce:martial-superiority:6e30-67a0-e97d-3512,Martial Superiority,"Each time this model makes a melee attack that targets a Character unit, you can re-roll the Hit roll and you can re-roll the Wound roll"
Imperium - Adeptus Astartes - Space Marines,Razorback,model,ed11-25b9-a0eb-89f4,Imperium - Space Marines.cat,unit,ed11-25b9-a0eb-89f4,ed11-25b9-a0eb-89f4:fire-support:21e-428-eea2-55e0,Fire Support,"In your Shooting phase, after this model has  shot, select one enemy unit it scored one or more hits against this phase. Until the end of the phase, each time a friendly model that disembarked from this Transport this turn makes an attack that targets that enemy unit, you can re-roll the Wound roll."
Imperium - Adeptus Astartes - Space Marines,Razorback,model,ed11-25b9-a0eb-89f4,Imperium - Space Marines.cat,unit,ed11-25b9-a0eb-89f4,ed11-25b9-a0eb-89f4:transport:218-97c0-d456-35ed,Transport,"This model has a transport capacity of 6 Adeptus Astartes Infantry models.  It cannot transport JUMP PACK, WULFEN, PHOBOS, GRAVIS, CENTURION, TERMINATOR or TACTICUS models (excluding TACTICUS CHARACTER models that began the battle attached to a non-TACTICUS unit)"
Imperium - Adeptus Astartes - Space Marines,Redemptor Dreadnought,model,1d94-b3c8-9205-827e,Imperium - Space Marines.cat,unit,1d94-b3c8-9205-827e,1d94-b3c8-9205-827e:duty-eternal:3f75-88b1-db9c-63cd,Duty Eternal,"Each time an attack is allocated to this model, subtract 1 from the Damage characteristic of that attack"
Imperium - Adeptus Astartes - Space Marines,Reiver Squad,unit,a7ae-e495-683b-7c90,Imperium - Space Marines.cat,unit,a7ae-e495-683b-7c90,a7ae-e495-683b-7c90:fearsome-assault:2a6f-de17-6e0-6a6e,Fearsome Assault,"At the start of the Fight phase, each enemy unit within Engagement Range of one or more units with this ability must take a Battle-shock test subtracting 1 from that test"
Imperium - Adeptus Astartes - Space Marines,Reiver Squad,unit,a7ae-e495-683b-7c90,Imperium - Space Marines.cat,unit,a7ae-e495-683b-7c90,a7ae-e495-683b-7c90:terror-troops:234b-7f36-5b91-8b49,Terror Troops,"While an enemy unit (excluding Monsters and Vehicles) is within 3"" of one or more units with this ability, subtract 1 from the Objective Control characteristic of models in that enemy unit."
Imperium - Adeptus Astartes - Space Marines,Relic Razorback [Legends],model,2a4c-d1a-95c9-f4cf,Imperium - Space Marines.cat,unit,2a4c-d1a-95c9-f4cf,2a4c-d1a-95c9-f4cf:fire-support:8be5-e098-4bae-3dff,Fire Support,"In your Shooting phase, after this model has  shot, select one enemy unit it scored one or more hits against this phase. Until the end of the phase, each time a friendly model that disembarked from this Transport this turn makes an attack that targets that enemy unit, you can re-roll the Wound roll."
Imperium - Adeptus Astartes - Space Marines,Relic Razorback [Legends],model,2a4c-d1a-95c9-f4cf,Imperium - Space Marines.cat,unit,2a4c-d1a-95c9-f4cf,2a4c-d1a-95c9-f4cf:transport:2ce6-800-5168-f130,Transport,"This model has a transport capacity of 6 Adeptus Astartes Infantry models. It cannot transport Jump Pack, Wulfen, Tacticus, Phobos, Gravis, Centurion or Terminator models."
Imperium - Adeptus Astartes - Space Marines,Relic Terminator Squad [Legends],unit,9d3f-134e-1f5b-531a,Imperium - Space Marines.cat,unit,9d3f-134e-1f5b-531a,9d3f-134e-1f5b-531a:fury-of-the-first:875d-2faf-5c2e-4b9,Fury of the First,"Each time a model in this unit makes an attack, you can ignore any or all modifiers to that attack’s Ballistic Skill or Weapon Skill characteristic and/or to the Hit roll. In addition, each time a model in this unit makes an attack that targets the enemy unit you selected for the Oath of Moment ability this turn, add 1 to the Hit roll"
Imperium - Adeptus Astartes - Space Marines,Repulsor,model,e8e-fc5c-c689-99ca,Imperium - Space Marines.cat,unit,e8e-fc5c-c689-99ca,e8e-fc5c-c689-99ca:emergency-combat-embarkation:be1c-1cd0-5306-55d7,Emergency Combat Embarkation,"Once per turn, in your opponent’s Charge phase, after an enemy unit has selected targets for its charge but before it makes a Charge move, you can select one Adeptus Astartes unit from your army that was selected as a target of that charge. Provided that unit is not within Engagement Range of any enemy units and every model in that unit is within 3"" of this Transport, it can embark within this Transport. The charging unit can then select new targets for its charge."
Imperium - Adeptus Astartes - Space Marines,Repulsor,model,e8e-fc5c-c689-99ca,Imperium - Space Marines.cat,unit,e8e-fc5c-c689-99ca,e8e-fc5c-c689-99ca:transport:e922-59ba-baa0-655c,Transport,"This model has a transport capacity of 14 ADEPTUS ASTARTES INFANTRY models. Each JUMP PACK, WULFEN, GRAVIS or TERMINATOR model takes up the space of 2 models and each CENTURION model takes up the space of 3 models."
Imperium - Adeptus Astartes - Space Marines,Repulsor Executioner,model,9259-f166-15f2-7f79,Imperium - Space Marines.cat,unit,9259-f166-15f2-7f79,9259-f166-15f2-7f79:executioner:7908-889b-da96-715d,Executioner,"Each time this model makes an attack that targets a unit that is Below Half-strength, add 1 to the Hit roll."
Imperium - Adeptus Astartes - Space Marines,Repulsor Executioner,model,9259-f166-15f2-7f79,Imperium - Space Marines.cat,unit,9259-f166-15f2-7f79,9259-f166-15f2-7f79:transport:db95-443f-c0e-83df,Transport,"This model has a transport capacity of 7 Adeptus Astartes Infantry models. Each Jump Pack, Wulfen, Gravis or Terminator model takes up the space of 2 models and each Centurion model takes up the space of 3 models."
Imperium - Adeptus Astartes - Space Marines,Rhino,model,a14e-75ca-ef91-397f,Imperium - Space Marines.cat,unit,a14e-75ca-ef91-397f,a14e-75ca-ef91-397f:self-repair:3e49-3cf5-3c78-1850,Self Repair,"At the end of your Command phase, this model regains 1 lost wound."
Imperium - Adeptus Astartes - Space Marines,Rhino,model,a14e-75ca-ef91-397f,Imperium - Space Marines.cat,unit,a14e-75ca-ef91-397f,a14e-75ca-ef91-397f:transport:2972-5c28-2bce-827,Transport,"This model has a transport capacity of 12 ADEPTUS ASTARTES INFANTRY models. It cannot transport JUMP PACK, WULFEN, PHOBOS, GRAVIS, CENTURION, TERMINATOR or TACTICUS models (excluding TACTICUS CHARACTER models that began the battle attached to a non-TACTICUS unit)"
Imperium - Adeptus Astartes - Space Marines,Rhino Primaris [Legends],model,80d1-496f-40fd-c154,Imperium - Space Marines.cat,unit,80d1-496f-40fd-c154,80d1-496f-40fd-c154:orbital-comms-array-[aura]:3cbb-ae43-5a83-14a7,Orbital Comms Array [Aura],"While a friendly Adeptus Astartes unit is within 6"" of the bearer, each time you target that unit with a Stratagem, roll one D6: on a 5+, you gain 1CP"
Imperium - Adeptus Astartes - Space Marines,Rhino Primaris [Legends],model,80d1-496f-40fd-c154,Imperium - Space Marines.cat,unit,80d1-496f-40fd-c154,80d1-496f-40fd-c154:self-repair:2d52-9311-c419-9fba,Self Repair,"At the end of your Command phase, this model regains 1 lost wound."
Imperium - Adeptus Astartes - Space Marines,Rhino Primaris [Legends],model,80d1-496f-40fd-c154,Imperium - Space Marines.cat,unit,80d1-496f-40fd-c154,80d1-496f-40fd-c154:transport:b3e8-3ffa-5e58-9409,Transport,"This model has a transport capacity of 6 Adeptus Astartes Infantry models. It cannot transport Jump Pack, Wulfen, Phobos, Gravis, Centurion, Terminator or Tacticus models (except for Tacticus Character models that begin the battle attached to a non-Tacticus unit)."
Imperium - Adeptus Astartes - Space Marines,Scout Bike Squad [Legends],unit,699f-a59e-baa6-ba8b,Imperium - Space Marines.cat,unit,699f-a59e-baa6-ba8b,699f-a59e-baa6-ba8b:outflank:f2ab-ba1c-96d6-9878,Outflank,"When this unit arrives from Strategic Reserves, it can be set up within your opponent’s deployment zone (all other restrictions still apply)."
Imperium - Adeptus Astartes - Space Marines,Scout Sniper Squad [Legends],unit,9a96-8de3-f4aa-7497,Imperium - Space Marines.cat,unit,9a96-8de3-f4aa-7497,9a96-8de3-f4aa-7497:concealed-positions:563a-ee5-af1a-990c,Concealed Positions,"This unit can only be selected as the target of a ranged attack if the attacking model is within 12""."
Imperium - Adeptus Astartes - Space Marines,Scout Squad,unit,1117-cda-7f74-196b,Imperium - Space Marines.cat,unit,1117-cda-7f74-196b,1117-cda-7f74-196b:guerrilla-tactics:2e18-73a0-a8ca-130d,Guerrilla Tactics,"At the end of your opponent’s turn, if this unit is more than 6"" away from all enemy models, you can remove this unit from the battlefield and place it into
Strategic Reserves."
Imperium - Adeptus Astartes - Space Marines,Stalker [Legends],model,adcd-2954-5a7f-d7ed,Imperium - Space Marines.cat,unit,adcd-2954-5a7f-d7ed,adcd-2954-5a7f-d7ed:skyfire-protocols:c8ca-55cb-cdbc-fd1,Skyfire Protocols,"Each time you target this model with the Overwatch Stratagem just after an enemy unit that can Fly starts or ends a Normal, Advance or Fall Back move, when resolving that Stratagem, in addition to shooting that enemy unit, you can select up to three additional enemy units within 24"" of this model that can Fly; this model can also shoot at each of those units with its Icarus stormcannons (provided each one is an eligible target), but when doing so, an unmodified Hit roll of 6 is required to score a hit."
Imperium - Adeptus Astartes - Space Marines,Sternguard Veteran Squad,unit,907f-11-c4d1-ec21,Imperium - Space Marines.cat,unit,907f-11-c4d1-ec21,907f-11-c4d1-ec21:sternguard-focus:f7ef-79f2-60c-8568,Sternguard Focus,"Each time a model in this unit makes an attack that targets your Oath of Moment Target, you can re-roll the wound roll"
Imperium - Adeptus Astartes - Space Marines,Storm Speeder Hailstrike,model,9cb9-9ab5-727f-80e5,Imperium - Space Marines.cat,unit,9cb9-9ab5-727f-80e5,9cb9-9ab5-727f-80e5:hailstrike:723f-1b4e-455d-839a,Hailstrike,"Each time this model has shot, select one enemy unit (excluding MONSTERS or VEHICLES) that was hit by one or more of those attacks. Until the end of the phase, each time a friendly ADEPTUS ASTARTES unit makes a ranged attack that targets that enemy unit, improve the Armour Penetration characteristic of that attack by 1. The same enemy unit can only be affected by this ability once per phase."
Imperium - Adeptus Astartes - Space Marines,Storm Speeder Hammerstrike,model,9489-445c-f950-7292,Imperium - Space Marines.cat,unit,9489-445c-f950-7292,9489-445c-f950-7292:hammerstrike:3477-d6b3-fc9-9761,Hammerstrike,"Each time this model has shot, select one enemy unit that was hit by one or more of those attacks. Until the end of the phase, that enemy unit cannot have the Benefit of Cover."
Imperium - Adeptus Astartes - Space Marines,Storm Speeder Thunderstrike,model,993a-9cbc-8052-e40,Imperium - Space Marines.cat,unit,993a-9cbc-8052-e40,993a-9cbc-8052-e40:thunderstrike:5221-477f-fa83-f13f,Thunderstrike,"Each time this model has shot, select one enemy MONSTER or VEHICLE unit that was hit by one or more of those attacks. Until the end of the phase, each time a friendly ADEPTUS ASTARTES unit makes a ranged attack that targets that enemy unit, add 1 to the Wound roll."
Imperium - Adeptus Astartes - Space Marines,Stormhawk Interceptor,model,3d99-47aa-8cf3-883f,Imperium - Space Marines.cat,unit,3d99-47aa-8cf3-883f,3d99-47aa-8cf3-883f:interceptor:1de1-8f78-4ad3-92ad,Interceptor,"Each time this model makes a ranged attack that targets a unit that can Fly, add 1 to the Hit roll"
Imperium - Adeptus Astartes - Space Marines,Stormraven Gunship,model,469b-3370-30f3-473a,Imperium - Space Marines.cat,unit,469b-3370-30f3-473a,469b-3370-30f3-473a:armoured-resilience:68ab-c498-57d4-1c28,Armoured Resilience,"Each time an attack is allocated to this model, subtract 1 from the Damage characteristic of that attack."
Imperium - Adeptus Astartes - Space Marines,Stormraven Gunship,model,469b-3370-30f3-473a,Imperium - Space Marines.cat,unit,469b-3370-30f3-473a,469b-3370-30f3-473a:transport:50f4-83f2-50d-8a3,Transport,"This model has a transport capacity of 12 Adeptus Astartes Infantry models and 1 Dreadnought model. Each Jump Pack, Wulfen, Gravis or Terminator model takes up the space of 2 models and each Centurion model takes up the space of 3 models."
Imperium - Adeptus Astartes - Space Marines,Stormtalon Gunship,model,1bb6-878e-7af1-5bdb,Imperium - Space Marines.cat,unit,1bb6-878e-7af1-5bdb,1bb6-878e-7af1-5bdb:strafing-run:af3-a64b-b015-d55e,Strafing Run,"Each time this model makes a ranged attack that targets a unit that cannot Fly, add 1 to the Hit roll."
Imperium - Adeptus Astartes - Space Marines,Suppressor Squad,unit,97f6-b1f8-c72d-e826,Imperium - Space Marines.cat,unit,97f6-b1f8-c72d-e826,97f6-b1f8-c72d-e826:suppression-fire:221-7d8c-a074-f7a8,Suppression Fire,"In your Shooting phase, after this unit has shot, select one enemy unit hit by one or more of those attacks made with an accelerator autocannon. Until the start of your next turn, while this unit is on the battlefield, that enemy unit is suppressed. While a unit is suppressed, each time a model in that unit makes an attack, subtract 1 from the Hit roll."
Imperium - Adeptus Astartes - Space Marines,Tactical Squad,unit,c09a-6504-d25f-477,Imperium - Space Marines.cat,unit,c09a-6504-d25f-477,c09a-6504-d25f-477:combat-squads:8fc-8ef9-6b6f-25d9,Combat Squads,"At the start of the Declare Battle Formations step, before any units have been set up, this unit can be split into two units, each containing five models"
Imperium - Adeptus Astartes - Space Marines,Tarantula Air Defense Battery [Legends],model,6a7a-9078-8af1-c02e,Imperium - Space Marines.cat,unit,6a7a-9078-8af1-c02e,6a7a-9078-8af1-c02e:sentry-programming:cc0f-6f78-2f0b-1002,Sentry Programming,"You can target this model with the Fire Overwatch Stratagem for 0CP, and can do so even if you have already targeted a different unit with that Stratagem this turn.  This model can only be targeted with that Stratagem once
per turn."
Imperium - Adeptus Astartes - Space Marines,Techmarine,model,e671-cd3a-2b03-3954,Imperium - Space Marines.cat,unit,e671-cd3a-2b03-3954,e671-cd3a-2b03-3954:blessing-of-the-omnissiah:b4c1-7511-e999-2538,Blessing of the Omnissiah,"In your Command phase, you can select one friendly Adeptus Astartes Vehicle model within 3"" of this model. That model regains up to D3 lost wounds and, until the start of your next Command phase, each time that Vehicle model makes an attack, add 1 to the Hit roll. Each model can only be selected for this ability once per turn."
Imperium - Adeptus Astartes - Space Marines,Techmarine,model,e671-cd3a-2b03-3954,Imperium - Space Marines.cat,unit,e671-cd3a-2b03-3954,e671-cd3a-2b03-3954:leader:237c-15f3-c241-2ae1,Leader,"This model can be attached to the following units:

■ Assault Intercessor Squad
■ Desolation Squad
■ Devastator Squad
■ Intercessor Squad
■ Tactical Squad"
Imperium - Adeptus Astartes - Space Marines,Techmarine,model,e671-cd3a-2b03-3954,Imperium - Space Marines.cat,unit,e671-cd3a-2b03-3954,e671-cd3a-2b03-3954:techmarine:40d5-dc4a-5c0a-fe2e,Techmarine,"While this model is within 3"" of one or more friendly Adeptus Astartes Vehicle units, this model has the Lone Operative ability"
Imperium - Adeptus Astartes - Space Marines,Techmarine,model,e671-cd3a-2b03-3954,Imperium - Space Marines.cat,unit,e671-cd3a-2b03-3954,e671-cd3a-2b03-3954:vengeance-of-the-omnissiah:6bc9-9c39-2271-1f1e,Vengeance of the Omnissiah,"If a friendly Adeptus Astartes Vehicle model is destroyed within 12"" of this model, until the end of the battle, this model’s Omnissian power axe has an
Attacks characteristic of 7."
Imperium - Adeptus Astartes - Space Marines,Techmarine on Bike [Legends],model,33e2-3ddf-7063-df9e,Imperium - Space Marines.cat,unit,33e2-3ddf-7063-df9e,33e2-3ddf-7063-df9e:blessing-of-the-omnissiah:4a3f-c7c6-c5ed-92eb,Blessing of the Omnissiah,"In your Command phase, you can select one friendly Adeptus Astartes Vehicle model within 3"" of this model. That model regains up to D3 lost wounds and, until the start of your next Command phase, each time that Vehicle model makes an attack, add 1 to the Hit roll. Each model can only be selected for this ability once per turn."
Imperium - Adeptus Astartes - Space Marines,Techmarine on Bike [Legends],model,33e2-3ddf-7063-df9e,Imperium - Space Marines.cat,unit,33e2-3ddf-7063-df9e,33e2-3ddf-7063-df9e:leader:3d8f-6029-fdb9-6f40,Leader,"This model can be attached to the following units:

■ Bike Squad
■ Outrider Squad"
Imperium - Adeptus Astartes - Space Marines,Techmarine on Bike [Legends],model,33e2-3ddf-7063-df9e,Imperium - Space Marines.cat,unit,33e2-3ddf-7063-df9e,33e2-3ddf-7063-df9e:techmarine:4a65-f686-e774-6019,Techmarine,"While this model is within 3"" of one or more friendly Adeptus Astartes Vehicle units, this model has the Lone Operative ability"
Imperium - Adeptus Astartes - Space Marines,Techmarine on Bike [Legends],model,33e2-3ddf-7063-df9e,Imperium - Space Marines.cat,unit,33e2-3ddf-7063-df9e,33e2-3ddf-7063-df9e:vengeance-of-the-omnissiah:a064-20c3-371a-261f,Vengeance of the Omnissiah,"If a friendly Adeptus Astartes Vehicle model is destroyed within 12"" of this model, until the end of the battle, this model’s Omnissian power axe has an
Attacks characteristic of 7."
Imperium - Adeptus Astartes - Space Marines,Terminator Assault Squad,unit,ae9a-10e3-8091-20,Imperium - Space Marines.cat,unit,ae9a-10e3-8091-20,ae9a-10e3-8091-20:teleport-homer:e126-4dd7-71ec-52fb,Teleport Homer,"At the start of the battle, you can set up one Teleport Homer token for this unit anywhere on the battlefield that is not in your opponent’s deployment zone. If you do, once per battle, you can target this unit with the Rapid Ingress Stratagem for 0CP, but when resolving that Stratagem, you must set this unit up within 3"" horizontally of that token and not within 9"" horizontally of any enemy models. That token is then removed."
Imperium - Adeptus Astartes - Space Marines,Terminator Assault Squad,unit,ae9a-10e3-8091-20,Imperium - Space Marines.cat,unit,ae9a-10e3-8091-20,ae9a-10e3-8091-20:terminatus-assault:a277-c32c-c86d-654a,Terminatus Assault,"At the start of the Fight phase, each enemy unit within Engagement Range of this unit must take a Battle-Shock test."
Imperium - Adeptus Astartes - Space Marines,Terminator Squad,unit,4808-a80b-309a-7933,Imperium - Space Marines.cat,unit,4808-a80b-309a-7933,4808-a80b-309a-7933:fury-of-the-first:fe56-a10f-5d2-2e1a,Fury of the First,"Each time a model in this unit makes an attack that targets your Oath of Moment target, add 1 to the Hit roll."
Imperium - Adeptus Astartes - Space Marines,Terminator Squad,unit,4808-a80b-309a-7933,Imperium - Space Marines.cat,unit,4808-a80b-309a-7933,4808-a80b-309a-7933:teleport-homer:2378-55a7-34ce-284d,Teleport Homer,"At the start of the battle, you can set up one Teleport Homer token for this unit anywhere on the battlefield that is not in your opponent’s deployment zone. If you do, once per battle, you can target this unit with the Rapid Ingress Stratagem for 0CP, but when resolving that Stratagem, you must set this unit up within 3"" horizontally of that token and not within 9"" horizontally of any enemy models. That token is then removed."
Imperium - Adeptus Astartes - Space Marines,Terminus Ultra [Legends],model,d4c6-55c1-e552-9f6c,Imperium - Space Marines.cat,unit,d4c6-55c1-e552-9f6c,d4c6-55c1-e552-9f6c:assault-ramp:562a-7fc-f1a6-cc9a,Assault Ramp,"Each time a unit disembarks from this model after it has made a Normal move, that unit is still eligible to declare a charge this turn."
Imperium - Adeptus Astartes - Space Marines,Thunderfire Cannon [Legends],unit,2fa7-e488-c012-4af1,Imperium - Space Marines.cat,unit,2fa7-e488-c012-4af1,2fa7-e488-c012-4af1:crewed-artillery:2602-4d92-d83-46a8,Crewed Artillery,"If one model in this unit is destroyed, the remaining model in this unit is also destroyed"
Imperium - Adeptus Astartes - Space Marines,Thunderfire Cannon [Legends],unit,2fa7-e488-c012-4af1,Imperium - Space Marines.cat,unit,2fa7-e488-c012-4af1,2fa7-e488-c012-4af1:tremor-shells:db5d-5858-6f5b-fe73,Tremor Shells,"In your Shooting phase, after this unit has shot, if an enemy Infantry unit was hit by one or more attacks made by this unit’s thunderfire cannon this  phase, until the end of your opponent’s next turn, that enemy unit is shaken. While a unit is shaken, subtract 2 from that unit’s Move characteristic, and subtract 2 from Advance and Charge rolls made for that unit."
Imperium - Adeptus Astartes - Space Marines,Thunderhawk Gunship,model,3416-dfee-84ee-e21d,Imperium - Space Marines.cat,unit,3416-dfee-84ee-e21d,3416-dfee-84ee-e21d:aerial-assault:97bc-6c05-ad18-24ec,Aerial Assault,"Each time a unit with the Deep Strike ability disembarks from this model after it has made a Normal move, that unit is still eligible to declare a charge this turn."
Imperium - Adeptus Astartes - Space Marines,Thunderhawk Gunship,model,3416-dfee-84ee-e21d,Imperium - Space Marines.cat,unit,3416-dfee-84ee-e21d,3416-dfee-84ee-e21d:damaged:-1-10-wounds-remaining:e9ff-4f89-cec1-93b0,Damaged: 1-10 wounds remaining,"While this model has 1-10 wounds remaining, each time this model makes an attack, subtract 1 from the Hit roll."
Imperium - Adeptus Astartes - Space Marines,Thunderhawk Transporter [Legends],model,1051-f1e8-4ef2-4575,Imperium - Space Marines.cat,unit,1051-f1e8-4ef2-4575,1051-f1e8-4ef2-4575:aerial-deployment:a516-5f1f-4d3e-3e3c,Aerial Deployment,"If this model starts the game in Hover mode and in Strategic Reserves, it can be set up in the Reinforcements step of your first, second or third Movement phase, regardless of any mission rules."
Imperium - Adeptus Astartes - Space Marines,Thunderhawk Transporter [Legends],model,1051-f1e8-4ef2-4575,Imperium - Space Marines.cat,unit,1051-f1e8-4ef2-4575,1051-f1e8-4ef2-4575:damaged:-1-10-wounds-remaining:81de-26d4-5418-74c1,Damaged: 1-10 wounds remaining,"While this model has 1-10 wounds remaining, each time this model makes an attack, subtract 1 from the Hit roll."
Imperium - Adeptus Astartes - Space Marines,Thunderhawk Transporter [Legends],model,1051-f1e8-4ef2-4575,Imperium - Space Marines.cat,unit,1051-f1e8-4ef2-4575,1051-f1e8-4ef2-4575:transport:b6ef-f95b-5e81-4cac,Transport,"This model has a transport capacity of 15 Adeptus Astartes Infantry or Adeptus Astartes Mounted models. Each Jump Pack, Wulfen, Gravis or Terminator model takes up the space of 2 models. Each Centurion model takes up the space of 3 models. Each Mounted model takes up the space of 4 models. This model can also transport up to 2 Adeptus Astartes Vehicle models (excluding Aircraft and Titanic models). Models embarked within Transport Vehicles that are themselves being transported by this model do not count towards the transport capacity of this model."
Imperium - Adeptus Astartes - Space Marines,Vanguard Veteran Squad [Legends],unit,f1b9-b2e8-4ccf-d6cb,Imperium - Space Marines.cat,unit,f1b9-b2e8-4ccf-d6cb,f1b9-b2e8-4ccf-d6cb:vanguard-assault:5867-7a11-d8b4-b956,Vanguard Assault,"Each time this unit ends a Charge move, until the end of the turn, melee weapons equipped by models in this unit have the [LETHAL HITS] ability."
Imperium - Adeptus Astartes - Space Marines,Vanguard Veteran Squad with Jump Packs,unit,9e9c-bf4d-2d40-be82,Imperium - Space Marines.cat,unit,9e9c-bf4d-2d40-be82,9e9c-bf4d-2d40-be82:vanguard-assault:d6a5-7f38-ea6f-5043,Vanguard Assault,"Each time this unit ends a Charge move, until the end of the turn, melee weapons equipped by models in this unit have the [LETHAL HITS] ability."
Imperium - Adeptus Astartes - Space Marines,Venerable Battle-Brother [Crucible],model,3fe2-9d72-8251-adb4,Imperium - Space Marines.cat,unit,3fe2-9d72-8251-adb4,3fe2-9d72-8251-adb4:wisdom-of-the-ancients-[aura]:58a3-0194-214d-47da,Wisdom of the Ancients [Aura],"When a friendly ^^**Adeptus Astartes Infantry**^^ unit is within 6"" of this model, each time a model in that unit makes an attack, re-roll a Hit roll of 1"
Imperium - Adeptus Astartes - Space Marines,Venerable Dreadnought [Legends],model,60cb-cc1-c820-86f5,Imperium - Space Marines.cat,unit,60cb-cc1-c820-86f5,60cb-cc1-c820-86f5:wisdom-of-the-ancients-[aura]:91b2-168c-541c-2b36,Wisdom of the Ancients [Aura],"While a friendly Adeptus Astartes Infantry unit is within 6"" of this model, each time a model in that unit makes an attack, re-roll a Hit roll of 1."
Imperium - Adeptus Astartes - Space Marines,Vindicator,model,cb6d-201f-4888-3027,Imperium - Space Marines.cat,unit,cb6d-201f-4888-3027,cb6d-201f-4888-3027:siege-shield:b564-7fc-6ab2-a9c,Siege Shield,"When making ranged attacks with its demolisher cannon, this model can target enemy units within Engagement Range of it (provided no other friendly units are also within Engagement Range of that enemy unit). In addition, when making ranged attacks, this model does not suffer the penalty to its Hit rolls for being within Engagement Range of one or more enemy units."
Imperium - Adeptus Astartes - Space Marines,Whirlwind,model,ae85-3e33-217d-7413,Imperium - Space Marines.cat,unit,ae85-3e33-217d-7413,ae85-3e33-217d-7413:pinning-bombardment:d421-3784-532e-2834,Pinning Bombardment,"In your Shooting phase, after this model has shot, if one or more of those attacks made with its Whirlwind vengeance launcher scored a hit against an enemy Infantry unit, that unit must take a Battle-shock test."
Imperium - Adeptus Astartes - Space Wolves,Arjac Rockfist,model,a9c8-1a6-a0e1-7698,Imperium - Space Wolves.cat,unit,a9c8-1a6-a0e1-7698,a9c8-1a6-a0e1-7698:anvil-of-endurance:6d1-52cc-8cb0-740c,Anvil of Endurance,"While this model is leading a unit, each time a model in that unit is destroyed by a melee attack, if that model has not fought this phase, roll one D6, on a 4+, do not remove the destroyed model from play. The destroyed model can fight after the attacking unit has finished making its attacks, and then is removed from play"
Imperium - Adeptus Astartes - Space Wolves,Arjac Rockfist,model,a9c8-1a6-a0e1-7698,Imperium - Space Wolves.cat,unit,a9c8-1a6-a0e1-7698,a9c8-1a6-a0e1-7698:champion-of-the-kingsguard:d65d-22ee-7d91-448a,Champion of the Kingsguard,"Each time this model makes a melee attack that targets a CHARACTER unit, you can re-roll the Hit roll and you can re-roll the Wound roll."
Imperium - Adeptus Astartes - Space Wolves,Arjac Rockfist,model,a9c8-1a6-a0e1-7698,Imperium - Space Wolves.cat,unit,a9c8-1a6-a0e1-7698,a9c8-1a6-a0e1-7698:leader:8970-5680-4afc-a67d,Leader,"This model can be attached to the following units:

■ Wolf Guard Terminators"
Imperium - Adeptus Astartes - Space Wolves,Bjorn the Fell-Handed,model,c35a-6d78-2169-3d23,Imperium - Space Wolves.cat,unit,c35a-6d78-2169-3d23,c35a-6d78-2169-3d23:ancient-tactician:64d9-5889-14e6-77a1,Ancient Tactician,"At the start of your Command phase, if this model is on the battlefield, you gain 1 CP"
Imperium - Adeptus Astartes - Space Wolves,Bjorn the Fell-Handed,model,c35a-6d78-2169-3d23,Imperium - Space Wolves.cat,unit,c35a-6d78-2169-3d23,c35a-6d78-2169-3d23:invulnerable-save:954b-8a3c-4631-01fb,Invulnerable Save,5+
Imperium - Adeptus Astartes - Space Wolves,Bjorn the Fell-Handed,model,c35a-6d78-2169-3d23,Imperium - Space Wolves.cat,unit,c35a-6d78-2169-3d23,c35a-6d78-2169-3d23:legendary-tenacity:1ecf-416a-6465-156c,Legendary Tenacity,"Each time an attack is allocated to this model, if the Strength characteristic of that attack is greater than this model's Toughness characteristic, subtract 1 from the Wound roll."
