unit_id,faction,unit_name,selection_type,models_min,models_max,suggestion_rank,suggestion_score,suggestion_reason,guide_faction,guide_unit_name,guide_model_name,base_size_text,base_type,base_shape,base_width_mm,base_depth_mm,source_page,source,source_url,source_updated
f46c-76ef-3d9c-98ea,Imperium - Astra Militarum - Library,Hydra Platform [Legends],model,1,1,1,0.60,name similarity 0.53; token overlap 0.50; faction compatible,ASTRA MILITARUM,Hydra,,Hull,hull,hull,,,21,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
9fb1-876b-ac2d-6c9b,Imperium - Astra Militarum - Library,Salamander Command Vehicle [Legends],model,1,1,1,0.57,name similarity 0.57; token overlap 0.25; faction compatible,ASTRA MILITARUM,Catachan Command Squad,,25mm,round,round,25,25,21,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
b6a7-4d64-1155-70c1,Imperium - Astra Militarum - Library,Storm Chimera [Legends],model,1,1,1,0.73,name similarity 0.70; token overlap 0.50; faction compatible,ASTRA MILITARUM,Chimera,,Hull,hull,hull,,,21,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
4fc5-184d-b305-3551,Imperium - Astra Militarum - Library,Front-line Commander [Crucible],model,1,1,1,0.62,name similarity 0.65; token overlap 0.20; faction compatible,ASTRA MILITARUM,Rogal Dorn Commander,,Hull,hull,hull,,,22,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
4fc5-184d-b305-3551,Imperium - Astra Militarum - Library,Front-line Commander [Crucible],model,1,1,2,0.58,name similarity 0.67; token overlap 0.00; faction compatible,ASTRA MILITARUM,Krieg Command Squad,,25mm,round,round,25,25,21,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
4fc5-184d-b305-3551,Imperium - Astra Militarum - Library,Front-line Commander [Crucible],model,1,1,3,0.58,name similarity 0.67; token overlap 0.00; faction compatible,ASTRA MILITARUM,Krieg Command Squad,Lord Commissar,32mm,round,round,32,32,21,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
a040-9715-5d3a-52af,Imperium - Astra Militarum - Library,Sentinel Commander [Crucible],model,1,1,1,0.58,name similarity 0.58; token overlap 0.25; faction compatible,ASTRA MILITARUM,Leman Russ Commander,,Hull,hull,hull,,,21,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
a040-9715-5d3a-52af,Imperium - Astra Militarum - Library,Sentinel Commander [Crucible],model,1,1,2,0.58,name similarity 0.58; token overlap 0.25; faction compatible,ASTRA MILITARUM,Rogal Dorn Commander,,Hull,hull,hull,,,22,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
3962-1fa9-7088-aedd,Imperium - Astra Militarum - Library,Commissar Yarrick,model,1,1,1,0.72,name similarity 0.69; token overlap 0.50; faction compatible,ASTRA MILITARUM,Commissar,,28.5mm,round,round,28.5,28.5,21,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
50b8-1f13-9807-0069,Imperium - Astra Militarum - Library,Commissar Graves,model,1,1,1,0.74,name similarity 0.72; token overlap 0.50; faction compatible,ASTRA MILITARUM,Commissar,,28.5mm,round,round,28.5,28.5,21,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
ae0a-e23c-2184-7c65,Imperium - Adeptus Astartes - Blood Angels,Captain Tycho [Legends],model,1,1,1,0.73,name similarity 0.70; token overlap 0.50; faction compatible,SPACE MARINES,Captain,,40mm,round,round,40,40,44,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
ae0a-e23c-2184-7c65,Imperium - Adeptus Astartes - Blood Angels,Captain Tycho [Legends],model,1,1,2,0.68,name similarity 0.69; token overlap 0.33; faction compatible,SPACE MARINES,Captain Titus,,40mm,round,round,40,40,44,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
ae0a-e23c-2184-7c65,Imperium - Adeptus Astartes - Blood Angels,Captain Tycho [Legends],model,1,1,3,0.63,name similarity 0.62; token overlap 0.33; faction compatible,SPACE MARINES,Captain Sicarius,,32mm,round,round,32,32,44,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
bb83-db85-6ce1-9a61,Imperium - Adeptus Astartes - Blood Angels,Death Company Intercessors,unit,5,10,1,0.78,name similarity 0.77; token overlap 0.50; faction compatible,BLOOD ANGELS,Death Company Marines,,32mm,round,round,32,32,24,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
bb83-db85-6ce1-9a61,Imperium - Adeptus Astartes - Blood Angels,Death Company Intercessors,unit,5,10,2,0.72,name similarity 0.68; token overlap 0.50; faction compatible,BLOOD ANGELS,Death Company Captain,,40mm,round,round,40,40,24,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
bb83-db85-6ce1-9a61,Imperium - Adeptus Astartes - Blood Angels,Death Company Intercessors,unit,5,10,3,0.68,name similarity 0.63; token overlap 0.50; faction compatible,BLOOD ANGELS,Death Company Dreadnought,,90mm,round,round,90,90,24,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
c954-8157-25fd-5f99,Imperium - Adeptus Astartes - Blood Angels,Furioso Dreadnought [Legends],model,1,1,1,0.75,name similarity 0.73; token overlap 0.50; faction compatible,SPACE MARINES,Dreadnought,,60mm,round,round,60,60,44,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
c954-8157-25fd-5f99,Imperium - Adeptus Astartes - Blood Angels,Furioso Dreadnought [Legends],model,1,1,2,0.74,name similarity 0.77; token overlap 0.33; faction compatible,SPACE MARINES,Brutalis Dreadnought,,90mm,round,round,90,90,44,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
c954-8157-25fd-5f99,Imperium - Adeptus Astartes - Blood Angels,Furioso Dreadnought [Legends],model,1,1,3,0.69,name similarity 0.70; token overlap 0.33; faction compatible,SPACE MARINES,Ballistus Dreadnought,,90mm,round,round,90,90,44,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
b6e0-b465-801c-24c8,Imperium - Adeptus Astartes - Blood Angels,Librarian Dreadnought [Legends],model,1,1,1,0.72,name similarity 0.69; token overlap 0.50; faction compatible,SPACE MARINES,Dreadnought,,60mm,round,round,60,60,44,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
b6e0-b465-801c-24c8,Imperium - Adeptus Astartes - Blood Angels,Librarian Dreadnought [Legends],model,1,1,2,0.68,name similarity 0.68; token overlap 0.33; faction compatible,SPACE MARINES,Brutalis Dreadnought,,90mm,round,round,90,90,44,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
b6e0-b465-801c-24c8,Imperium - Adeptus Astartes - Blood Angels,Librarian Dreadnought [Legends],model,1,1,3,0.66,name similarity 0.67; token overlap 0.33; faction compatible,SPACE MARINES,Ballistus Dreadnought,,90mm,round,round,90,90,44,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
fa13-ba8a-8711-87b6,Imperium - Adeptus Astartes - Blood Angels,Sanguinary Priest with Jump Pack [Legends],model,1,1,1,0.78,name similarity 0.77; token overlap 0.50; faction compatible,BLOOD ANGELS,Sanguinary Priest,,40mm,round,round,40,40,24,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
fa13-ba8a-8711-87b6,Imperium - Adeptus Astartes - Blood Angels,Sanguinary Priest with Jump Pack [Legends],model,1,1,2,0.62,name similarity 0.59; token overlap 0.40; faction compatible,SPACE MARINES,Captain with Jump Pack,,40mm,round,round,40,40,44,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
fa13-ba8a-8711-87b6,Imperium - Adeptus Astartes - Blood Angels,Sanguinary Priest with Jump Pack [Legends],model,1,1,3,0.62,name similarity 0.67; token overlap 0.14; faction compatible,SPACE MARINES,Vanguard Veteran Squad with Jump Packs,,32mm,round,round,32,32,46,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
3621-b460-722-8954,Imperium - Adeptus Astartes - Blood Angels,Sanguinary Priest on Bike [Legends],model,1,1,2,0.58,name similarity 0.54; token overlap 0.40; faction compatible,SPACE MARINES,Chaplain on Bike,,90x52.5mm Oval Base,oval,oval,90,52.5,44,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
3621-b460-722-8954,Imperium - Adeptus Astartes - Blood Angels,Sanguinary Priest on Bike [Legends],model,1,1,3,0.57,name similarity 0.59; token overlap 0.20; faction compatible,BLOOD ANGELS,Sanguinary Guard,,40mm,round,round,40,40,24,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
a2b6-e35-67a8-d76e,Imperium - Adeptus Astartes - Dark Angels,Ravenwing Talonmaster [Legends],model,1,1,1,0.69,name similarity 0.73; token overlap 0.25; faction compatible,DARK ANGELS,Ravenwing Dark Talon,,120x92mm Oval Base,oval,oval,120,92,30,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
a2b6-e35-67a8-d76e,Imperium - Adeptus Astartes - Dark Angels,Ravenwing Talonmaster [Legends],model,1,1,2,0.68,name similarity 0.68; token overlap 0.33; faction compatible,DARK ANGELS,Ravenwing Command Squad,,75x42mm Oval Base,oval,oval,75,42,30,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
a2b6-e35-67a8-d76e,Imperium - Adeptus Astartes - Dark Angels,Ravenwing Talonmaster [Legends],model,1,1,3,0.60,name similarity 0.59; token overlap 0.33; faction compatible,DARK ANGELS,Ravenwing Darkshroud,,Large Flying Base,large_flying_base,flying,,,30,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
ebd0-6939-6305-6d16,Imperium - Adeptus Astartes - Dark Angels,Deathwing Strikemaster [Legends],model,1,1,1,0.63,name similarity 0.62; token overlap 0.33; faction compatible,DARK ANGELS,Deathwing Terminator Squad,,40mm,round,round,40,40,30,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
ebd0-6939-6305-6d16,Imperium - Adeptus Astartes - Dark Angels,Deathwing Strikemaster [Legends],model,1,1,2,0.59,name similarity 0.56; token overlap 0.33; faction compatible,DARK ANGELS,Deathwing Knights,,40mm,round,round,40,40,30,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
48fb-ebd6-dd17-729b,Imperium - Adeptus Astartes - Dark Angels,Deathwing Command Squad [Legends],unit,6,11,1,0.74,name similarity 0.76; token overlap 0.33; faction compatible,DARK ANGELS,Ravenwing Command Squad,,75x42mm Oval Base,oval,oval,75,42,30,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
48fb-ebd6-dd17-729b,Imperium - Adeptus Astartes - Dark Angels,Deathwing Command Squad [Legends],unit,6,11,2,0.65,name similarity 0.65; token overlap 0.33; faction compatible,DARK ANGELS,Deathwing Knights,,40mm,round,round,40,40,30,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
48fb-ebd6-dd17-729b,Imperium - Adeptus Astartes - Dark Angels,Deathwing Command Squad [Legends],unit,6,11,3,0.61,name similarity 0.59; token overlap 0.33; faction compatible,DARK ANGELS,Deathwing Terminator Squad,,40mm,round,round,40,40,30,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
4042-67ce-8d45-ed33,Imperium - Adeptus Astartes - Deathwatch,Kill Team Cassius [Legends],unit,11,11,1,0.61,name similarity 0.55; token overlap 0.50; faction compatible,DEATHWATCH,Fortis Kill Team,,32mm,round,round,32,32,32,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
4042-67ce-8d45-ed33,Imperium - Adeptus Astartes - Deathwatch,Kill Team Cassius [Legends],unit,11,11,2,0.60,name similarity 0.53; token overlap 0.50; faction compatible,DEATHWATCH,Decimus Kill Team,Kill Team Sergeant and Deathwatch Veterans,32mm,round,round,32,32,32,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
4042-67ce-8d45-ed33,Imperium - Adeptus Astartes - Deathwatch,Kill Team Cassius [Legends],unit,11,11,3,0.60,name similarity 0.53; token overlap 0.50; faction compatible,DEATHWATCH,Decimus Kill Team,Gravis Veterans,40mm,round,round,40,40,32,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
69d-a656-fde3-6c3e,Imperium - Grey Knights,Land Raider Banisher,model,1,1,1,0.78,name similarity 0.71; token overlap 0.67; faction compatible,GREY KNIGHTS,Land Raider,,Hull,hull,hull,,,36,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
69d-a656-fde3-6c3e,Imperium - Grey Knights,Land Raider Banisher,model,1,1,2,0.77,name similarity 0.75; token overlap 0.50; faction compatible,GREY KNIGHTS,Land Raider Crusader,,Hull,hull,hull,,,36,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
69d-a656-fde3-6c3e,Imperium - Grey Knights,Land Raider Banisher,model,1,1,3,0.73,name similarity 0.70; token overlap 0.50; faction compatible,GREY KNIGHTS,Land Raider Redeemer,,Hull,hull,hull,,,36,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
28d0-5a52-501a-441d,Imperium - Grey Knights,Grey Knights Dreadnought [Legends],model,1,1,1,0.66,name similarity 0.64; token overlap 0.40; faction compatible,GREY KNIGHTS,Grey Knights Thunderhawk Gunship,,Unique,unique,unique,,,36,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
28d0-5a52-501a-441d,Imperium - Grey Knights,Grey Knights Dreadnought [Legends],model,1,1,2,0.61,name similarity 0.62; token overlap 0.25; faction compatible,GREY KNIGHTS,Venerable Dreadnought,,60mm,round,round,60,60,36,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
2a2d-1f49-9373-4084,Imperium - Grey Knights,Venerable Daemon Slayer [Crucible],model,1,1,1,0.59,name similarity 0.59; token overlap 0.25; faction compatible,GREY KNIGHTS,Venerable Dreadnought,,60mm,round,round,60,60,36,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
e60e-8ccf-41b2-292e,Imperium - Grey Knights,Dreadknight Champion [Crucible],model,1,1,1,0.59,name similarity 0.56; token overlap 0.33; faction compatible,GREY KNIGHTS,Nemesis Dreadknight,,120x92mm Oval Base,oval,oval,120,92,36,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
10d8-d702-f556-5d3c,Imperium - Imperial Knights - Library,Knight Destrier,model,1,1,1,0.71,name similarity 0.73; token overlap 0.33; faction compatible,IMPERIAL KNIGHTS,Knight Defender,,170x109mm Oval Base,oval,oval,170,109,38,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
10d8-d702-f556-5d3c,Imperium - Imperial Knights - Library,Knight Destrier,model,1,1,2,0.66,name similarity 0.67; token overlap 0.33; faction compatible,IMPERIAL KNIGHTS,Knight Crusader,,170x109mm Oval Base,oval,oval,170,109,38,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
10d8-d702-f556-5d3c,Imperium - Imperial Knights - Library,Knight Destrier,model,1,1,3,0.65,name similarity 0.65; token overlap 0.33; faction compatible,IMPERIAL KNIGHTS,Knight Castellan,,170x109mm Oval Base,oval,oval,170,109,38,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
9a96-8de3-f4aa-7497,Imperium - Adeptus Astartes - Space Marines,Scout Sniper Squad [Legends],unit,6,11,1,0.65,name similarity 0.59; token overlap 0.50; faction compatible,SPACE MARINES,Scout Squad,,28.5mm,round,round,28.5,28.5,45,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
f1b9-b2e8-4ccf-d6cb,Imperium - Adeptus Astartes - Space Marines,Vanguard Veteran Squad [Legends],unit,6,11,1,0.78,name similarity 0.82; token overlap 0.33; faction compatible,SPACE MARINES,Bladeguard Veteran Squad,,40mm,round,round,40,40,44,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
f1b9-b2e8-4ccf-d6cb,Imperium - Adeptus Astartes - Space Marines,Vanguard Veteran Squad [Legends],unit,6,11,2,0.78,name similarity 0.82; token overlap 0.33; faction compatible,SPACE MARINES,Sternguard Veteran Squad,,32mm,round,round,32,32,45,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
f1b9-b2e8-4ccf-d6cb,Imperium - Adeptus Astartes - Space Marines,Vanguard Veteran Squad [Legends],unit,6,11,3,0.76,name similarity 0.74; token overlap 0.50; faction compatible,SPACE MARINES,Vanguard Veteran Squad with Jump Packs,,32mm,round,round,32,32,46,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
9d3f-134e-1f5b-531a,Imperium - Adeptus Astartes - Space Marines,Relic Terminator Squad [Legends],unit,6,11,1,0.78,name similarity 0.77; token overlap 0.50; faction compatible,SPACE MARINES,Terminator Squad,,40mm,round,round,40,40,46,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
9d3f-134e-1f5b-531a,Imperium - Adeptus Astartes - Space Marines,Relic Terminator Squad [Legends],unit,6,11,2,0.66,name similarity 0.77; token overlap 0.00; faction compatible,SPACE MARINES,Eliminator Squad,,40mm,round,round,40,40,44,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
9d3f-134e-1f5b-531a,Imperium - Adeptus Astartes - Space Marines,Relic Terminator Squad [Legends],unit,6,11,3,0.60,name similarity 0.59; token overlap 0.33; faction compatible,SPACE MARINES,Terminator Assault Squad,,40mm,round,round,40,40,46,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
64c7-8b87-1b4f-7850,Imperium - Adeptus Astartes - Space Marines,Ironclad Dreadnought [Legends],model,1,1,1,0.74,name similarity 0.71; token overlap 0.50; faction compatible,SPACE MARINES,Dreadnought,,60mm,round,round,60,60,44,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
64c7-8b87-1b4f-7850,Imperium - Adeptus Astartes - Space Marines,Ironclad Dreadnought [Legends],model,1,1,2,0.68,name similarity 0.68; token overlap 0.33; faction compatible,SPACE MARINES,Redemptor Dreadnought,,90mm,round,round,90,90,45,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
64c7-8b87-1b4f-7850,Imperium - Adeptus Astartes - Space Marines,Ironclad Dreadnought [Legends],model,1,1,3,0.65,name similarity 0.65; token overlap 0.33; faction compatible,SPACE MARINES,Brutalis Dreadnought,,90mm,round,round,90,90,44,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
ca4e-47d5-a704-8e5a,Imperium - Adeptus Astartes - Space Marines,Assault Squad [Legends],unit,6,11,1,0.64,name similarity 0.58; token overlap 0.50; faction compatible,SPACE MARINES,Centurion Assault Squad,,50mm,round,round,50,50,44,"Warhammer 40,000 Chapter Approved Tournament Companion Base Size Guide",https://assets.warhammer-community.com/eng_07-01_warhammer_40000_core_rules_chapter_approved_tournament-companion-sqc1af88bj-vzxhp9xmid.pdf,January 2026
