faction,unit_name,selection_type,unit_id,source_file,points,models_min,models_max,total_weapons,ranged_weapons,ranged_weapons_with_range,ranged_weapons_missing_range,melee_weapons,coverage
Imperium - Adeptus Mechanicus,Secutarii Peltasts [Legends],unit,7774-a50b-cb1e-8372,Imperium - Adeptus Mechanicus.cat,50,5,11,5,3,3,0,2,both
Imperium - Adeptus Mechanicus,Serberys Raiders,unit,5797-adb8-930-e832,Imperium - Adeptus Mechanicus.cat,60,3,6,3,2,2,0,1,both
Imperium - Adeptus Mechanicus,Serberys Sulphurhounds,unit,e775-4fe1-832b-95ca,Imperium - Adeptus Mechanicus.cat,55,3,6,6,4,4,0,2,both
Imperium - Adeptus Mechanicus,Servitor Battleclade,unit,a523-606f-b05c-851e,Imperium - Adeptus Mechanicus.cat,60,9,9,8,6,6,0,2,both
Imperium - Adeptus Mechanicus,Servitors [Legends],unit,2183-5b38-1726-2a11,Imperium - Adeptus Mechanicus.cat,50,4,4,6,4,4,0,2,both
Imperium - Adeptus Mechanicus,Sicarian Infiltrators,unit,9b4-26b2-9e6d-a62d,Imperium - Adeptus Mechanicus.cat,75,5,10,4,2,2,0,2,both
Imperium - Adeptus Mechanicus,Skitarii Marshal,model,b897-e4c6-fcb6-6538,Imperium - Adeptus Mechanicus.cat,35,1,1,2,1,1,0,1,both
Imperium - Adeptus Mechanicus,Skitarii Rangers,unit,de59-f65c-181a-8509,Imperium - Adeptus Mechanicus.cat,85,10,11,8,6,6,0,2,both
Imperium - Adeptus Mechanicus,Skitarii Vanguard,unit,ba33-c21-bddc-ab0,Imperium - Adeptus Mechanicus.cat,95,10,11,8,6,6,0,2,both
Imperium - Adeptus Mechanicus,Skorpius Disintegrator,model,3fcc-b6a1-399b-1a29,Imperium - Adeptus Mechanicus.cat,165,1,1,5,4,4,0,1,both
Imperium - Adeptus Mechanicus,Skorpius Dunerider,model,2b9c-3982-701d-f8fd,Imperium - Adeptus Mechanicus.cat,85,1,1,2,1,1,0,1,both
Imperium - Adeptus Mechanicus,Sydonian Dragoon with taser lance,model,54c7-b18a-e3b6-0431,Imperium - Adeptus Mechanicus.cat,65,1,1,2,1,1,0,1,both
Imperium - Adeptus Mechanicus,Sydonian Dragoons with radium jezzails,unit,d99a-6563-8c08-23c,Imperium - Adeptus Mechanicus.cat,55,1,3,3,2,2,0,1,both
Imperium - Adeptus Mechanicus,Sydonian Dragoons with taser lances,unit,3053-c0c1-aedd-b211,Imperium - Adeptus Mechanicus.cat,65,1,3,2,1,1,0,1,both
Imperium - Adeptus Mechanicus,Sydonian Skatros,unit,52e7-9347-3f16-9eec,Imperium - Adeptus Mechanicus.cat,50,1,3,4,3,3,0,1,both
Imperium - Adeptus Mechanicus,Tech-Priest Dominus,model,6424-ed86-9e15-3e14,Imperium - Adeptus Mechanicus.cat,65,1,1,6,5,5,0,1,both
Imperium - Adeptus Mechanicus,Tech-Priest Enginseer,model,c0e0-4d86-96d2-ec86,Imperium - Adeptus Mechanicus.cat,55,1,1,3,1,1,0,2,both
Imperium - Adeptus Mechanicus,Tech-Priest Manipulus,model,2d9b-610a-dc4d-15ae,Imperium - Adeptus Mechanicus.cat,60,1,1,3,2,2,0,1,both
Imperium - Adeptus Mechanicus,Technoarcheologist,model,fa82-61cc-aa85-e94c,Imperium - Adeptus Mechanicus.cat,45,1,1,2,1,1,0,1,both
Imperium - Adeptus Mechanicus,Terrax-Pattern Termite [Legends],model,3639-75ba-cab2-c159,Imperium - Adeptus Mechanicus.cat,200,1,1,5,4,4,0,1,both
Imperium - Adeptus Mechanicus,Thulia Ghuld,model,7135-8430-eb02-ded4,Imperium - Adeptus Mechanicus.cat,210,1,1,4,2,2,0,2,both
Imperium - Agents of the Imperium,Aquila Kill Team,unit,b040-ce24-7e1a-c903,Imperium - Agents of the Imperium.cat,100,1,1,19,14,14,0,5,both
Imperium - Agents of the Imperium,Callidus Assassin,model,1cfe-be05-5603-133,Imperium - Agents of the Imperium.cat,100,1,1,2,1,1,0,1,both
Imperium - Agents of the Imperium,Corvus Blackstar,model,8b98-0ac7-a0ba-dedf,Imperium - Agents of the Imperium.cat,180,1,1,6,5,5,0,1,both
Imperium - Agents of the Imperium,Culexus Assassin,model,5e5e-d6b2-6a1c-aa69,Imperium - Agents of the Imperium.cat,85,1,1,2,1,1,0,1,both
Imperium - Agents of the Imperium,Daemonhost,model,6ee6-7993-3d63-826c,Imperium - Agents of the Imperium.cat,40,1,1,2,1,1,0,1,both
Imperium - Agents of the Imperium,Daemonhost [Legends],unit,fac5-a242-951a-e1b2,Imperium - Agents of the Imperium.cat,40,1,2,2,1,1,0,1,both
Imperium - Agents of the Imperium,Damned Legionnaires [Legends],unit,bbbf-a0fb-d032-3a61,Imperium - Agents of the Imperium.cat,90,5,10,6,5,5,0,1,both
Imperium - Agents of the Imperium,Deathwatch Agent [Crucible],model,9a75-f3a2-bff5-9f08,Imperium - Agents of the Imperium.cat,105,1,1,38,29,29,0,9,both
Imperium - Agents of the Imperium,Deathwatch Kill Team,unit,0744-61ce-619d-ffe1,Imperium - Agents of the Imperium.cat,100,5,10,12,7,7,0,5,both
Imperium - Agents of the Imperium,Deathwatch Terminator Squad [Legends],unit,0b74-440c-ee1d-ca50,Imperium - Agents of the Imperium.cat,210,5,10,12,7,7,0,5,both
Imperium - Agents of the Imperium,Enthroned Agent [Crucible],model,2b47-b5e8-b297-7bd8,Imperium - Agents of the Imperium.cat,120,1,1,38,29,29,0,9,both
Imperium - Agents of the Imperium,Eversor Assassin,model,f201-1f4a-b907-d9d1,Imperium - Agents of the Imperium.cat,110,1,1,2,1,1,0,1,both
Imperium - Agents of the Imperium,Exaction Squad,unit,ec63-524d-55a-3065,Imperium - Agents of the Imperium.cat,90,10,10,10,7,7,0,3,both
Imperium - Agents of the Imperium,Fortis Kill Team [Legends],unit,edce-f61c-8029-897f,Imperium - Agents of the Imperium.cat,100,10,20,13,10,10,0,3,both
Imperium - Agents of the Imperium,Grey Knights Terminator Squad,unit,15c0-9294-7eb8-f3a7,Imperium - Agents of the Imperium.cat,190,5,5,5,4,4,0,1,both
Imperium - Agents of the Imperium,Imperial Navy Breachers,unit,24d5-9987-4d2-b42b,Imperium - Agents of the Imperium.cat,90,10,10,12,8,8,0,4,both
Imperium - Agents of the Imperium,Imperial Rhino,model,cbbd-8e0a-fd90-fa0d,Imperium - Agents of the Imperium.cat,75,1,1,3,2,2,0,1,both
Imperium - Agents of the Imperium,Indomitor Kill Team [Legends],unit,c538-aaf0-5788-5c07,Imperium - Agents of the Imperium.cat,120,10,20,13,11,11,0,2,both
Imperium - Agents of the Imperium,Inquisitor,model,3e57-b15c-5580-1de1,Imperium - Agents of the Imperium.cat,55,1,1,5,3,3,0,2,both
Imperium - Agents of the Imperium,Inquisitor Coteaz,model,264a-fc24-3a98-31dc,Imperium - Agents of the Imperium.cat,75,1,1,3,2,2,0,1,both
Imperium - Agents of the Imperium,Inquisitor Draxus,model,f3a6-de9-584e-c394,Imperium - Agents of the Imperium.cat,75,1,1,3,2,2,0,1,both
Imperium - Agents of the Imperium,Inquisitor Eisenhorn [Legends],model,d4d2-5f39-6a24-60ab,Imperium - Agents of the Imperium.cat,65,1,1,3,2,2,0,1,both
Imperium - Agents of the Imperium,Inquisitor Greyfax,model,6e0e-b9a2-f53d-ad0e,Imperium - Agents of the Imperium.cat,65,1,1,3,2,2,0,1,both
Imperium - Agents of the Imperium,Inquisitor in Terminator Armour [Legends],model,c29e-e398-9588-7f30,Imperium - Agents of the Imperium.cat,70,1,1,6,4,4,0,2,both
Imperium - Agents of the Imperium,Inquisitor Karamazov [Legends],model,4349-390e-e183-f0b,Imperium - Agents of the Imperium.cat,140,1,1,2,1,1,0,1,both
Imperium - Agents of the Imperium,Inquisitor Kroyle,model,2a3f-b53b-6ea4-6da9,Imperium - Agents of the Imperium.cat,100,1,1,4,2,2,0,2,both
Imperium - Agents of the Imperium,Inquisitor Ostromandeus [Legends],unit,6315-d3e6-aa1c-69e4,Imperium - Agents of the Imperium.cat,65,2,2,3,1,1,0,2,both
Imperium - Agents of the Imperium,Inquisitorial Agents,unit,4469-7239-717e-9abd,Imperium - Agents of the Imperium.cat,50,6,12,10,7,7,0,3,both
Imperium - Agents of the Imperium,Inquisitorial Chimera,model,ede2-ae50-5f5b-cced,Imperium - Agents of the Imperium.cat,70,1,1,8,7,7,0,1,both
Imperium - Agents of the Imperium,Janus Draik [Legends],model,a8a5-f886-c09e-a6f2,Imperium - Agents of the Imperium.cat,40,1,1,2,1,1,0,1,both
Imperium - Agents of the Imperium,Jokaero Weaponsmith [Legends],model,bd54-3e9f-3f7d-ad5a,Imperium - Agents of the Imperium.cat,30,1,1,3,2,2,0,1,both
Imperium - Agents of the Imperium,Kill Team Cassius [Legends],unit,88af-6e47-7162-b1be,Imperium - Agents of the Imperium.cat,220,11,11,13,7,7,0,6,both
Imperium - Agents of the Imperium,Martial Agent [Crucible],model,90e0-c5a9-17c5-fba4,Imperium - Agents of the Imperium.cat,60,1,1,38,29,29,0,9,both
Imperium - Agents of the Imperium,Ministorum Priest,model,7554-37de-cd68-68a7,Imperium - Agents of the Imperium.cat,40,1,1,3,2,2,0,1,both
Imperium - Agents of the Imperium,Navigator,model,55cf-8d86-affd-bc9b,Imperium - Agents of the Imperium.cat,60,1,1,2,1,1,0,1,both
Imperium - Agents of the Imperium,Neyam Shai Murad [Legends],model,c50a-8-694-6fa6,Imperium - Agents of the Imperium.cat,40,1,1,2,1,1,0,1,both
Imperium - Agents of the Imperium,Proteus Kill Team [Legends],unit,4681-2af4-acf9-2bce,Imperium - Agents of the Imperium.cat,160,10,20,22,14,14,0,8,both
Imperium - Agents of the Imperium,Rogue Trader Entourage,unit,9360-d8b2-cd92-9e7f,Imperium - Agents of the Imperium.cat,75,4,4,7,4,4,0,3,both
Imperium - Agents of the Imperium,Sanctifiers,unit,4e74-3710-7a66-9d6c,Imperium - Agents of the Imperium.cat,100,9,11,10,6,6,0,4,both
Imperium - Agents of the Imperium,Sisters of Battle Immolator,model,a5c9-2cb7-d874-8169,Imperium - Agents of the Imperium.cat,100,1,1,6,5,5,0,1,both
Imperium - Agents of the Imperium,Sisters of Battle Squad,unit,73fc-a193-7da1-d9c4,Imperium - Agents of the Imperium.cat,100,10,10,17,14,14,0,3,both
Imperium - Agents of the Imperium,Spectrus Kill Team [Legends],unit,f527-0a42-15b4-1924,Imperium - Agents of the Imperium.cat,90,5,10,11,8,8,0,3,both
Imperium - Agents of the Imperium,Subductor Squad,unit,6db9-cede-3810-f1f0,Imperium - Agents of the Imperium.cat,85,10,10,3,1,1,0,2,both
Imperium - Agents of the Imperium,UR-025 [Legends],model,4f74-c65c-3a56-41d6,Imperium - Agents of the Imperium.cat,55,1,1,2,1,1,0,1,both
Imperium - Agents of the Imperium,Veteran Bike Squad [Legends],unit,50a9-30aa-e03a-847d,Imperium - Agents of the Imperium.cat,70,3,6,6,3,3,0,3,both
Imperium - Agents of the Imperium,Vigilant Squad,unit,d44c-5cde-cb79-3ec3,Imperium - Agents of the Imperium.cat,85,10,10,9,7,7,0,2,both
Imperium - Agents of the Imperium,Vindicare Assassin,model,efa3-2cf5-dcfb-b976,Imperium - Agents of the Imperium.cat,110,1,1,3,2,2,0,1,both
Imperium - Agents of the Imperium,Voidsmen-at-Arms,unit,3953-4e12-fe7b-97e9,Imperium - Agents of the Imperium.cat,50,6,6,6,4,4,0,2,both
Imperium - Agents of the Imperium,Watch Captain Artemis,model,f158-1e0b-585b-bf40,Imperium - Agents of the Imperium.cat,65,1,1,2,1,1,0,1,both
Imperium - Astra Militarum - Library,Aquila Lander [Legends],model,b44d-ecac-2542-e584,Imperium - Astra Militarum - Library.cat,120,1,1,4,3,3,0,1,both
Imperium - Astra Militarum - Library,Arkurian Stormhammer [Legends],model,59c4-e4de-fe70-b221,Imperium - Astra Militarum - Library.cat,480,1,1,10,9,9,0,1,both
Imperium - Astra Militarum - Library,Armageddon-pattern Medusa [Legends],model,a96a-83e1-9200-c88b,Imperium - Astra Militarum - Library.cat,105,1,1,7,6,6,0,1,both
Imperium - Astra Militarum - Library,Armoured Sentinel,model,9a8d-8c1-315a-4948,Imperium - Astra Militarum - Library.cat,65,1,1,11,9,9,0,2,both
Imperium - Astra Militarum - Library,Armoured Sentinels,unit,7e34-20cf-1149-74a1,Imperium - Astra Militarum - Library.cat,65,1,2,11,9,9,0,2,both
Imperium - Astra Militarum - Library,Artillery Team,model,0595-6d6c-a783-12ab,Imperium - Astra Militarum - Library.cat,95,1,1,6,5,5,0,1,both
Imperium - Astra Militarum - Library,Atlas Recovery Vehicle [Legends],model,9673-7eaa-8ed9-bc7c,Imperium - Astra Militarum - Library.cat,80,1,1,5,4,4,0,1,both
Imperium - Astra Militarum - Library,Augmented Bone 'Ead [Crucible],model,7280-8daf-312a-b01d,Imperium - Astra Militarum - Library.cat,60,1,1,33,20,20,0,13,both
Imperium - Astra Militarum - Library,Avenger Strike Fighter,model,532c-2c97-357a-fa1e,Imperium - Astra Militarum - Library.cat,130,1,1,4,3,3,0,1,both
Imperium - Astra Militarum - Library,Baneblade,model,a6a1-1612-f982-31,Imperium - Astra Militarum - Library.cat,450,1,1,8,7,7,0,1,both
Imperium - Astra Militarum - Library,Banehammer,model,d10-48db-3241-ec72,Imperium - Astra Militarum - Library.cat,420,1,1,5,4,4,0,1,both
Imperium - Astra Militarum - Library,Banesword,model,30f5-d90a-9811-d763,Imperium - Astra Militarum - Library.cat,450,1,1,5,4,4,0,1,both
Imperium - Astra Militarum - Library,Basilisk,model,bf53-4ab3-ff75-9aa0,Imperium - Astra Militarum - Library.cat,140,1,1,5,4,4,0,1,both
Imperium - Astra Militarum - Library,Cadian Castellan,model,2b49-4d03-aaf5-3532,Imperium - Astra Militarum - Library.cat,55,1,1,9,5,5,0,4,both
Imperium - Astra Militarum - Library,Cadian Command Squad,unit,4d28-f2a7-67c1-eb2e,Imperium - Astra Militarum - Library.cat,65,5,5,15,11,11,0,4,both
Imperium - Astra Militarum - Library,Carnodon [Legends],model,173e-ddd1-354c-583b,Imperium - Astra Militarum - Library.cat,160,1,1,12,11,11,0,1,both
Imperium - Astra Militarum - Library,Catachan Command Squad,unit,7d22-9fb6-a7e0-c21b,Imperium - Astra Militarum - Library.cat,65,4,4,18,14,14,0,4,both
Imperium - Astra Militarum - Library,Centaur Light Carrier [Legends],model,81d4-2ed9-b0a4-6bdd,Imperium - Astra Militarum - Library.cat,40,1,1,3,2,2,0,1,both
Imperium - Astra Militarum - Library,Centaur RSV,model,c871-4769-71ed-c4b3,Imperium - Astra Militarum - Library.cat,85,1,1,2,1,1,0,1,both
Imperium - Astra Militarum - Library,Chimera,model,cf23-58db-8ba4-9ec8,Imperium - Astra Militarum - Library.cat,85,1,1,8,7,7,0,1,both
Imperium - Astra Militarum - Library,Colossus [Legends],model,1653-dc47-25b-c71f,Imperium - Astra Militarum - Library.cat,160,1,1,5,4,4,0,1,both
Imperium - Astra Militarum - Library,Commissar,model,a979-5b21-dc69-b949,Imperium - Astra Militarum - Library.cat,30,1,1,5,3,3,0,2,both
Imperium - Astra Militarum - Library,Commissar Graves,model,50b8-1f13-9807-0069,Imperium - Astra Militarum - Library.cat,110,1,1,5,2,2,0,3,both
Imperium - Astra Militarum - Library,Commissar Graves on Foot,model,d624-2be1-87a3-41ca,Imperium - Astra Militarum - Library.cat,65,1,1,2,1,1,0,1,both
Imperium - Astra Militarum - Library,Commissar Yarrick,model,3962-1fa9-7088-aedd,Imperium - Astra Militarum - Library.cat,150,1,1,5,3,3,0,2,both
Imperium - Astra Militarum - Library,Crassus [Legends],model,c7cc-ad05-15f6-a4f3,Imperium - Astra Militarum - Library.cat,180,1,1,4,3,3,0,1,both
Imperium - Astra Militarum - Library,Death Korps Grenadier Squad [Legends],unit,8a25-2a0c-87d2-3ea6,Imperium - Astra Militarum - Library.cat,110,12,12,13,11,11,0,2,both
Imperium - Astra Militarum - Library,Death Rider Commissar [Legends],model,d58c-e97f-5062-d9e1,Imperium - Astra Militarum - Library.cat,35,1,1,3,1,1,0,2,both
Imperium - Astra Militarum - Library,Death Riders,unit,f1a-7c78-ffdc-bf5b,Imperium - Astra Militarum - Library.cat,60,1,1,4,1,1,0,3,both
Imperium - Astra Militarum - Library,Deathstrike,model,e19f-b9b8-75d5-8520,Imperium - Astra Militarum - Library.cat,145,1,1,5,4,3,1,1,both
Imperium - Astra Militarum - Library,Dominus Armoured Siege Bombard [Legends],model,fc41-a899-8d5a-dc01,Imperium - Astra Militarum - Library.cat,325,1,1,9,8,8,0,1,both
Imperium - Astra Militarum - Library,Doomhammer,model,8342-57dd-69d3-e698,Imperium - Astra Militarum - Library.cat,415,1,1,5,4,4,0,1,both
Imperium - Astra Militarum - Library,Earthshaker Carriage Battery [Legends],model,efc7-ac4c-1fcd-5b39,Imperium - Astra Militarum - Library.cat,120,1,1,2,1,1,0,1,both
Imperium - Astra Militarum - Library,Earthshaker Platform [Legends],model,cb82-5250-6959-d2c3,Imperium - Astra Militarum - Library.cat,110,1,1,2,1,1,0,1,both
Imperium - Astra Militarum - Library,Elysian Drop Sentinel [Legends],model,badd-6133-a469-613c,Imperium - Astra Militarum - Library.cat,85,1,1,5,4,4,0,1,both
Imperium - Astra Militarum - Library,Elysian Sniper Squad [Legends],unit,d4da-78a0-ef0-1e7e,Imperium - Astra Militarum - Library.cat,65,3,3,3,2,2,0,1,both
Imperium - Astra Militarum - Library,Front-line Commander [Crucible],model,4fc5-184d-b305-3551,Imperium - Astra Militarum - Library.cat,55,1,1,33,20,20,0,13,both
Imperium - Astra Militarum - Library,Gaunt’s Ghosts,unit,653d-80-d715-7d55,Imperium - Astra Militarum - Library.cat,100,6,6,9,6,6,0,3,both
Imperium - Astra Militarum - Library,Gorgon Heavy Transport [Legends],model,5d8e-2b2a-6ed1-8309,Imperium - Astra Militarum - Library.cat,275,1,1,7,6,6,0,1,both
Imperium - Astra Militarum - Library,Griffon Mortar Carrier [Legends],model,7be8-bfe0-6416-8ed7,Imperium - Astra Militarum - Library.cat,115,1,1,6,5,5,0,1,both
Imperium - Astra Militarum - Library,Heavy Mortar Team [Legends],model,e184-bfe9-ea12-a5e3,Imperium - Astra Militarum - Library.cat,50,1,1,2,1,1,0,1,both
Imperium - Astra Militarum - Library,Heavy Quad Launcher Team [Legends],model,5762-f71e-7693-49a6,Imperium - Astra Militarum - Library.cat,50,1,1,2,1,1,0,1,both
Imperium - Astra Militarum - Library,Hell's Last [Legends],unit,2408-cf76-fe11-c6da,Imperium - Astra Militarum - Library.cat,80,5,5,7,4,4,0,3,both
Imperium - Astra Militarum - Library,Hellhammer,model,8277-6399-5d74-760d,Imperium - Astra Militarum - Library.cat,420,1,1,8,7,7,0,1,both
Imperium - Astra Militarum - Library,Hellhound,model,c28b-c3af-38b2-8865,Imperium - Astra Militarum - Library.cat,125,1,1,8,7,7,0,1,both
Imperium - Astra Militarum - Library,Hydra,model,4967-19b6-1e2a-a300,Imperium - Astra Militarum - Library.cat,95,1,1,5,4,4,0,1,both
Imperium - Astra Militarum - Library,Hydra Platform [Legends],model,f46c-76ef-3d9c-98ea,Imperium - Astra Militarum - Library.cat,95,1,1,2,1,1,0,1,both
Imperium - Astra Militarum - Library,Krieg Command Squad,unit,fbcd-274b-0196-b4f6,Imperium - Astra Militarum - Library.cat,65,6,6,17,12,12,0,5,both
Imperium - Astra Militarum - Library,Krieg Heavy Weapons Squad,unit,1669-d311-eff9-243b,Imperium - Astra Militarum - Library.cat,75,3,3,5,4,4,0,1,both
Imperium - Astra Militarum - Library,Leman Russ Commander,model,5430-18e-d7b0-1d54,Imperium - Astra Militarum - Library.cat,235,1,1,18,17,17,0,1,both
Imperium - Astra Militarum - Library,Lord Marshal Dreir,model,9033-d07c-3e1c-f6f0,Imperium - Astra Militarum - Library.cat,100,1,1,3,1,1,0,2,both
Imperium - Astra Militarum - Library,Lord Solar Leontus,model,a9d-55c1-3d24-fa25,Imperium - Astra Militarum - Library.cat,130,1,1,3,1,1,0,2,both
Imperium - Astra Militarum - Library,Macharius [Legends],model,d7a-7abb-831b-1c67,Imperium - Astra Militarum - Library.cat,310,1,1,8,7,7,0,1,both
Imperium - Astra Militarum - Library,Macharius Omega [Legends],model,4b76-f049-77b1-38bf,Imperium - Astra Militarum - Library.cat,310,1,1,8,7,7,0,1,both
Imperium - Astra Militarum - Library,Macharius Vanquisher [Legends],model,731f-e022-6394-3690,Imperium - Astra Militarum - Library.cat,285,1,1,8,7,7,0,1,both
Imperium - Astra Militarum - Library,Macharius Vulcan [Legends],model,e951-f9f2-3dd4-d5b8,Imperium - Astra Militarum - Library.cat,310,1,1,8,7,7,0,1,both
Imperium - Astra Militarum - Library,Malcador [Legends],model,f706-c35a-a325-38bf,Imperium - Astra Militarum - Library.cat,250,1,1,8,7,7,0,1,both
Imperium - Astra Militarum - Library,Malcador Annihilator [Legends],model,bc69-45ff-789c-90bb,Imperium - Astra Militarum - Library.cat,270,1,1,9,8,8,0,1,both
Imperium - Astra Militarum - Library,Malcador Defender [Legends],model,a185-ae7a-4503-8ceb,Imperium - Astra Militarum - Library.cat,310,1,1,8,7,7,0,1,both
Imperium - Astra Militarum - Library,Malcador Infernus [Legends],model,5e59-657b-5c85-1d92,Imperium - Astra Militarum - Library.cat,235,1,1,9,8,8,0,1,both
Imperium - Astra Militarum - Library,Manticore,model,41be-48c9-5476-f47a,Imperium - Astra Militarum - Library.cat,165,1,1,5,4,4,0,1,both
Imperium - Astra Militarum - Library,Manticore Platform [Legends],model,adbb-4624-738f-61ec,Imperium - Astra Militarum - Library.cat,95,1,1,2,1,1,0,1,both
Imperium - Astra Militarum - Library,Marauder Bomber [Legends],model,7f1f-38c8-1bdc-55d7,Imperium - Astra Militarum - Library.cat,345,1,1,3,2,2,0,1,both
Imperium - Astra Militarum - Library,Marauder Destroyer [Legends],model,18f9-56ec-7334-69a7,Imperium - Astra Militarum - Library.cat,375,1,1,5,4,4,0,1,both
Imperium - Astra Militarum - Library,Medusa Carriage Battery [Legends],model,60c8-fd76-c98b-304a,Imperium - Astra Militarum - Library.cat,125,1,1,2,1,1,0,1,both
Imperium - Astra Militarum - Library,Militarum Tempestus Command Squad,unit,497-36ad-8ecb-f7c7,Imperium - Astra Militarum - Library.cat,85,4,4,14,12,12,0,2,both
Imperium - Astra Militarum - Library,Ministorum Priest,model,ba72-7b05-33c9-a1c0,Imperium - Astra Militarum - Library.cat,35,1,1,3,1,1,0,2,both
Imperium - Astra Militarum - Library,Minotaur [Legends],model,92a9-a820-b7f-7dc2,Imperium - Astra Militarum - Library.cat,225,1,1,2,1,1,0,1,both
Imperium - Astra Militarum - Library,Nork Deddog,model,bcda-f4bb-e726-9bfe,Imperium - Astra Militarum - Library.cat,60,1,1,2,1,1,0,1,both
Imperium - Astra Militarum - Library,Ogryn Bodyguard,model,a7c2-1534-93b0-c0eb,Imperium - Astra Militarum - Library.cat,40,1,1,5,2,2,0,3,both
Imperium - Astra Militarum - Library,Praetor [Legends],model,247-2938-79b6-ff4b,Imperium - Astra Militarum - Library.cat,275,1,1,6,5,5,0,1,both
Imperium - Astra Militarum - Library,Primaris Psyker,model,4ad0-e988-a513-9530,Imperium - Astra Militarum - Library.cat,60,1,1,4,3,3,0,1,both
Imperium - Astra Militarum - Library,Provisionally Prepared [Legends],model,f4d1-cea9-f487-4501,Imperium - Astra Militarum - Library.cat,40,1,1,2,1,1,0,1,both
Imperium - Astra Militarum - Library,Quartermaster Cadre Squad [Legends],unit,1d02-5302-f162-65d6,Imperium - Astra Militarum - Library.cat,45,5,5,3,1,1,0,2,both
Imperium - Astra Militarum - Library,Rapier Laser Destroyer Battery [Legends],unit,31ec-a804-92ad-97,Imperium - Astra Militarum - Library.cat,35,1,3,2,1,1,0,1,both
Imperium - Astra Militarum - Library,Ratlings,unit,8293-a070-2c87-de30,Imperium - Astra Militarum - Library.cat,60,5,11,3,2,2,0,1,both
Imperium - Astra Militarum - Library,Regimental Attachés [Legends],unit,5da1-9869-294e-8187,Imperium - Astra Militarum - Library.cat,40,3,3,3,1,1,0,2,both
Imperium - Astra Militarum - Library,Rein and Raus [Legends],unit,7d5b-1aae-55-2f5b,Imperium - Astra Militarum - Library.cat,50,2,2,4,3,3,0,1,both
Imperium - Astra Militarum - Library,Rogal Dorn Battle Tank,model,2127-efcc-1f62-7fab,Imperium - Astra Militarum - Library.cat,260,1,1,10,9,9,0,1,both
Imperium - Astra Militarum - Library,Rogal Dorn Commander,model,78b6-f280-bba9-0594,Imperium - Astra Militarum - Library.cat,290,1,1,10,9,9,0,1,both
Imperium - Astra Militarum - Library,Sabre Gun Platform,model,5282-cda5-ab54-6bb2,Imperium - Astra Militarum - Library.cat,45,1,1,5,4,4,0,1,both
Imperium - Astra Militarum - Library,Sabre Weapons Battery [Legends],unit,3597-3243-6870-70a1,Imperium - Astra Militarum - Library.cat,45,1,2,5,4,4,0,1,both
Imperium - Astra Militarum - Library,Salamander Command Vehicle [Legends],model,9fb1-876b-ac2d-6c9b,Imperium - Astra Militarum - Library.cat,80,1,1,6,5,5,0,1,both
Imperium - Astra Militarum - Library,Salamander Scout Vehicle [Legends],model,73b2-edbf-eec3-563d,Imperium - Astra Militarum - Library.cat,95,1,1,6,5,5,0,1,both
Imperium - Astra Militarum - Library,Scout Sentinel,model,e7ef-c8cc-3f5f-955a,Imperium - Astra Militarum - Library.cat,55,1,1,11,9,9,0,2,both
Imperium - Astra Militarum - Library,Scout Sentinels,unit,4424-a6ec-6d9e-a936,Imperium - Astra Militarum - Library.cat,55,1,2,11,9,9,0,2,both
Imperium - Astra Militarum - Library,Sentinel Commander [Crucible],model,a040-9715-5d3a-52af,Imperium - Astra Militarum - Library.cat,75,1,1,33,20,20,0,13,both
Imperium - Astra Militarum - Library,Sergeant Harker [Legends],model,a8d5-81f9-96a0-fd12,Imperium - Astra Militarum - Library.cat,40,1,1,2,1,1,0,1,both
Imperium - Astra Militarum - Library,Shadowsword,model,1b48-2f2-8e9c-1308,Imperium - Astra Militarum - Library.cat,410,1,1,5,4,4,0,1,both
Imperium - Astra Militarum - Library,Sly Marbo,model,4d50-e535-616a-259c,Imperium - Astra Militarum - Library.cat,55,1,1,2,1,1,0,1,both
Imperium - Astra Militarum - Library,Storm Chimera [Legends],model,b6a7-4d64-1155-70c1,Imperium - Astra Militarum - Library.cat,90,1,1,7,6,6,0,1,both
Imperium - Astra Militarum - Library,Stormblade [Legends],model,a93c-9d4b-8fd9-15b4,Imperium - Astra Militarum - Library.cat,415,1,1,9,8,8,0,1,both
Imperium - Astra Militarum - Library,Stormlord,model,892b-678c-72e6-ee58,Imperium - Astra Militarum - Library.cat,430,1,1,6,5,5,0,1,both
Imperium - Astra Militarum - Library,Stormsword,model,67bc-a760-7ed5-9952,Imperium - Astra Militarum - Library.cat,465,1,1,5,4,4,0,1,both
Imperium - Astra Militarum - Library,Stygies Destroyer Tank Hunter [Legends],model,28d1-70b2-70be-c998,Imperium - Astra Militarum - Library.cat,180,1,1,5,4,4,0,1,both
Imperium - Astra Militarum - Library,Tarantula Battery [Legends],unit,1502-bae3-93b4-c89a,Imperium - Astra Militarum - Library.cat,40,1,3,3,2,2,0,1,both
Imperium - Astra Militarum - Library,Tarantula w/ twin heavy bolter,model,7f51-3401-e115-9b48,Imperium - Astra Militarum - Library.cat,40,1,1,2,1,1,0,1,both
Imperium - Astra Militarum - Library,Tarantula w/ twin lascannon,model,9af2-acc-32a4-c91e,Imperium - Astra Militarum - Library.cat,40,1,1,2,1,1,0,1,both
Imperium - Astra Militarum - Library,Tauros Assault Vehicle [Legends],model,6800-f1ce-7deb-d9eb,Imperium - Astra Militarum - Library.cat,50,1,1,5,4,4,0,1,both
