weapon_id,unit_id,name,weapon_type,attacks,skill,strength,ap,damage,keywords,range_inches,hit_modifier,wound_modifier,reroll_hits,reroll_wounds,lethal_hits,sustained_hits,devastating_wounds,source_file
a8a5-f886-c09e-a6f2:ranged:heirloom-pistol,a8a5-f886-c09e-a6f2,Heirloom pistol,ranged,1,3+,4,-1,3,"Anti-INFANTRY 4+, Pistol",12,,,,,,,,Imperium - Agents of the Imperium.cat
bbbf-a0fb-d032-3a61:melee:close-combat-weapon,bbbf-a0fb-d032-3a61,Close combat weapon,melee,3,3+,4,0,1,-,,,,,,,,,Imperium - Agents of the Imperium.cat
bbbf-a0fb-d032-3a61:ranged:meltagun,bbbf-a0fb-d032-3a61,Meltagun,ranged,1,3+,9,-4,D6,Melta 2,12,,,,,,,,Imperium - Agents of the Imperium.cat
bbbf-a0fb-d032-3a61:ranged:flamer,bbbf-a0fb-d032-3a61,Flamer,ranged,D6,N/A,4,0,1,"Ignores Cover, Torrent",12,,,,,,,,Imperium - Agents of the Imperium.cat
bbbf-a0fb-d032-3a61:ranged:heavy-flamer,bbbf-a0fb-d032-3a61,Heavy flamer,ranged,D6,N/A,5,-1,1,"Ignores Cover, Torrent",12,,,,,,,,Imperium - Agents of the Imperium.cat
bbbf-a0fb-d032-3a61:ranged:multi-melta,bbbf-a0fb-d032-3a61,Multi-melta,ranged,2,4+,9,-4,D6,"Heavy, Melta 2",18,,,,,,,,Imperium - Agents of the Imperium.cat
bbbf-a0fb-d032-3a61:ranged:boltgun,bbbf-a0fb-d032-3a61,Boltgun,ranged,1,3+,4,0,1,Rapid Fire 1,24,,,,,,,,Imperium - Agents of the Imperium.cat
c29e-e398-9588-7f30:ranged:psycannon,c29e-e398-9588-7f30,Psycannon,ranged,3,3+,8,-1,2,Psychic,24,,,,,,,,Imperium - Agents of the Imperium.cat
c29e-e398-9588-7f30:ranged:combi-weapon,c29e-e398-9588-7f30,Combi-weapon,ranged,1,3+,4,-2,1,"Anti-INFANTRY 4+, Devastating Wounds, Rapid Fire 1",24,,,,,,,,Imperium - Agents of the Imperium.cat
c29e-e398-9588-7f30:ranged:storm-bolter,c29e-e398-9588-7f30,Storm bolter,ranged,2,3+,4,0,1,Rapid Fire 2,24,,,,,,,,Imperium - Agents of the Imperium.cat
c29e-e398-9588-7f30:melee:force-weapon,c29e-e398-9588-7f30,Force weapon,melee,4,3+,5,-2,D3,Psychic,,,,,,,,,Imperium - Agents of the Imperium.cat
c29e-e398-9588-7f30:melee:inquisitorial-melee-weapon,c29e-e398-9588-7f30,Inquisitorial melee weapon,melee,5,3+,4,-2,1,-,,,,,,,,,Imperium - Agents of the Imperium.cat
c29e-e398-9588-7f30:ranged:psychic-shock-wave,c29e-e398-9588-7f30,Psychic shock wave,ranged,2D6,N/A,3,-2,1,"Devastating Wounds, Psychic, Torrent",18,,,,,,,,Imperium - Agents of the Imperium.cat
55cf-8d86-affd-bc9b:ranged:laspistol,55cf-8d86-affd-bc9b,Laspistol,ranged,1,4+,3,0,1,Pistol,12,,,,,,,,Imperium - Agents of the Imperium.cat
55cf-8d86-affd-bc9b:melee:force-orb-cane,55cf-8d86-affd-bc9b,Force-orb cane,melee,3,4+,6,-1,D3,Psychic,,,,,,,,,Imperium - Agents of the Imperium.cat
7554-37de-cd68-68a7:ranged:zealot's-vindictor,7554-37de-cd68-68a7,Zealot's vindictor,ranged,D6,N/A,5,0,1,"Ignores Cover, Torrent",12,,,,,,,,Imperium - Agents of the Imperium.cat
7554-37de-cd68-68a7:melee:zealot's-vindictor,7554-37de-cd68-68a7,Zealot's vindictor,melee,3,4+,5,-1,2,-,,,,,,,,,Imperium - Agents of the Imperium.cat
7554-37de-cd68-68a7:melee:power-weapon,7554-37de-cd68-68a7,Power weapon,melee,3,4+,4,-2,1,-,,,,,,,,,Imperium - Agents of the Imperium.cat
7554-37de-cd68-68a7:ranged:holy-pistol,7554-37de-cd68-68a7,Holy Pistol,ranged,3,4+,4,0,1,Pistol,12,,,,,,,,Imperium - Agents of the Imperium.cat
4469-7239-717e-9abd:melee:agent-melee-weapon,4469-7239-717e-9abd,Agent melee weapon,melee,3,3+,3,0,1,-,,,,,,,,,Imperium - Agents of the Imperium.cat
4469-7239-717e-9abd:ranged:➤-plasma-cannon---standard,4469-7239-717e-9abd,➤ Plasma cannon - standard,ranged,D3,4+,7,-1,1,"Blast, Heavy",36,,,,,,,,Imperium - Agents of the Imperium.cat
4469-7239-717e-9abd:ranged:➤-plasma-cannon---supercharge,4469-7239-717e-9abd,➤ Plasma cannon - supercharge,ranged,D3,4+,8,-2,2,"Blast, Hazardous, Heavy",36,,,,,,,,Imperium - Agents of the Imperium.cat
4469-7239-717e-9abd:ranged:multi-melta,4469-7239-717e-9abd,Multi-melta,ranged,2,4+,9,-4,D6,"Heavy, Melta 2",18,,,,,,,,Imperium - Agents of the Imperium.cat
4469-7239-717e-9abd:ranged:heavy-bolter,4469-7239-717e-9abd,Heavy bolter,ranged,3,4+,5,-1,2,"Heavy, Sustained Hits 1",36,,,,,,,,Imperium - Agents of the Imperium.cat
4469-7239-717e-9abd:ranged:agent-firearm,4469-7239-717e-9abd,Agent firearm,ranged,1,3+,4,-1,1,Pistol,12,,,,,,,,Imperium - Agents of the Imperium.cat
4469-7239-717e-9abd:melee:mystic-stave,4469-7239-717e-9abd,Mystic stave,melee,2,3+,5,-1,D3,"Anti-INFANTRY 4+, Psychic",,,,,,,,,Imperium - Agents of the Imperium.cat
4469-7239-717e-9abd:melee:eviscerator,4469-7239-717e-9abd,Eviscerator,melee,2,3+,6,-2,2,Devastating Wounds,,,,,,,,,Imperium - Agents of the Imperium.cat
4469-7239-717e-9abd:ranged:➤-plasma-pistol---standard,4469-7239-717e-9abd,➤ Plasma pistol - standard,ranged,1,3+,7,-1,1,Pistol,12,,,,,,,,Imperium - Agents of the Imperium.cat
4469-7239-717e-9abd:ranged:➤-plasma-pistol---supercharge,4469-7239-717e-9abd,➤ Plasma pistol - supercharge,ranged,1,3+,8,-2,2,"Hazardous, Pistol",12,,,,,,,,Imperium - Agents of the Imperium.cat
15c0-9294-7eb8-f3a7:melee:nemesis-force-weapon,15c0-9294-7eb8-f3a7,Nemesis force weapon,melee,4,3+,6,-2,2,Psychic,,,,,,,,,Imperium - Agents of the Imperium.cat
15c0-9294-7eb8-f3a7:ranged:psycannon,15c0-9294-7eb8-f3a7,Psycannon,ranged,3,3+,8,-1,2,Psychic,24,,,,,,,,Imperium - Agents of the Imperium.cat
15c0-9294-7eb8-f3a7:ranged:psilencer,15c0-9294-7eb8-f3a7,Psilencer,ranged,6,3+,5,0,1,"Psychic, Sustained Hits 1",24,,,,,,,,Imperium - Agents of the Imperium.cat
15c0-9294-7eb8-f3a7:ranged:incinerator,15c0-9294-7eb8-f3a7,Incinerator,ranged,D6,N/A,6,-1,1,"Ignores Cover, Torrent",12,,,,,,,,Imperium - Agents of the Imperium.cat
15c0-9294-7eb8-f3a7:ranged:storm-bolter,15c0-9294-7eb8-f3a7,Storm bolter,ranged,2,3+,4,0,1,Rapid Fire 2,24,,,,,,,,Imperium - Agents of the Imperium.cat
ede2-ae50-5f5b-cced:ranged:hunter-killer-missile,ede2-ae50-5f5b-cced,Hunter-killer missile,ranged,1,2+,14,-3,D6,One Shot,48,,,,,,,,Imperium - Agents of the Imperium.cat
ede2-ae50-5f5b-cced:melee:armoured-tracks,ede2-ae50-5f5b-cced,Armoured tracks,melee,3,4+,6,0,1,-,,,,,,,,,Imperium - Agents of the Imperium.cat
ede2-ae50-5f5b-cced:ranged:heavy-flamer,ede2-ae50-5f5b-cced,Heavy flamer,ranged,D6,N/A,5,-1,1,"Ignores Cover, Torrent",12,,,,,,,,Imperium - Agents of the Imperium.cat
ede2-ae50-5f5b-cced:ranged:heavy-bolter,ede2-ae50-5f5b-cced,Heavy bolter,ranged,3,4+,5,-1,2,Sustained Hits 1,36,,,,,,,,Imperium - Agents of the Imperium.cat
ede2-ae50-5f5b-cced:ranged:multi-laser,ede2-ae50-5f5b-cced,Multi-laser,ranged,4,4+,6,0,1,-,36,,,,,,,,Imperium - Agents of the Imperium.cat
ede2-ae50-5f5b-cced:ranged:heavy-stubber,ede2-ae50-5f5b-cced,Heavy stubber,ranged,3,4+,4,0,1,Rapid Fire 3,36,,,,,,,,Imperium - Agents of the Imperium.cat
ede2-ae50-5f5b-cced:ranged:storm-bolter,ede2-ae50-5f5b-cced,Storm bolter,ranged,2,4+,4,0,1,Rapid Fire 2,24,,,,,,,,Imperium - Agents of the Imperium.cat
ede2-ae50-5f5b-cced:ranged:lasgun-array,ede2-ae50-5f5b-cced,Lasgun array,ranged,6,4+,3,0,1,Rapid Fire 6,24,,,,,,,,Imperium - Agents of the Imperium.cat
cbbd-8e0a-fd90-fa0d:ranged:hunter-killer-missile,cbbd-8e0a-fd90-fa0d,Hunter-killer missile,ranged,1,2+,14,-3,D6,One Shot,48,,,,,,,,Imperium - Agents of the Imperium.cat
cbbd-8e0a-fd90-fa0d:melee:armoured-tracks,cbbd-8e0a-fd90-fa0d,Armoured tracks,melee,3,4+,6,0,1,-,,,,,,,,,Imperium - Agents of the Imperium.cat
cbbd-8e0a-fd90-fa0d:ranged:storm-bolter,cbbd-8e0a-fd90-fa0d,Storm bolter,ranged,2,3+,4,0,1,Rapid Fire 2,24,,,,,,,,Imperium - Agents of the Imperium.cat
73fc-a193-7da1-d9c4:melee:close-combat-weapon,73fc-a193-7da1-d9c4,Close combat weapon,melee,1,4+,3,-1,1,-,,,,,,,,,Imperium - Agents of the Imperium.cat
73fc-a193-7da1-d9c4:ranged:bolt-pistol,73fc-a193-7da1-d9c4,Bolt pistol,ranged,1,3+,4,0,1,Pistol,12,,,,,,,,Imperium - Agents of the Imperium.cat
73fc-a193-7da1-d9c4:ranged:ministorum-flamer,73fc-a193-7da1-d9c4,Ministorum flamer,ranged,D6,N/A,5,0,1,"Ignores Cover, Torrent",12,,,,,,,,Imperium - Agents of the Imperium.cat
73fc-a193-7da1-d9c4:ranged:meltagun,73fc-a193-7da1-d9c4,Meltagun,ranged,1,3+,9,-4,D6,Melta 2,12,,,,,,,,Imperium - Agents of the Imperium.cat
73fc-a193-7da1-d9c4:ranged:artificer-crafted-storm-bolter,73fc-a193-7da1-d9c4,Artificer-crafted storm bolter,ranged,2,3+,4,0,2,Rapid Fire 2,24,,,,,,,,Imperium - Agents of the Imperium.cat
73fc-a193-7da1-d9c4:ranged:multi-melta,73fc-a193-7da1-d9c4,Multi-melta,ranged,2,4+,9,-4,D6,"Heavy, Melta 2",18,,,,,,,,Imperium - Agents of the Imperium.cat
73fc-a193-7da1-d9c4:ranged:heavy-bolter,73fc-a193-7da1-d9c4,Heavy bolter,ranged,3,4+,5,-1,2,"Heavy, Sustained Hits 1",36,,,,,,,,Imperium - Agents of the Imperium.cat
73fc-a193-7da1-d9c4:ranged:ministorum-heavy-flamer,73fc-a193-7da1-d9c4,Ministorum heavy flamer,ranged,D6,N/A,6,-1,1,"Ignores Cover, Torrent",12,,,,,,,,Imperium - Agents of the Imperium.cat
73fc-a193-7da1-d9c4:ranged:boltgun,73fc-a193-7da1-d9c4,Boltgun,ranged,1,3+,4,0,1,Rapid Fire 1,24,,,,,,,,Imperium - Agents of the Imperium.cat
73fc-a193-7da1-d9c4:ranged:➤-plasma-pistol---supercharge,73fc-a193-7da1-d9c4,➤ Plasma pistol - supercharge,ranged,1,3+,8,-3,2,"Hazardous, Pistol",12,,,,,,,,Imperium - Agents of the Imperium.cat
73fc-a193-7da1-d9c4:ranged:➤-plasma-pistol---standard,73fc-a193-7da1-d9c4,➤ Plasma pistol - standard,ranged,1,3+,7,-2,1,Pistol,12,,,,,,,,Imperium - Agents of the Imperium.cat
73fc-a193-7da1-d9c4:ranged:inferno-pistol,73fc-a193-7da1-d9c4,Inferno pistol,ranged,1,3+,8,-4,D3,"Melta 2, Pistol",6,,,,,,,,Imperium - Agents of the Imperium.cat
73fc-a193-7da1-d9c4:ranged:ministorum-hand-flamer,73fc-a193-7da1-d9c4,Ministorum hand flamer,ranged,D6,N/A,4,0,1,"Ignores Cover, Pistol, Torrent",12,,,,,,,,Imperium - Agents of the Imperium.cat
73fc-a193-7da1-d9c4:ranged:combi-weapon,73fc-a193-7da1-d9c4,Combi-weapon,ranged,1,4+,4,0,1,"Anti-Infantry 4+, Devastating Wounds, Rapid Fire 1",24,,,,,,,,Imperium - Agents of the Imperium.cat
73fc-a193-7da1-d9c4:ranged:condemnor-boltgun,73fc-a193-7da1-d9c4,Condemnor boltgun,ranged,1,3+,4,0,1,"Anti-Psyker 2+, Devastating Wounds, Precision, Rapid Fire 1",24,,,,,,,,Imperium - Agents of the Imperium.cat
73fc-a193-7da1-d9c4:melee:power-weapon,73fc-a193-7da1-d9c4,Power weapon,melee,2,4+,4,-2,1,-,,,,,,,,,Imperium - Agents of the Imperium.cat
73fc-a193-7da1-d9c4:melee:chainsword,73fc-a193-7da1-d9c4,Chainsword,melee,3,4+,3,-1,1,-,,,,,,,,,Imperium - Agents of the Imperium.cat
a5c9-2cb7-d874-8169:ranged:hunter-killer-missile,a5c9-2cb7-d874-8169,Hunter-killer missile,ranged,1,2+,14,-3,D6,One Shot,48,,,,,,,,Imperium - Agents of the Imperium.cat
a5c9-2cb7-d874-8169:ranged:heavy-bolter,a5c9-2cb7-d874-8169,Heavy bolter,ranged,3,4+,5,-1,2,Sustained Hits 1,36,,,,,,,,Imperium - Agents of the Imperium.cat
a5c9-2cb7-d874-8169:melee:armoured-tracks,a5c9-2cb7-d874-8169,Armoured tracks,melee,3,4+,6,0,1,-,,,,,,,,,Imperium - Agents of the Imperium.cat
a5c9-2cb7-d874-8169:ranged:twin-multi-melta,a5c9-2cb7-d874-8169,Twin multi-melta,ranged,2,3+,9,-4,D6,"Melta 2, Twin-Linked",18,,,,,,,,Imperium - Agents of the Imperium.cat
a5c9-2cb7-d874-8169:ranged:twin-heavy-bolter,a5c9-2cb7-d874-8169,Twin heavy bolter,ranged,3,3+,5,-1,2,"Sustained Hits 2, Twin-Linked",36,,,,,,,,Imperium - Agents of the Imperium.cat
a5c9-2cb7-d874-8169:ranged:immolation-flamers,a5c9-2cb7-d874-8169,Immolation flamers,ranged,2D6,N/A,6,-1,1,"Ignores Cover, Torrent",18,,,,,,,,Imperium - Agents of the Imperium.cat
fac5-a242-951a-e1b2:melee:warp-grasp,fac5-a242-951a-e1b2,Warp grasp,melee,4,3+,4,-2,1,"Lethal Hits, Psychic",,,,,,,,,Imperium - Agents of the Imperium.cat
fac5-a242-951a-e1b2:ranged:unholy-gaze,fac5-a242-951a-e1b2,Unholy gaze,ranged,3,4+,8,-2,D3,Psychic,18,,,,,,,,Imperium - Agents of the Imperium.cat
6ee6-7993-3d63-826c:melee:warp-grasp,6ee6-7993-3d63-826c,Warp grasp,melee,4,3+,4,-2,1,"Lethal Hits, Psychic",,,,,,,,,Imperium - Agents of the Imperium.cat
6ee6-7993-3d63-826c:ranged:unholy-gaze,6ee6-7993-3d63-826c,Unholy gaze,ranged,3,4+,8,-2,D3,Psychic,18,,,,,,,,Imperium - Agents of the Imperium.cat
bd54-3e9f-3f7d-ad5a:ranged:jokaero-weapons---focused,bd54-3e9f-3f7d-ad5a,Jokaero weapons - focused,ranged,1,4+,10,-1,3,-,24,,,,,,,,Imperium - Agents of the Imperium.cat
bd54-3e9f-3f7d-ad5a:ranged:jokaero-weapons---scattered,bd54-3e9f-3f7d-ad5a,Jokaero weapons - scattered,ranged,D6,N/A,4,0,1,Torrent,12,,,,,,,,Imperium - Agents of the Imperium.cat
bd54-3e9f-3f7d-ad5a:melee:close-combat-weapon,bd54-3e9f-3f7d-ad5a,Close combat weapon,melee,2,5+,4,0,1,-,,,,,,,,,Imperium - Agents of the Imperium.cat
8b98-0ac7-a0ba-dedf:ranged:stormstrike-missile-launcher,8b98-0ac7-a0ba-dedf,Stormstrike missile launcher,ranged,1,3+,10,-2,3,-,48,,,,,,,,Imperium - Agents of the Imperium.cat
8b98-0ac7-a0ba-dedf:ranged:blackstar-rocket-launcher,8b98-0ac7-a0ba-dedf,Blackstar rocket launcher,ranged,D6+1,3+,5,0,1,Blast,30,,,,,,,,Imperium - Agents of the Imperium.cat
8b98-0ac7-a0ba-dedf:ranged:twin-lascannon,8b98-0ac7-a0ba-dedf,Twin lascannon,ranged,1,3+,12,-3,D6+1,Twin-Linked,48,,,,,,,,Imperium - Agents of the Imperium.cat
8b98-0ac7-a0ba-dedf:ranged:twin-assault-cannon,8b98-0ac7-a0ba-dedf,Twin assault cannon,ranged,6,3+,6,0,1,"Devastating Wounds, Twin-Linked",24,,,,,,,,Imperium - Agents of the Imperium.cat
8b98-0ac7-a0ba-dedf:ranged:hurricane-bolter,8b98-0ac7-a0ba-dedf,Hurricane bolter,ranged,6,3+,4,0,1,"Rapid Fire 6, Twin-Linked",24,,,,,,,,Imperium - Agents of the Imperium.cat
8b98-0ac7-a0ba-dedf:melee:armoured-hull,8b98-0ac7-a0ba-dedf,Armoured hull,melee,3,4+,6,0,1,-,,,,,,,,,Imperium - Agents of the Imperium.cat
0744-61ce-619d-ffe1:melee:deathwatch-thunder-hammer,0744-61ce-619d-ffe1,Deathwatch thunder hammer,melee,3,4+,10,-2,3,Devastating Wounds,,,,,,,,,Imperium - Agents of the Imperium.cat
0744-61ce-619d-ffe1:melee:black-shield-blades,0744-61ce-619d-ffe1,Black Shield blades,melee,4,3+,5,-2,1,Twin-linked,,,,,,,,,Imperium - Agents of the Imperium.cat
0744-61ce-619d-ffe1:ranged:stalker-pattern-boltgun,0744-61ce-619d-ffe1,Stalker-pattern boltgun,ranged,1,3+,4,-1,2,"Heavy, Precision",24,,,,,,,,Imperium - Agents of the Imperium.cat
0744-61ce-619d-ffe1:melee:close-combat-weapon,0744-61ce-619d-ffe1,Close combat weapon,melee,3,3+,4,0,1,-,,,,,,,,,Imperium - Agents of the Imperium.cat
0744-61ce-619d-ffe1:ranged:➤-infernus-heavy-bolter---heavy-bolter,0744-61ce-619d-ffe1,➤ Infernus heavy bolter - heavy bolter,ranged,3,4+,5,-1,2,"Heavy, Sustained Hits 1",36,,,,,,,,Imperium - Agents of the Imperium.cat
0744-61ce-619d-ffe1:ranged:➤-infernus-heavy-bolter---heavy-flamer,0744-61ce-619d-ffe1,➤ Infernus heavy bolter - heavy flamer,ranged,D6,N/A,5,-1,1,"Ignores cover, Torrent",12,,,,,,,,Imperium - Agents of the Imperium.cat
0744-61ce-619d-ffe1:ranged:frag-cannon,0744-61ce-619d-ffe1,Frag cannon,ranged,D3,4+,7,-1,2,"Blast, Heavy, Rapid Fire D3",18,,,,,,,,Imperium - Agents of the Imperium.cat
0744-61ce-619d-ffe1:ranged:deathwatch-shotgun,0744-61ce-619d-ffe1,Deathwatch shotgun,ranged,2,3+,4,0,2,Assault,18,,,,,,,,Imperium - Agents of the Imperium.cat
0744-61ce-619d-ffe1:melee:power-weapon,0744-61ce-619d-ffe1,Power weapon,melee,3,3+,5,-2,1,-,,,,,,,,,Imperium - Agents of the Imperium.cat
0744-61ce-619d-ffe1:melee:xenophase-blade,0744-61ce-619d-ffe1,Xenophase blade,melee,4,3+,5,-2,1,Devastating Wounds,,,,,,,,,Imperium - Agents of the Imperium.cat
0744-61ce-619d-ffe1:ranged:boltgun,0744-61ce-619d-ffe1,Boltgun,ranged,2,3+,4,0,1,-,24,,,,,,,,Imperium - Agents of the Imperium.cat
0744-61ce-619d-ffe1:ranged:combi-weapon,0744-61ce-619d-ffe1,Combi-weapon,ranged,1,4+,4,0,1,"Anti-Infantry 4+, Devastating Wounds, Rapid Fire 1",24,,,,,,,,Imperium - Agents of the Imperium.cat
0b74-440c-ee1d-ca50:melee:power-weapon,0b74-440c-ee1d-ca50,Power weapon,melee,3,3+,5,-2,1,-,,,,,,,,,Imperium - Agents of the Imperium.cat
0b74-440c-ee1d-ca50:ranged:storm-bolter,0b74-440c-ee1d-ca50,Storm bolter,ranged,2,3+,4,0,1,Rapid Fire 2,24,,,,,,,,Imperium - Agents of the Imperium.cat
0b74-440c-ee1d-ca50:ranged:➤-cyclone-missile-launcher---frag,0b74-440c-ee1d-ca50,➤ Cyclone missile launcher - frag,ranged,2D6,3+,4,0,1,Blast,36,,,,,,,,Imperium - Agents of the Imperium.cat
0b74-440c-ee1d-ca50:ranged:➤-cyclone-missile-launcher---krak,0b74-440c-ee1d-ca50,➤ Cyclone missile launcher - krak,ranged,2,3+,9,-2,D6,-,36,,,,,,,,Imperium - Agents of the Imperium.cat
0b74-440c-ee1d-ca50:melee:chainfist,0b74-440c-ee1d-ca50,Chainfist,melee,3,4+,8,-2,2,Anti-Vehicle 3+,,,,,,,,,Imperium - Agents of the Imperium.cat
0b74-440c-ee1d-ca50:ranged:➤-plasma-cannon---standard,0b74-440c-ee1d-ca50,➤ Plasma cannon - standard,ranged,D3,4+,7,-2,1,"Blast, Heavy",36,,,,,,,,Imperium - Agents of the Imperium.cat
0b74-440c-ee1d-ca50:ranged:➤-plasma-cannon---supercharge,0b74-440c-ee1d-ca50,➤ Plasma cannon - supercharge,ranged,D3,4+,8,-3,2,"Blast, Hazardous, Heavy",36,,,,,,,,Imperium - Agents of the Imperium.cat
0b74-440c-ee1d-ca50:ranged:heavy-flamer,0b74-440c-ee1d-ca50,Heavy flamer,ranged,D6,N/A,5,-1,1,"Ignores Cover, Torrent",12,,,,,,,,Imperium - Agents of the Imperium.cat
0b74-440c-ee1d-ca50:ranged:assault-cannon,0b74-440c-ee1d-ca50,Assault cannon,ranged,6,3+,6,0,1,Devastating Wounds,24,,,,,,,,Imperium - Agents of the Imperium.cat
0b74-440c-ee1d-ca50:melee:power-fist,0b74-440c-ee1d-ca50,Power Fist,melee,3,3+,8,-2,2,-,,,,,,,,,Imperium - Agents of the Imperium.cat
0b74-440c-ee1d-ca50:melee:thunder-hammer,0b74-440c-ee1d-ca50,Thunder hammer,melee,3,4+,8,-2,2,Devastating Wounds,,,,,,,,,Imperium - Agents of the Imperium.cat
0b74-440c-ee1d-ca50:melee:twin-lightning-claws,0b74-440c-ee1d-ca50,Twin lightning claws,melee,5,3+,5,-2,1,Twin-Linked,,,,,,,,,Imperium - Agents of the Imperium.cat
edce-f61c-8029-897f:ranged:➤-plasma-incinerator---standard,edce-f61c-8029-897f,➤ Plasma incinerator - Standard,ranged,2,3+,7,-2,1,"Assault, Heavy",24,,,,,,,,Imperium - Agents of the Imperium.cat
edce-f61c-8029-897f:ranged:➤-plasma-incinerator---supercharge,edce-f61c-8029-897f,➤ Plasma incinerator - Supercharge,ranged,2,3+,8,-3,2,"Assault, Hazardous, Heavy",24,,,,,,,,Imperium - Agents of the Imperium.cat
edce-f61c-8029-897f:ranged:bolt-pistol,edce-f61c-8029-897f,Bolt pistol,ranged,1,3+,4,0,1,Pistol,12,,,,,,,,Imperium - Agents of the Imperium.cat
edce-f61c-8029-897f:melee:close-combat-weapon,edce-f61c-8029-897f,Close combat weapon,melee,3,3+,4,0,1,-,,,,,,,,,Imperium - Agents of the Imperium.cat
edce-f61c-8029-897f:ranged:➤-plasma-pistol---standard,edce-f61c-8029-897f,➤ Plasma pistol - Standard,ranged,1,3+,7,-2,1,Pistol,12,,,,,,,,Imperium - Agents of the Imperium.cat
edce-f61c-8029-897f:ranged:➤-plasma-pistol---supercharge,edce-f61c-8029-897f,➤ Plasma pistol - Supercharge,ranged,1,3+,8,-3,2,"Hazardous, Pistol",12,,,,,,,,Imperium - Agents of the Imperium.cat
edce-f61c-8029-897f:melee:astartes-chainsword,edce-f61c-8029-897f,Astartes chainsword,melee,4,4+,4,-1,1,-,,,,,,,,,Imperium - Agents of the Imperium.cat
edce-f61c-8029-897f:ranged:twin-bolt-rifle,edce-f61c-8029-897f,Twin Bolt Rifle,ranged,2,3+,4,-1,1,Twin-Linked,24,,,,,,,,Imperium - Agents of the Imperium.cat
edce-f61c-8029-897f:ranged:heavy-bolt-pistol,edce-f61c-8029-897f,Heavy bolt pistol,ranged,1,3+,4,-1,1,Pistol,12,,,,,,,,Imperium - Agents of the Imperium.cat
edce-f61c-8029-897f:ranged:long-vigil-ranged-weapon,edce-f61c-8029-897f,Long Vigil ranged weapon,ranged,1,4+,4,0,1,"Anti-Infantry 4+, Devastating Wounds, Rapid Fire 1",24,,,,,,,,Imperium - Agents of the Imperium.cat
edce-f61c-8029-897f:melee:long-vigil-melee-weapon,edce-f61c-8029-897f,Long Vigil melee weapon,melee,3,3+,5,-2,1,-,,,,,,,,,Imperium - Agents of the Imperium.cat
edce-f61c-8029-897f:ranged:bolt-rifle,edce-f61c-8029-897f,Bolt Rifle,ranged,2,3+,4,-1,1,"Assault, Heavy",24,,,,,,,,Imperium - Agents of the Imperium.cat
edce-f61c-8029-897f:ranged:hand-flamer,edce-f61c-8029-897f,Hand Flamer,ranged,D6,N/A,3,0,1,"Ignores Cover, Pistol, Torrent",12,,,,,,,,Imperium - Agents of the Imperium.cat
c538-aaf0-5788-5c07:melee:close-combat-weapon,c538-aaf0-5788-5c07,Close combat weapon,melee,3,3+,4,0,1,-,,,,,,,,,Imperium - Agents of the Imperium.cat
c538-aaf0-5788-5c07:ranged:➤-plasma-exterminators---standard,c538-aaf0-5788-5c07,➤ Plasma exterminators - Standard,ranged,2,3+,7,-2,2,"Assault, Pistol, Twin-Linked",18,,,,,,,,Imperium - Agents of the Imperium.cat
c538-aaf0-5788-5c07:ranged:➤-plasma-exterminators---supercharge,c538-aaf0-5788-5c07,➤ Plasma exterminators - Supercharge,ranged,2,3+,8,-3,3,"Assault, Hazardous, Pistol, Twin-Linked",18,,,,,,,,Imperium - Agents of the Imperium.cat
c538-aaf0-5788-5c07:ranged:assault-bolters,c538-aaf0-5788-5c07,Assault bolters,ranged,3,3+,5,-1,2,"Assault, Pistol, Sustained Hits 2, Twin-Linked",18,,,,,,,,Imperium - Agents of the Imperium.cat
c538-aaf0-5788-5c07:ranged:multi-melta,c538-aaf0-5788-5c07,Multi-melta,ranged,2,4+,9,-4,D6,"Heavy, Melta 2",18,,,,,,,,Imperium - Agents of the Imperium.cat
c538-aaf0-5788-5c07:ranged:bolt-pistol,c538-aaf0-5788-5c07,Bolt pistol,ranged,1,3+,4,0,1,Pistol,12,,,,,,,,Imperium - Agents of the Imperium.cat
c538-aaf0-5788-5c07:ranged:melta-rifle,c538-aaf0-5788-5c07,Melta rifle,ranged,1,3+,9,-4,D6,"Heavy, Melta 2",18,,,,,,,,Imperium - Agents of the Imperium.cat
c538-aaf0-5788-5c07:ranged:fragstorm-grenade-launcher,c538-aaf0-5788-5c07,Fragstorm grenade launcher,ranged,D6,3+,4,0,1,Blast,18,,,,,,,,Imperium - Agents of the Imperium.cat
c538-aaf0-5788-5c07:melee:power-fists,c538-aaf0-5788-5c07,Power fists,melee,3,4+,8,-2,2,Twin-Linked,,,,,,,,,Imperium - Agents of the Imperium.cat
c538-aaf0-5788-5c07:ranged:auto-boltstorm-gauntlets,c538-aaf0-5788-5c07,Auto boltstorm gauntlets,ranged,3,3+,4,0,1,Twin-Linked,18,,,,,,,,Imperium - Agents of the Imperium.cat
c538-aaf0-5788-5c07:ranged:flamestorm-gauntlets,c538-aaf0-5788-5c07,Flamestorm gauntlets,ranged,D6+1,N/A,4,0,1,"Ignores Cover, Torrent, Twin-Linked",12,,,,,,,,Imperium - Agents of the Imperium.cat
c538-aaf0-5788-5c07:ranged:heavy-bolter,c538-aaf0-5788-5c07,Heavy Bolter,ranged,3,4+,5,-1,2,"Assault, Heavy, Sustained Hits 1",36,,,,,,,,Imperium - Agents of the Imperium.cat
