unit_id,faction,name,toughness,save,invulnerable_save,wounds,move,leadership,objective_control,points,models_min,models_max,feel_no_pain,damage_cap,selection_type,source_file
8b13-7c06-de12-4227,Imperium - Astra Militarum - Library,Arvus Lighter [Legends],8,3+,,8,"20+""",7+,0,95,1,1,,,model,Imperium - Astra Militarum - Library.cat
4946-40d2-ee8b-a71c,Imperium - Astra Militarum - Library,Vendetta Gunship [Legends],10,2+,,14,"20+""",7,0,255,1,1,,,model,Imperium - Astra Militarum - Library.cat
92a9-a820-b7f-7dc2,Imperium - Astra Militarum - Library,Minotaur [Legends],11,2+,,18,"10""",7+,5,225,1,1,,,model,Imperium - Astra Militarum - Library.cat
d58c-e97f-5062-d9e1,Imperium - Astra Militarum - Library,Death Rider Commissar [Legends],4,4+,,4,"12""",6+,1,35,1,1,,,model,Imperium - Astra Militarum - Library.cat
8cc1-8512-710f-f15f,Imperium - Astra Militarum - Library,Sentinel Powerlifter [Legends],7,3+,,6,"8""",7+,2,55,1,1,,,model,Imperium - Astra Militarum - Library.cat
adbb-4624-738f-61ec,Imperium - Astra Militarum - Library,Manticore Platform [Legends],8,3+,,8,-,7+,2,95,1,1,,,model,Imperium - Astra Militarum - Library.cat
f46c-76ef-3d9c-98ea,Imperium - Astra Militarum - Library,Hydra Platform [Legends],8,3+,,8,-,7+,2,95,1,1,,,model,Imperium - Astra Militarum - Library.cat
7be8-bfe0-6416-8ed7,Imperium - Astra Militarum - Library,Griffon Mortar Carrier [Legends],9,3+,,11,"10""",7+,3,115,1,1,,,model,Imperium - Astra Militarum - Library.cat
cb82-5250-6959-d2c3,Imperium - Astra Militarum - Library,Earthshaker Platform [Legends],8,3+,,8,-,7+,2,110,1,1,,,model,Imperium - Astra Militarum - Library.cat
73b2-edbf-eec3-563d,Imperium - Astra Militarum - Library,Salamander Scout Vehicle [Legends],8,3+,,10,"12""",7+,3,95,1,1,,,model,Imperium - Astra Militarum - Library.cat
6800-f1ce-7deb-d9eb,Imperium - Astra Militarum - Library,Tauros Assault Vehicle [Legends],6,4+,,6,"12""",7+,2,50,1,1,,,model,Imperium - Astra Militarum - Library.cat
a95f-9dd6-de66-fa59,Imperium - Astra Militarum - Library,Tauros Venator [Legends],6,4+,,6,"12""",7+,2,50,1,1,,,model,Imperium - Astra Militarum - Library.cat
9fb1-876b-ac2d-6c9b,Imperium - Astra Militarum - Library,Salamander Command Vehicle [Legends],8,3+,,10,"12""",7+,3,80,1,1,,,model,Imperium - Astra Militarum - Library.cat
59c4-e4de-fe70-b221,Imperium - Astra Militarum - Library,Arkurian Stormhammer [Legends],13,2+,,24,"9""",7+,8,480,1,1,,,model,Imperium - Astra Militarum - Library.cat
b6a7-4d64-1155-70c1,Imperium - Astra Militarum - Library,Storm Chimera [Legends],9,3+,,11,"10""",7+,2,90,1,1,,,model,Imperium - Astra Militarum - Library.cat
aa9f-f137-1638-0369,Imperium - Astra Militarum - Library,Tempestus Aquilons,3,4+,,1,"6""",7+,1,100,9,9,,,unit,Imperium - Astra Militarum - Library.cat
8293-a070-2c87-de30,Imperium - Astra Militarum - Library,Ratlings,2,6+,,1,"6""",8+,1,60,5,11,,,unit,Imperium - Astra Militarum - Library.cat
fbcd-274b-0196-b4f6,Imperium - Astra Militarum - Library,Krieg Command Squad,3,5+,,3,"6""",6+,1,65,6,6,,,unit,Imperium - Astra Militarum - Library.cat
9033-d07c-3e1c-f6f0,Imperium - Astra Militarum - Library,Lord Marshal Dreir,4,4+,,6,"10""",7+,2,100,1,1,,,model,Imperium - Astra Militarum - Library.cat
7d22-9fb6-a7e0-c21b,Imperium - Astra Militarum - Library,Catachan Command Squad,3,5+,,1,"6""",7+,1,65,4,4,,,unit,Imperium - Astra Militarum - Library.cat
78b6-f280-bba9-0594,Imperium - Astra Militarum - Library,Rogal Dorn Commander,12,2+,,18,"10""",7+,5,290,1,1,,,model,Imperium - Astra Militarum - Library.cat
ba72-7b05-33c9-a1c0,Imperium - Astra Militarum - Library,Ministorum Priest,3,6+,,3,"6""",7+,1,35,1,1,,,model,Imperium - Astra Militarum - Library.cat
1669-d311-eff9-243b,Imperium - Astra Militarum - Library,Krieg Heavy Weapons Squad,3,5+,,1,"6""",7+,1,75,3,3,,,unit,Imperium - Astra Militarum - Library.cat
0595-6d6c-a783-12ab,Imperium - Astra Militarum - Library,Artillery Team,7,3+,,10,"3""",7+,3,95,1,1,,,model,Imperium - Astra Militarum - Library.cat
f4d1-cea9-f487-4501,Imperium - Astra Militarum - Library,Provisionally Prepared [Legends],2,6+,,2,"6""",8+,2,40,1,1,,,model,Imperium - Astra Militarum - Library.cat
2408-cf76-fe11-c6da,Imperium - Astra Militarum - Library,Hell's Last [Legends],3,5+,,3,"6""",7+,1,80,5,5,,,unit,Imperium - Astra Militarum - Library.cat
4fc5-184d-b305-3551,Imperium - Astra Militarum - Library,Front-line Commander [Crucible],3,5+,,4,"6""",7+,1,55,1,1,,,model,Imperium - Astra Militarum - Library.cat
7280-8daf-312a-b01d,Imperium - Astra Militarum - Library,Augmented Bone 'Ead [Crucible],3,4+,,3,"6""",6+,1,60,1,1,,,model,Imperium - Astra Militarum - Library.cat
a040-9715-5d3a-52af,Imperium - Astra Militarum - Library,Sentinel Commander [Crucible],7,3+,,7,"10""",7+,2,75,1,1,,,model,Imperium - Astra Militarum - Library.cat
3962-1fa9-7088-aedd,Imperium - Astra Militarum - Library,Commissar Yarrick,4,4+,,5,"6""",6+,1,150,1,1,,,model,Imperium - Astra Militarum - Library.cat
50b8-1f13-9807-0069,Imperium - Astra Militarum - Library,Commissar Graves,8,3+,,12,"12""",6+,5,110,1,1,,,model,Imperium - Astra Militarum - Library.cat
d624-2be1-87a3-41ca,Imperium - Astra Militarum - Library,Commissar Graves on Foot,3,4+,,4,"6""",6+,1,65,1,1,,,model,Imperium - Astra Militarum - Library.cat
c871-4769-71ed-c4b3,Imperium - Astra Militarum - Library,Centaur RSV,7,3+,,10,"12""",7+,2,85,1,1,,,model,Imperium - Astra Militarum - Library.cat
8165-e372-4fd6-3274,Imperium - Adeptus Astartes - Black Templars,Chaplain Grimaldus,4,3+,,1,"6""",8+,1,110,4,4,,,unit,Imperium - Black Templars.cat
da8a-de9f-1fe7-2513,Imperium - Adeptus Astartes - Black Templars,High Marshal Helbrecht,4,2+,,6,"6""",6+,3,120,1,1,,,model,Imperium - Black Templars.cat
8bbe-e7fc-44b7-ed94,Imperium - Adeptus Astartes - Black Templars,Crusader Squad,4,3+,,2,"6""",6+,2,150,19,39,,,unit,Imperium - Black Templars.cat
206c-6b4d-4aaa-7e79,Imperium - Adeptus Astartes - Black Templars,Sword Brethren Squad,4,3+,,3,"6""",6+,1,105,4,10,,,unit,Imperium - Black Templars.cat
ca2f-f408-c1bd-b87f,Imperium - Adeptus Astartes - Black Templars,Emperor's Champion,4,2+,,5,"8""",6+,1,100,1,1,,,model,Imperium - Black Templars.cat
2da2-ad08-6057-5a1c,Imperium - Adeptus Astartes - Black Templars,Crusader Squad [Legends],4,4+,,2,"6""",6+,2,85,4,9,,,unit,Imperium - Black Templars.cat
7dec-dc3d-c40a-8ce,Imperium - Adeptus Astartes - Black Templars,Gladiator Lancer,10,3+,,12,"10""",6+,3,160,1,1,,,model,Imperium - Black Templars.cat
bfb6-4320-74cf-bbda,Imperium - Adeptus Astartes - Black Templars,Gladiator Reaper,10,3+,,12,"10""",6+,3,160,1,1,,,model,Imperium - Black Templars.cat
5704-ffe4-4a53-8789,Imperium - Adeptus Astartes - Black Templars,Gladiator Valiant,10,3+,,12,"10""",6+,3,150,1,1,,,model,Imperium - Black Templars.cat
fa27-4bc1-72c9-894f,Imperium - Adeptus Astartes - Black Templars,Impulsor,9,3+,,11,"12""",6+,2,85,1,1,,,model,Imperium - Black Templars.cat
c3e8-3cde-8b39-4b19,Imperium - Adeptus Astartes - Black Templars,Repulsor,12,3+,,16,"10""",6+,5,180,1,1,,,model,Imperium - Black Templars.cat
a344-192f-aae2-16e5,Imperium - Adeptus Astartes - Black Templars,Repulsor Executioner,12,3+,,16,"10""",6+,5,235,1,1,,,model,Imperium - Black Templars.cat
f151-e676-d3b8-200c,Imperium - Adeptus Astartes - Black Templars,Castellan,4,3+,,4,"6""",6+,1,70,1,1,,,model,Imperium - Black Templars.cat
68dd-5f49-4f17-cd84,Imperium - Adeptus Astartes - Black Templars,Marshal,4,3+,,5,"6""",6+,1,80,1,1,,,model,Imperium - Black Templars.cat
ea3d-f2b8-cce7-0762,Imperium - Adeptus Astartes - Black Templars,Execrator,4,3+,,4,"6""",5+,1,60,1,1,,,model,Imperium - Black Templars.cat
dca2-b12f-d1a9-5822,Imperium - Adeptus Astartes - Black Templars,Crusade Ancient,4,3+,,4,"6""",6+,1,55,1,1,,,model,Imperium - Black Templars.cat
8525-2de1-14fd-c1f5,Imperium - Adeptus Astartes - Black Templars,Land Raider Crusader,12,2+,,16,"12""",6+,5,220,1,1,,,model,Imperium - Black Templars.cat
a499-86fa-4d0c-b06d,Imperium - Adeptus Astartes - Black Templars,Sternguard Veteran Squad,4,3+,,2,"6""",6+,1,85,6,11,,,unit,Imperium - Black Templars.cat
80ad-6e62-65e3-e667,Imperium - Adeptus Astartes - Black Templars,Terminator Squad,5,2+,,3,"5""",6+,1,175,6,11,,,unit,Imperium - Black Templars.cat
85b9-b304-a55c-30ef,Imperium - Adeptus Astartes - Black Templars,Emperor's Champion (Anointed),4,2+,,5,"8""",6+,1,100,1,1,,,model,Imperium - Black Templars.cat
f943-72c8-581c-e6f2,Imperium - Adeptus Astartes - Blood Angels,Astorath,4,2+,,5,"12""",5+,1,85,1,1,,,model,Imperium - Blood Angels.cat
640-9969-d5b9-875c,Imperium - Adeptus Astartes - Blood Angels,Baal Predator,10,3+,,11,"12""",6+,3,125,1,1,,,model,Imperium - Blood Angels.cat
8d87-ee8a-6af4-3715,Imperium - Adeptus Astartes - Blood Angels,Brother Corbulo [Legends],4,3+,,4,"6""",6+,1,75,1,1,,,model,Imperium - Blood Angels.cat
ae0a-e23c-2184-7c65,Imperium - Adeptus Astartes - Blood Angels,Captain Tycho [Legends],4,2+,,4,"6""",6+,1,75,1,1,,,model,Imperium - Blood Angels.cat
8577-8a5d-75f6-a630,Imperium - Adeptus Astartes - Blood Angels,Tycho the Lost [Legends],4,2+,,4,"6""",6+,1,90,1,1,,,model,Imperium - Blood Angels.cat
ab35-2c36-9389-d1d5,Imperium - Adeptus Astartes - Blood Angels,Chief Librarian Mephiston,5,2+,,6,"7""",6+,1,120,1,1,,,model,Imperium - Blood Angels.cat
7323-ebf-9afe-7e7a,Imperium - Adeptus Astartes - Blood Angels,Commander Dante,4,2+,,6,"12""",6+,1,120,1,1,,,model,Imperium - Blood Angels.cat
e7ee-e70-bd87-7c5c,Imperium - Adeptus Astartes - Blood Angels,Death Company Dreadnought with Magna-Grapple [Legends],9,2+,,8,"8""",6+,3,145,1,1,,,model,Imperium - Blood Angels.cat
bb83-db85-6ce1-9a61,Imperium - Adeptus Astartes - Blood Angels,Death Company Intercessors,4,3+,,2,"6""",6+,1,75,5,10,,,unit,Imperium - Blood Angels.cat
6562-9dcd-afea-d4ae,Imperium - Adeptus Astartes - Blood Angels,Death Company Marines with Boltguns [Legends],4,3+,,2,"6""",6+,1,125,5,10,,,unit,Imperium - Blood Angels.cat
65f6-18df-f6df-7e39,Imperium - Adeptus Astartes - Blood Angels,Death Company Marines with Jump Packs,4,3+,,2,"12""",6+,1,120,5,10,,,unit,Imperium - Blood Angels.cat
c954-8157-25fd-5f99,Imperium - Adeptus Astartes - Blood Angels,Furioso Dreadnought [Legends],9,2+,,8,"6""",6+,3,150,1,1,,,model,Imperium - Blood Angels.cat
462-f17c-3bb-16a,Imperium - Adeptus Astartes - Blood Angels,Gabriel Seth [Legends],4,3+,,6,"6""",6+,1,90,1,1,,,model,Imperium - Blood Angels.cat
cbc2-18c9-45b6-6327,Imperium - Adeptus Astartes - Blood Angels,Lemartes,4,3+,,4,"12""",5+,1,100,1,1,,,model,Imperium - Blood Angels.cat
b6e0-b465-801c-24c8,Imperium - Adeptus Astartes - Blood Angels,Librarian Dreadnought [Legends],9,2+,,8,"8""",6+,3,170,1,1,,,model,Imperium - Blood Angels.cat
25e4-ead-faac-2531,Imperium - Adeptus Astartes - Blood Angels,Sanguinary Guard,4,2+,,3,"12""",6+,1,125,3,6,,,unit,Imperium - Blood Angels.cat
f80-be5-d17c-db23,Imperium - Adeptus Astartes - Blood Angels,Sanguinary Priest,4,3+,,4,"6""",6+,1,75,1,1,,,model,Imperium - Blood Angels.cat
29f1-bb28-6424-6d14,Imperium - Adeptus Astartes - Blood Angels,The Sanguinor,4,2+,,7,"12""",6+,1,130,1,1,,,model,Imperium - Blood Angels.cat
fa13-ba8a-8711-87b6,Imperium - Adeptus Astartes - Blood Angels,Sanguinary Priest with Jump Pack [Legends],4,3+,,4,"12""",6+,1,100,1,1,,,model,Imperium - Blood Angels.cat
3621-b460-722-8954,Imperium - Adeptus Astartes - Blood Angels,Sanguinary Priest on Bike [Legends],5,3+,,5,"12""",6+,2,135,1,1,,,model,Imperium - Blood Angels.cat
829b-da42-2d62-6daf,Imperium - Adeptus Astartes - Blood Angels,Blood Angels Captain,4,3+,,5,"6""",6+,1,80,1,1,,,model,Imperium - Blood Angels.cat
4743-6dc9-fda7-0a8c,Imperium - Adeptus Astartes - Blood Angels,Death Company Captain,4,3+,,5,"6""",6+,1,70,1,1,,,model,Imperium - Blood Angels.cat
2574-a949-ae3f-58c2,Imperium - Adeptus Astartes - Blood Angels,Death Company Captain with Jump Pack,4,3+,,5,"12""",6+,1,75,1,1,,,model,Imperium - Blood Angels.cat
4aab-3ca5-0435-ed5e,Imperium - Adeptus Astartes - Blood Angels,Death Company Marines with Bolt Rifles,4,3+,,2,"6""",6+,1,85,5,10,,,unit,Imperium - Blood Angels.cat
3825-ac3a-75ec-fa0d,Imperium - Adeptus Astartes - Blood Angels,Death Company Marines,4,3+,,2,"6""",6+,1,85,5,10,,,unit,Imperium - Blood Angels.cat
3b6e-cc3e-c2a4-0cbd,Imperium - Adeptus Astartes - Blood Angels,Death Company Dreadnought,10,2+,,12,"8""",6+,4,160,1,1,,,model,Imperium - Blood Angels.cat
bcfe-f4fb-5c44-652d,Imperium - Adeptus Astartes - Blood Angels,Death Company Marines with Boltguns and Jump Packs [Legends],4,3+,,2,"12""",6+,1,140,5,10,,,unit,Imperium - Blood Angels.cat
81bd-ce4e-229f-a88,Imperium - Adeptus Astartes - Dark Angels,Azrael,4,2+,,6,"6""",6+,1,125,1,1,,,model,Imperium - Dark Angels.cat
bf62-244b-f9db-6cf,Imperium - Adeptus Astartes - Dark Angels,Belial,5,2+,,6,"5""",6+,1,85,1,1,,,model,Imperium - Dark Angels.cat
8f4b-c343-bef5-6779,Imperium - Adeptus Astartes - Dark Angels,Sammael,5,3+,,7,"12""",6+,2,115,1,1,,,model,Imperium - Dark Angels.cat
38c9-66a1-fe60-46af,Imperium - Adeptus Astartes - Dark Angels,Ezekiel,4,2+,,4,"6""",6+,1,75,1,1,,,model,Imperium - Dark Angels.cat
9bf9-1e30-e4b4-939c,Imperium - Adeptus Astartes - Dark Angels,Asmodai,4,3+,,4,"6""",5+,1,70,1,1,,,model,Imperium - Dark Angels.cat
15d3-ebc7-d28b-daf4,Imperium - Adeptus Astartes - Dark Angels,Lion El'Jonson,9,2+,,10,"8""",5+,4,315,1,1,,,model,Imperium - Dark Angels.cat
4b0d-45ff-fab3-7472,Imperium - Adeptus Astartes - Dark Angels,Lazarus,4,3+,,5,"6""",6+,1,70,1,1,,,model,Imperium - Dark Angels.cat
4f36-6609-efac-baa6,Imperium - Adeptus Astartes - Dark Angels,Nephilim Jetfighter,8,3+,,11,"20+""",6+,0,195,1,1,,,model,Imperium - Dark Angels.cat
9b3d-e812-4248-522,Imperium - Adeptus Astartes - Dark Angels,Ravenwing Dark Talon,8,3+,,11,"20+""",6+,0,210,1,1,,,model,Imperium - Dark Angels.cat
b4a0-d2fe-a988-f28b,Imperium - Adeptus Astartes - Dark Angels,Land Speeder Vengeance,8,3+,,10,"14""",6+,3,120,1,1,,,model,Imperium - Dark Angels.cat
152b-a271-df2b-21a9,Imperium - Adeptus Astartes - Dark Angels,Ravenwing Darkshroud,8,3+,,10,"14""",6+,3,100,1,1,,,model,Imperium - Dark Angels.cat
212d-f302-aaaf-5c12,Imperium - Adeptus Astartes - Dark Angels,Ravenwing Black Knights,5,3+,,3,"12""",6+,2,80,3,6,,,unit,Imperium - Dark Angels.cat
e87d-f173-88b9-aa84,Imperium - Adeptus Astartes - Dark Angels,Ravenwing Command Squad,5,3+,,4,"12""",6+,2,120,3,3,,,unit,Imperium - Dark Angels.cat
a6cc-9a65-dbf1-71b0,Imperium - Adeptus Astartes - Dark Angels,Deathwing Knights,5,2+,,4,"5""",6+,1,250,5,5,,,unit,Imperium - Dark Angels.cat
6135-d842-8e61-889d,Imperium - Adeptus Astartes - Dark Angels,Deathwing Terminator Squad,5,2+,,3,"5""",6+,1,180,6,11,,,unit,Imperium - Dark Angels.cat
f34-e2f9-c98e-1916,Imperium - Adeptus Astartes - Dark Angels,Inner Circle Companions,4,3+,,3,"6""",6+,2,90,3,6,,,unit,Imperium - Dark Angels.cat
a2b6-e35-67a8-d76e,Imperium - Adeptus Astartes - Dark Angels,Ravenwing Talonmaster [Legends],7,3+,,6,"16""",6+,2,105,1,1,,,model,Imperium - Dark Angels.cat
ebd0-6939-6305-6d16,Imperium - Adeptus Astartes - Dark Angels,Deathwing Strikemaster [Legends],5,2+,,5,"5""",6+,1,80,1,1,,,model,Imperium - Dark Angels.cat
48fb-ebd6-dd17-729b,Imperium - Adeptus Astartes - Dark Angels,Deathwing Command Squad [Legends],5,2+,,3,"5""",6+,1,200,6,11,,,unit,Imperium - Dark Angels.cat
f7c3-45d2-a7ac-d8bc,Imperium - Adeptus Astartes - Deathwatch,Watch Master,4,2+,,5,"6""",6+,1,95,1,1,,,model,Imperium - Deathwatch.cat
3d7c-2de-31ea-b028,Imperium - Adeptus Astartes - Deathwatch,Watch Captain Artemis,4,3+,,4,"6""",6+,1,65,1,1,,,model,Imperium - Deathwatch.cat
d861-972b-54f9-bdfa,Imperium - Adeptus Astartes - Deathwatch,Corvus Blackstar,10,3+,,14,"20+""",6+,0,180,1,1,,,model,Imperium - Deathwatch.cat
4042-67ce-8d45-ed33,Imperium - Adeptus Astartes - Deathwatch,Kill Team Cassius [Legends],4,3+,,4,"6""",5+,2,220,11,11,,,unit,Imperium - Deathwatch.cat
390e-706b-a059-378b,Imperium - Adeptus Astartes - Deathwatch,Deathwatch Terminator Squad,5,2+,,3,"5""",6+,1,190,6,11,,,unit,Imperium - Deathwatch.cat
a077-e1c9-f8f0-d38,Imperium - Adeptus Astartes - Deathwatch,Fortis Kill Team,4,3+,,2,"6""",6+,2,180,10,10,,,unit,Imperium - Deathwatch.cat
6cb-912c-c43-210b,Imperium - Adeptus Astartes - Deathwatch,Indomitor Kill Team,6,3+,,3,"5""",6+,1,265,13,20,,,unit,Imperium - Deathwatch.cat
2544-5189-7806-30f3,Imperium - Adeptus Astartes - Deathwatch,Spectrus Kill Team,4,3+,,2,"6""",6+,1,180,5,10,,,unit,Imperium - Deathwatch.cat
c679-f252-32b1-ebcc,Imperium - Adeptus Astartes - Deathwatch,Talonstrike Kill Team,4,3+,,2,"12""",6+,1,275,10,10,,,unit,Imperium - Deathwatch.cat
b169-ff89-b05e-3884,Imperium - Adeptus Astartes - Deathwatch,Decimus Kill Team,4,3+,,2,"6""",6+,2,100,1,1,,,unit,Imperium - Deathwatch.cat
dce9-6eb4-fa33-e869,Imperium - Grey Knights,Brother-Captain,5,2+,,6,"5""",6+,1,90,1,1,,,model,Imperium - Grey Knights.cat
aec2-ded6-fa0-3b75,Imperium - Grey Knights,Brother-Captain Stern [Legends],5,2+,,6,"5""",6+,1,90,1,1,,,model,Imperium - Grey Knights.cat
2c81-4e74-8707-3117,Imperium - Grey Knights,Brotherhood Champion,4,2+,,4,"6""",6+,1,70,1,1,,,model,Imperium - Grey Knights.cat
b9b1-d698-1e98-da45,Imperium - Grey Knights,Brotherhood Chaplain,5,2+,,5,"5""",5+,1,65,1,1,,,model,Imperium - Grey Knights.cat
5412-1f01-b7cc-bf12,Imperium - Grey Knights,Brotherhood Librarian,5,2+,,5,"5""",6+,1,80,1,1,,,model,Imperium - Grey Knights.cat
f667-5267-f241-37,Imperium - Grey Knights,Brotherhood Techmarine,4,2+,,4,"6""",6+,1,70,1,1,,,model,Imperium - Grey Knights.cat
a037-a89c-f59f-8b1e,Imperium - Grey Knights,Brotherhood Terminator Squad,5,2+,,3,"5""",6+,2,150,4,10,,,unit,Imperium - Grey Knights.cat
9ddb-760d-8cf7-1c8a,Imperium - Grey Knights,Castellan Crowe,4,2+,,5,"6""",6+,1,90,1,1,,,model,Imperium - Grey Knights.cat
1a56-706b-a8f1-631a,Imperium - Grey Knights,Grand Master,5,2+,,7,"5""",6+,1,95,1,1,,,model,Imperium - Grey Knights.cat
3625-f9f1-122b-bf9d,Imperium - Grey Knights,Grand Master in Nemesis Dreadknight,8,2+,,13,"8""",6+,4,225,1,1,,,model,Imperium - Grey Knights.cat
7256-bb3a-3e79-31fe,Imperium - Grey Knights,Grand Master Voldus,5,2+,,7,"5""",6+,1,110,1,1,,,model,Imperium - Grey Knights.cat
512d-b972-911e-4cac,Imperium - Grey Knights,Land Raider,12,2+,,16,"10""",6+,5,220,1,1,,,model,Imperium - Grey Knights.cat
4c63-cca-8d26-6330,Imperium - Grey Knights,Land Raider Crusader,12,2+,,16,"12""",6+,5,220,1,1,,,model,Imperium - Grey Knights.cat
ada7-eb0b-c920-d77f,Imperium - Grey Knights,Land Raider Redeemer,12,2+,,16,"12""",6+,5,270,1,1,,,model,Imperium - Grey Knights.cat
841f-98b-fbf3-c8ee,Imperium - Grey Knights,Razorback,9,3+,,10,"12""",6+,2,85,1,1,,,model,Imperium - Grey Knights.cat
5ffd-f698-a1bb-fba7,Imperium - Grey Knights,Rhino,9,3+,,10,"12""",6+,2,80,1,1,,,model,Imperium - Grey Knights.cat
fa-e288-2107-d22e,Imperium - Grey Knights,Stormhawk Interceptor,9,3+,,10,"20+""",6+,0,160,1,1,,,model,Imperium - Grey Knights.cat
2efe-459b-9562-e7a9,Imperium - Grey Knights,Stormraven Gunship,10,3+,,14,"20+""",6+,0,280,1,1,,,model,Imperium - Grey Knights.cat
84ac-b9ea-921f-9082,Imperium - Grey Knights,Stormtalon Gunship,9,3+,,10,"20+""",6+,0,170,1,1,,,model,Imperium - Grey Knights.cat
bd43-b303-66e0-4c10,Imperium - Grey Knights,Venerable Dreadnought,9,2+,,8,"8""",6+,3,140,1,1,,,model,Imperium - Grey Knights.cat
d9f7-71b7-8e67-7f44,Imperium - Grey Knights,Interceptor Squad,4,2+,,2,"12""",6+,1,125,4,9,,,unit,Imperium - Grey Knights.cat
7a19-5235-692b-320d,Imperium - Grey Knights,Kaldor Draigo [Legends],5,2+,,7,"5""",6+,1,125,1,1,,,model,Imperium - Grey Knights.cat
5458-a458-c51d-c4e9,Imperium - Grey Knights,Nemesis Dreadknight,8,2+,,13,"8""",6+,4,210,1,1,,,model,Imperium - Grey Knights.cat
6528-4634-c2cf-2840,Imperium - Grey Knights,Paladin Squad,5,2+,,3,"5""",6+,1,180,3,9,,,unit,Imperium - Grey Knights.cat
e8ad-bd40-5952-6859,Imperium - Grey Knights,Purgation Squad,4,2+,,2,"6""",6+,1,115,4,9,,,unit,Imperium - Grey Knights.cat
8865-df22-1629-bf02,Imperium - Grey Knights,Purifier Squad,4,2+,,2,"6""",6+,1,125,4,9,,,unit,Imperium - Grey Knights.cat
35ed-7890-6c56-18b7,Imperium - Grey Knights,Servitors [Legends],4,4+,,1,"6""",8+,0,50,4,4,,,unit,Imperium - Grey Knights.cat
d81f-c9ac-e338-ba37,Imperium - Grey Knights,Strike Squad,4,2+,,2,"6""",6+,2,120,4,9,,,unit,Imperium - Grey Knights.cat
8989-2fd2-4d29-e795,Imperium - Grey Knights,Grey Knights Thunderhawk Gunship,12,2+,,30,"20+""",6+,0,805,1,1,,,model,Imperium - Grey Knights.cat
69d-a656-fde3-6c3e,Imperium - Grey Knights,Land Raider Banisher,12,2+,,16,"10""",6+,5,255,1,1,,,model,Imperium - Grey Knights.cat
28d0-5a52-501a-441d,Imperium - Grey Knights,Grey Knights Dreadnought [Legends],9,2+,,8,"6""",6+,3,160,1,1,,,model,Imperium - Grey Knights.cat
54f0-4b3f-3abe-081b,Imperium - Grey Knights,Grey Knights Relic Razorback [Legends],9,3+,,10,"12""",6+,2,95,1,1,,,model,Imperium - Grey Knights.cat
9782-7a59-9b65-21e4,Imperium - Grey Knights,Champion of Titan [Crucible],4,2+,,4,"6""",6+,1,90,1,1,,,model,Imperium - Grey Knights.cat
2a2d-1f49-9373-4084,Imperium - Grey Knights,Venerable Daemon Slayer [Crucible],9,2+,,8,"8""",6+,3,175,1,1,,,model,Imperium - Grey Knights.cat
e60e-8ccf-41b2-292e,Imperium - Grey Knights,Dreadknight Champion [Crucible],8,2+,,13,"8""",6+,4,210,1,1,,,model,Imperium - Grey Knights.cat
eecd-6976-6410-1e42,Imperium - Adeptus Astartes - Imperial Fists,Darnath Lysander,5,2+,,7,"5""",6+,1,100,1,1,,,model,Imperium - Imperial Fists.cat
5936-83d6-4e30-915c,Imperium - Adeptus Astartes - Imperial Fists,Tor Garadon,6,3+,,6,"5""",6+,1,90,1,1,,,model,Imperium - Imperial Fists.cat
59e3-5a97-f36d-5b94,Imperium - Adeptus Astartes - Imperial Fists,Pedro Kantor,4,2+,,5,"6""",6+,1,90,1,1,,,model,Imperium - Imperial Fists.cat
55fb-9c91-1a4f-3037,Imperium - Imperial Knights - Library,Canis Rex,11,3+,,26,"10""",6+,10,415,2,2,,,unit,Imperium - Imperial Knights - Library.cat
5bbd-c5d3-58d7-e391,Imperium - Imperial Knights - Library,Armiger Warglaive,9,3+,,14,"12""",7+,6,140,1,1,,,model,Imperium - Imperial Knights - Library.cat
7314-3c4a-36ab-a594,Imperium - Imperial Knights - Library,Armiger Helverin,9,3+,,14,"12""",7+,6,135,1,1,,,model,Imperium - Imperial Knights - Library.cat
8441-8356-5e7c-69ee,Imperium - Imperial Knights - Library,Knight Paladin,11,3+,,26,"10""",6+,10,375,1,1,,,model,Imperium - Imperial Knights - Library.cat
9efd-ec72-353f-4b23,Imperium - Imperial Knights - Library,Knight Errant,11,3+,,26,"10""",6+,10,355,1,1,,,model,Imperium - Imperial Knights - Library.cat
eb4-4a67-11e9-3cb8,Imperium - Imperial Knights - Library,Knight Gallant,11,3+,,26,"12""",6+,10,355,1,1,,,model,Imperium - Imperial Knights - Library.cat
c609-c87e-f9dd-5006,Imperium - Imperial Knights - Library,Knight Warden,11,3+,,26,"10""",6+,10,375,1,1,,,model,Imperium - Imperial Knights - Library.cat
1e27-a6de-3840-a050,Imperium - Imperial Knights - Library,Knight Crusader,11,3+,,26,"10""",6+,10,385,1,1,,,model,Imperium - Imperial Knights - Library.cat
ebd9-7175-3f0c-72a9,Imperium - Imperial Knights - Library,Knight Preceptor,11,3+,,26,"10""",6+,10,365,1,1,,,model,Imperium - Imperial Knights - Library.cat
6e36-f85-1c3b-8bf3,Imperium - Imperial Knights - Library,Knight Castellan,12,3+,,28,"8""",6+,10,410,1,1,,,model,Imperium - Imperial Knights - Library.cat
8fb9-50b2-adc6-161a,Imperium - Imperial Knights - Library,Knight Valiant,12,3+,,28,"8""",6+,10,410,1,1,,,model,Imperium - Imperial Knights - Library.cat
