faction,unit_name,selection_type,unit_id,source_file,unit_points,models_min,models_max,weapon_id,weapon_name,weapon_type,range_inches,attacks,skill,strength,ap,damage,attacks_average,strength_average,damage_average,attacks_parse_status,strength_parse_status,damage_parse_status,raw_damage_throughput,keywords,hit_modifier,wound_modifier,reroll_hits,reroll_wounds,lethal_hits,sustained_hits,devastating_wounds
Imperium - Adeptus Custodes,Guardian of the Throne [Crucible],model,de0b-37e9-b9f5-d3a6,Imperium - Adeptus Custodes.cat,130,1,1,de0b-37e9-b9f5-d3a6:witchseeker-flamer,Witchseeker flamer,ranged,12,D6,N/A,4,0,1,3.50,4.00,1.00,ok,ok,ok,3.50,"Ignores Cover, Torrent",,,,,,,
Imperium - Adeptus Custodes,Guardian of the Throne [Crucible],model,de0b-37e9-b9f5-d3a6,Imperium - Adeptus Custodes.cat,130,1,1,de0b-37e9-b9f5-d3a6:➤-vaultswords---behemor,➤ Vaultswords - Behemor,melee,,6,2+,7,-2,2,6.00,7.00,2.00,ok,ok,ok,12.00,Precision,,,,,,,
Imperium - Adeptus Custodes,Guardian of the Throne [Crucible],model,de0b-37e9-b9f5-d3a6,Imperium - Adeptus Custodes.cat,130,1,1,de0b-37e9-b9f5-d3a6:➤-vaultswords---hurricanis,➤ Vaultswords - Hurricanis,melee,,9,2+,5,-1,1,9.00,5.00,1.00,ok,ok,ok,9.00,Sustained Hits 1,,,,,,,
Imperium - Adeptus Custodes,Guardian of the Throne [Crucible],model,de0b-37e9-b9f5-d3a6,Imperium - Adeptus Custodes.cat,130,1,1,de0b-37e9-b9f5-d3a6:➤-vaultswords---victus,➤ Vaultswords - Victus,melee,,5,2+,6,-3,3,5.00,6.00,3.00,ok,ok,ok,15.00,Devastating Wounds,,,,,,,
Imperium - Adeptus Custodes,Kataphraktoi Exemplar [Crucible],model,c11a-f70a-2877-ed27,Imperium - Adeptus Custodes.cat,150,1,1,c11a-f70a-2877-ed27:balistus-grenade-launcher,Balistus grenade launcher,ranged,18,D6,2+,4,-1,1,3.50,4.00,1.00,ok,ok,ok,3.50,Blast,,,,,,,
Imperium - Adeptus Custodes,Kataphraktoi Exemplar [Crucible],model,c11a-f70a-2877-ed27,Imperium - Adeptus Custodes.cat,150,1,1,c11a-f70a-2877-ed27:castellan-axe,Castellan axe,ranged,24,2,2+,4,-1,2,2.00,4.00,2.00,ok,ok,ok,4.00,Assault,,,,,,,
Imperium - Adeptus Custodes,Kataphraktoi Exemplar [Crucible],model,c11a-f70a-2877-ed27,Imperium - Adeptus Custodes.cat,150,1,1,c11a-f70a-2877-ed27:close-combat-weapon,Close combat weapon,melee,,4,2+,3,0,1,4.00,3.00,1.00,ok,ok,ok,4.00,-,,,,,,,
Imperium - Adeptus Custodes,Kataphraktoi Exemplar [Crucible],model,c11a-f70a-2877-ed27,Imperium - Adeptus Custodes.cat,150,1,1,c11a-f70a-2877-ed27:executioner-greatblade,Executioner greatblade,melee,,3,2+,5,-2,2,3.00,5.00,2.00,ok,ok,ok,6.00,"Anti-Psyker 5+, Devastating Wounds",,,,,,,
Imperium - Adeptus Custodes,Kataphraktoi Exemplar [Crucible],model,c11a-f70a-2877-ed27,Imperium - Adeptus Custodes.cat,150,1,1,c11a-f70a-2877-ed27:guardian-spear,Guardian spear,ranged,24,2,2+,4,-1,2,2.00,4.00,2.00,ok,ok,ok,4.00,Assault,,,,,,,
Imperium - Adeptus Custodes,Kataphraktoi Exemplar [Crucible],model,c11a-f70a-2877-ed27,Imperium - Adeptus Custodes.cat,150,1,1,c11a-f70a-2877-ed27:interceptor-lance,Interceptor lance,melee,,6,2+,7,-2,2,6.00,7.00,2.00,ok,ok,ok,12.00,Lance,,,,,,,
Imperium - Adeptus Custodes,Kataphraktoi Exemplar [Crucible],model,c11a-f70a-2877-ed27,Imperium - Adeptus Custodes.cat,150,1,1,c11a-f70a-2877-ed27:master-crafted-boltgun,Master-crafted boltgun,ranged,24,1,2+,4,0,2,1.00,4.00,2.00,ok,ok,ok,2.00,Rapid Fire 1,,,,,,,
Imperium - Adeptus Custodes,Kataphraktoi Exemplar [Crucible],model,c11a-f70a-2877-ed27,Imperium - Adeptus Custodes.cat,150,1,1,c11a-f70a-2877-ed27:misericordia,Misericordia,melee,,2,2+,5,-2,1,2.00,5.00,1.00,ok,ok,ok,2.00,Extra Attacks,,,,,,,
Imperium - Adeptus Custodes,Kataphraktoi Exemplar [Crucible],model,c11a-f70a-2877-ed27,Imperium - Adeptus Custodes.cat,150,1,1,c11a-f70a-2877-ed27:pyrithite-spear,Pyrithite spear,ranged,12,1,2+,9,-4,D6,1.00,9.00,3.50,ok,ok,ok,3.50,Melta 2,,,,,,,
Imperium - Adeptus Custodes,Kataphraktoi Exemplar [Crucible],model,c11a-f70a-2877-ed27,Imperium - Adeptus Custodes.cat,150,1,1,c11a-f70a-2877-ed27:salvo-launcher,Salvo launcher,ranged,24,1,2+,10,-3,D6+1,1.00,10.00,4.50,ok,ok,ok,4.50,Twin-linked,,,,,,,
Imperium - Adeptus Custodes,Kataphraktoi Exemplar [Crucible],model,c11a-f70a-2877-ed27,Imperium - Adeptus Custodes.cat,150,1,1,c11a-f70a-2877-ed27:sentinel-blade,Sentinel blade,melee,,7,2+,6,-2,1,7.00,6.00,1.00,ok,ok,ok,7.00,-,,,,,,,
Imperium - Adeptus Custodes,Kataphraktoi Exemplar [Crucible],model,c11a-f70a-2877-ed27,Imperium - Adeptus Custodes.cat,150,1,1,c11a-f70a-2877-ed27:vertus-hurricane-bolter,Vertus hurricane bolter,ranged,18,3,2+,4,-1,2,3.00,4.00,2.00,ok,ok,ok,6.00,"Rapid Fire 3, Twin-linked",,,,,,,
Imperium - Adeptus Custodes,Kataphraktoi Exemplar [Crucible],model,c11a-f70a-2877-ed27,Imperium - Adeptus Custodes.cat,150,1,1,c11a-f70a-2877-ed27:witchseeker-flamer,Witchseeker flamer,ranged,12,D6,N/A,4,0,1,3.50,4.00,1.00,ok,ok,ok,3.50,"Ignores Cover, Torrent",,,,,,,
Imperium - Adeptus Custodes,Kataphraktoi Exemplar [Crucible],model,c11a-f70a-2877-ed27,Imperium - Adeptus Custodes.cat,150,1,1,c11a-f70a-2877-ed27:➤-vaultswords---behemor,➤ Vaultswords - Behemor,melee,,6,2+,7,-2,2,6.00,7.00,2.00,ok,ok,ok,12.00,Precision,,,,,,,
Imperium - Adeptus Custodes,Kataphraktoi Exemplar [Crucible],model,c11a-f70a-2877-ed27,Imperium - Adeptus Custodes.cat,150,1,1,c11a-f70a-2877-ed27:➤-vaultswords---hurricanis,➤ Vaultswords - Hurricanis,melee,,9,2+,5,-1,1,9.00,5.00,1.00,ok,ok,ok,9.00,Sustained Hits 1,,,,,,,
Imperium - Adeptus Custodes,Kataphraktoi Exemplar [Crucible],model,c11a-f70a-2877-ed27,Imperium - Adeptus Custodes.cat,150,1,1,c11a-f70a-2877-ed27:➤-vaultswords---victus,➤ Vaultswords - Victus,melee,,5,2+,6,-3,3,5.00,6.00,3.00,ok,ok,ok,15.00,Devastating Wounds,,,,,,,
Imperium - Adeptus Custodes,Knight-Centura,model,7099-71b-56e8-7191,Imperium - Adeptus Custodes.cat,55,1,1,7099-71b-56e8-7191:close-combat-weapon,Close combat weapon,melee,,3,2+,3,0,1,3.00,3.00,1.00,ok,ok,ok,3.00,-,,,,,,,
Imperium - Adeptus Custodes,Knight-Centura,model,7099-71b-56e8-7191,Imperium - Adeptus Custodes.cat,55,1,1,7099-71b-56e8-7191:executioner-greatblade,Executioner Greatblade,melee,,3,2+,5,-2,2,3.00,5.00,2.00,ok,ok,ok,6.00,"Anti-Psyker 5+, Devastating Wounds",,,,,,,
Imperium - Adeptus Custodes,Knight-Centura,model,7099-71b-56e8-7191,Imperium - Adeptus Custodes.cat,55,1,1,7099-71b-56e8-7191:master-crafted-boltgun,Master-crafted boltgun,ranged,24,1,2+,4,0,2,1.00,4.00,2.00,ok,ok,ok,2.00,Rapid Fire 1,,,,,,,
Imperium - Adeptus Custodes,Knight-Centura,model,7099-71b-56e8-7191,Imperium - Adeptus Custodes.cat,55,1,1,7099-71b-56e8-7191:witchseeker-flamer,Witchseeker flamer,ranged,12,D6,N/A,4,0,1,3.50,4.00,1.00,ok,ok,ok,3.50,"Ignores Cover, Torrent",,,,,,,
Imperium - Adeptus Custodes,Null Maiden [Crucible],model,e58d-17d4-71f8-4137,Imperium - Adeptus Custodes.cat,65,1,1,e58d-17d4-71f8-4137:balistus-grenade-launcher,Balistus grenade launcher,ranged,18,D6,2+,4,-1,1,3.50,4.00,1.00,ok,ok,ok,3.50,Blast,,,,,,,
Imperium - Adeptus Custodes,Null Maiden [Crucible],model,e58d-17d4-71f8-4137,Imperium - Adeptus Custodes.cat,65,1,1,e58d-17d4-71f8-4137:castellan-axe,Castellan axe,ranged,24,2,2+,4,-1,2,2.00,4.00,2.00,ok,ok,ok,4.00,Assault,,,,,,,
Imperium - Adeptus Custodes,Null Maiden [Crucible],model,e58d-17d4-71f8-4137,Imperium - Adeptus Custodes.cat,65,1,1,e58d-17d4-71f8-4137:close-combat-weapon,Close combat weapon,melee,,4,2+,3,0,1,4.00,3.00,1.00,ok,ok,ok,4.00,-,,,,,,,
Imperium - Adeptus Custodes,Null Maiden [Crucible],model,e58d-17d4-71f8-4137,Imperium - Adeptus Custodes.cat,65,1,1,e58d-17d4-71f8-4137:executioner-greatblade,Executioner greatblade,melee,,3,2+,5,-2,2,3.00,5.00,2.00,ok,ok,ok,6.00,"Anti-Psyker 5+, Devastating Wounds",,,,,,,
Imperium - Adeptus Custodes,Null Maiden [Crucible],model,e58d-17d4-71f8-4137,Imperium - Adeptus Custodes.cat,65,1,1,e58d-17d4-71f8-4137:guardian-spear,Guardian spear,ranged,24,2,2+,4,-1,2,2.00,4.00,2.00,ok,ok,ok,4.00,Assault,,,,,,,
Imperium - Adeptus Custodes,Null Maiden [Crucible],model,e58d-17d4-71f8-4137,Imperium - Adeptus Custodes.cat,65,1,1,e58d-17d4-71f8-4137:interceptor-lance,Interceptor lance,melee,,6,2+,7,-2,2,6.00,7.00,2.00,ok,ok,ok,12.00,Lance,,,,,,,
Imperium - Adeptus Custodes,Null Maiden [Crucible],model,e58d-17d4-71f8-4137,Imperium - Adeptus Custodes.cat,65,1,1,e58d-17d4-71f8-4137:master-crafted-boltgun,Master-crafted boltgun,ranged,24,1,2+,4,0,2,1.00,4.00,2.00,ok,ok,ok,2.00,Rapid Fire 1,,,,,,,
Imperium - Adeptus Custodes,Null Maiden [Crucible],model,e58d-17d4-71f8-4137,Imperium - Adeptus Custodes.cat,65,1,1,e58d-17d4-71f8-4137:misericordia,Misericordia,melee,,2,2+,5,-2,1,2.00,5.00,1.00,ok,ok,ok,2.00,Extra Attacks,,,,,,,
Imperium - Adeptus Custodes,Null Maiden [Crucible],model,e58d-17d4-71f8-4137,Imperium - Adeptus Custodes.cat,65,1,1,e58d-17d4-71f8-4137:pyrithite-spear,Pyrithite spear,ranged,12,1,2+,9,-4,D6,1.00,9.00,3.50,ok,ok,ok,3.50,Melta 2,,,,,,,
Imperium - Adeptus Custodes,Null Maiden [Crucible],model,e58d-17d4-71f8-4137,Imperium - Adeptus Custodes.cat,65,1,1,e58d-17d4-71f8-4137:salvo-launcher,Salvo launcher,ranged,24,1,2+,10,-3,D6+1,1.00,10.00,4.50,ok,ok,ok,4.50,Twin-linked,,,,,,,
Imperium - Adeptus Custodes,Null Maiden [Crucible],model,e58d-17d4-71f8-4137,Imperium - Adeptus Custodes.cat,65,1,1,e58d-17d4-71f8-4137:sentinel-blade,Sentinel blade,melee,,7,2+,6,-2,1,7.00,6.00,1.00,ok,ok,ok,7.00,-,,,,,,,
Imperium - Adeptus Custodes,Null Maiden [Crucible],model,e58d-17d4-71f8-4137,Imperium - Adeptus Custodes.cat,65,1,1,e58d-17d4-71f8-4137:vertus-hurricane-bolter,Vertus hurricane bolter,ranged,18,3,2+,4,-1,2,3.00,4.00,2.00,ok,ok,ok,6.00,"Rapid Fire 3, Twin-linked",,,,,,,
Imperium - Adeptus Custodes,Null Maiden [Crucible],model,e58d-17d4-71f8-4137,Imperium - Adeptus Custodes.cat,65,1,1,e58d-17d4-71f8-4137:witchseeker-flamer,Witchseeker flamer,ranged,12,D6,N/A,4,0,1,3.50,4.00,1.00,ok,ok,ok,3.50,"Ignores Cover, Torrent",,,,,,,
Imperium - Adeptus Custodes,Null Maiden [Crucible],model,e58d-17d4-71f8-4137,Imperium - Adeptus Custodes.cat,65,1,1,e58d-17d4-71f8-4137:➤-vaultswords---behemor,➤ Vaultswords - Behemor,melee,,6,2+,7,-2,2,6.00,7.00,2.00,ok,ok,ok,12.00,Precision,,,,,,,
Imperium - Adeptus Custodes,Null Maiden [Crucible],model,e58d-17d4-71f8-4137,Imperium - Adeptus Custodes.cat,65,1,1,e58d-17d4-71f8-4137:➤-vaultswords---hurricanis,➤ Vaultswords - Hurricanis,melee,,9,2+,5,-1,1,9.00,5.00,1.00,ok,ok,ok,9.00,Sustained Hits 1,,,,,,,
Imperium - Adeptus Custodes,Null Maiden [Crucible],model,e58d-17d4-71f8-4137,Imperium - Adeptus Custodes.cat,65,1,1,e58d-17d4-71f8-4137:➤-vaultswords---victus,➤ Vaultswords - Victus,melee,,5,2+,6,-3,3,5.00,6.00,3.00,ok,ok,ok,15.00,Devastating Wounds,,,,,,,
Imperium - Adeptus Custodes,Orion Assault Dropship,model,9c1a-7efd-ed36-440e,Imperium - Adeptus Custodes.cat,690,1,1,9c1a-7efd-ed36-440e:arachnus-heavy-blaze-cannon,Arachnus heavy blaze cannon,ranged,36,4,2+,12,-3,D6+1,4.00,12.00,4.50,ok,ok,ok,18.00,-,,,,,,,
Imperium - Adeptus Custodes,Orion Assault Dropship,model,9c1a-7efd-ed36-440e,Imperium - Adeptus Custodes.cat,690,1,1,9c1a-7efd-ed36-440e:armoured-hull,Armoured hull,melee,,9,4+,9,0,1,9.00,9.00,1.00,ok,ok,ok,9.00,-,,,,,,,
Imperium - Adeptus Custodes,Orion Assault Dropship,model,9c1a-7efd-ed36-440e,Imperium - Adeptus Custodes.cat,690,1,1,9c1a-7efd-ed36-440e:spiculus-heavy-bolt-launcher,Spiculus heavy bolt launcher,ranged,36,D6+6,2+,7,-1,2,9.50,7.00,2.00,ok,ok,ok,19.00,Blast,,,,,,,
Imperium - Adeptus Custodes,Orion Assault Dropship,model,9c1a-7efd-ed36-440e,Imperium - Adeptus Custodes.cat,690,1,1,9c1a-7efd-ed36-440e:twin-lastrum-bolt-cannon,Twin lastrum bolt cannon,ranged,36,3,2+,6,-1,1,3.00,6.00,1.00,ok,ok,ok,3.00,Sustained Hits 1,,,,,,,
Imperium - Adeptus Custodes,Pallas Grav-attack,model,06df-2fb2-8dfa-2fce,Imperium - Adeptus Custodes.cat,105,1,1,06df-2fb2-8dfa-2fce:armoured-hull,Armoured hull,melee,,3,4+,6,0,1,3.00,6.00,1.00,ok,ok,ok,3.00,-,,,,,,,
Imperium - Adeptus Custodes,Pallas Grav-attack,model,06df-2fb2-8dfa-2fce,Imperium - Adeptus Custodes.cat,105,1,1,06df-2fb2-8dfa-2fce:twin-arachnus-blaze-cannon,Twin arachnus blaze cannon,ranged,24,8,2+,5,-1,1,8.00,5.00,1.00,ok,ok,ok,8.00,"Devastating Wounds, Twin-linked",,,,,,,
Imperium - Adeptus Custodes,Prosecutors,unit,3ec3-a4df-fdbf-5507,Imperium - Adeptus Custodes.cat,40,1,1,3ec3-a4df-fdbf-5507:boltgun,Boltgun,ranged,24,1,3+,4,0,1,1.00,4.00,1.00,ok,ok,ok,1.00,Rapid Fire 1,,,,,,,
Imperium - Adeptus Custodes,Prosecutors,unit,3ec3-a4df-fdbf-5507,Imperium - Adeptus Custodes.cat,40,1,1,3ec3-a4df-fdbf-5507:close-combat-weapon,Close combat weapon,melee,,2,3+,3,0,1,2.00,3.00,1.00,ok,ok,ok,2.00,-,,,,,,,
Imperium - Adeptus Custodes,Sagittarum Custodians,unit,6f9f-e6aa-ba13-aab1,Imperium - Adeptus Custodes.cat,225,5,5,6f9f-e6aa-ba13-aab1:adrastus-bolt-caliver,Adrastus bolt caliver,ranged,36,3,2+,5,-1,2,3.00,5.00,2.00,ok,ok,ok,6.00,Sustained Hits 1,,,,,,,
Imperium - Adeptus Custodes,Sagittarum Custodians,unit,6f9f-e6aa-ba13-aab1,Imperium - Adeptus Custodes.cat,225,5,5,6f9f-e6aa-ba13-aab1:misericordia,Misericordia,melee,,4,2+,5,-2,1,4.00,5.00,1.00,ok,ok,ok,4.00,-,,,,,,,
Imperium - Adeptus Custodes,Shield-Captain,model,b61c-b815-65c0-b1cc,Imperium - Adeptus Custodes.cat,120,1,1,b61c-b815-65c0-b1cc:castellan-axe,Castellan axe,melee,,6,2+,9,-1,3,6.00,9.00,3.00,ok,ok,ok,18.00,-,,,,,,,
Imperium - Adeptus Custodes,Shield-Captain,model,b61c-b815-65c0-b1cc,Imperium - Adeptus Custodes.cat,120,1,1,b61c-b815-65c0-b1cc:guardian-spear,Guardian Spear,melee,,7,2+,7,-2,2,7.00,7.00,2.00,ok,ok,ok,14.00,-,,,,,,,
Imperium - Adeptus Custodes,Shield-Captain,model,b61c-b815-65c0-b1cc,Imperium - Adeptus Custodes.cat,120,1,1,b61c-b815-65c0-b1cc:pyrithite-spear,Pyrithite Spear,melee,,7,2+,7,-2,2,7.00,7.00,2.00,ok,ok,ok,14.00,-,,,,,,,
Imperium - Adeptus Custodes,Shield-Captain,model,b61c-b815-65c0-b1cc,Imperium - Adeptus Custodes.cat,120,1,1,b61c-b815-65c0-b1cc:sentinel-blade,Sentinel Blade,melee,,7,2+,6,-2,1,7.00,6.00,1.00,ok,ok,ok,7.00,-,,,,,,,
Imperium - Adeptus Custodes,Shield-Captain in Allarus Terminator Armour,model,6319-eeba-b717-bd86,Imperium - Adeptus Custodes.cat,130,1,1,6319-eeba-b717-bd86:balistus-grenade-launcher,Balistus grenade launcher,ranged,18,D6,2+,4,-1,1,3.50,4.00,1.00,ok,ok,ok,3.50,Blast,,,,,,,
Imperium - Adeptus Custodes,Shield-Captain in Allarus Terminator Armour,model,6319-eeba-b717-bd86,Imperium - Adeptus Custodes.cat,130,1,1,6319-eeba-b717-bd86:castellan-axe,Castellan axe,melee,,6,2+,9,-1,3,6.00,9.00,3.00,ok,ok,ok,18.00,-,,,,,,,
Imperium - Adeptus Custodes,Shield-Captain in Allarus Terminator Armour,model,6319-eeba-b717-bd86,Imperium - Adeptus Custodes.cat,130,1,1,6319-eeba-b717-bd86:guardian-spear,Guardian Spear,melee,,7,2+,7,-2,2,7.00,7.00,2.00,ok,ok,ok,14.00,-,,,,,,,
Imperium - Adeptus Custodes,Shield-Captain on Dawneagle Jetbike,model,58fa-4a25-a5af-1144,Imperium - Adeptus Custodes.cat,150,1,1,58fa-4a25-a5af-1144:interceptor-lance,Interceptor lance,melee,,6,2+,7,-2,2,6.00,7.00,2.00,ok,ok,ok,12.00,Lance,,,,,,,
Imperium - Adeptus Custodes,Shield-Captain on Dawneagle Jetbike,model,58fa-4a25-a5af-1144,Imperium - Adeptus Custodes.cat,150,1,1,58fa-4a25-a5af-1144:salvo-launcher,Salvo launcher,ranged,24,1,2+,10,-3,D6+1,1.00,10.00,4.50,ok,ok,ok,4.50,Twin-linked,,,,,,,
Imperium - Adeptus Custodes,Shield-Captain on Dawneagle Jetbike,model,58fa-4a25-a5af-1144,Imperium - Adeptus Custodes.cat,150,1,1,58fa-4a25-a5af-1144:vertus-hurricane-bolter,Vertus hurricane bolter,ranged,18,3,2+,4,-1,2,3.00,4.00,2.00,ok,ok,ok,6.00,"Rapid Fire 3, Twin-linked",,,,,,,
Imperium - Adeptus Custodes,Telemon Heavy Dreadnought,model,e7d8-1c73-7d03-8b62,Imperium - Adeptus Custodes.cat,225,1,1,e7d8-1c73-7d03-8b62:arachnus-storm-cannon,Arachnus storm cannon,ranged,24,12,2+,6,-1,1,12.00,6.00,1.00,ok,ok,ok,12.00,Devastating Wounds,,,,,,,
Imperium - Adeptus Custodes,Telemon Heavy Dreadnought,model,e7d8-1c73-7d03-8b62,Imperium - Adeptus Custodes.cat,225,1,1,e7d8-1c73-7d03-8b62:armoured-feet,Armoured feet,melee,,5,2+,7,0,1,5.00,7.00,1.00,ok,ok,ok,5.00,-,,,,,,,
Imperium - Adeptus Custodes,Telemon Heavy Dreadnought,model,e7d8-1c73-7d03-8b62,Imperium - Adeptus Custodes.cat,225,1,1,e7d8-1c73-7d03-8b62:iliastus-accelerator-culverin,Iliastus accelerator culverin,ranged,48,4,2+,9,-1,3,4.00,9.00,3.00,ok,ok,ok,12.00,-,,,,,,,
Imperium - Adeptus Custodes,Telemon Heavy Dreadnought,model,e7d8-1c73-7d03-8b62,Imperium - Adeptus Custodes.cat,225,1,1,e7d8-1c73-7d03-8b62:spiculus-bolt-launcher,Spiculus bolt launcher,ranged,36,D6+3,2+,5,0,1,6.50,5.00,1.00,ok,ok,ok,6.50,Blast,,,,,,,
Imperium - Adeptus Custodes,Telemon Heavy Dreadnought,model,e7d8-1c73-7d03-8b62,Imperium - Adeptus Custodes.cat,225,1,1,e7d8-1c73-7d03-8b62:telemon-caestus,Telemon Caestus,melee,,5,2+,12,-2,3,5.00,12.00,3.00,ok,ok,ok,15.00,-,,,,,,,
Imperium - Adeptus Custodes,Telemon Heavy Dreadnought,model,e7d8-1c73-7d03-8b62,Imperium - Adeptus Custodes.cat,225,1,1,e7d8-1c73-7d03-8b62:twin-plasma-projector,Twin plasma projector,ranged,12,D3,N/A,7,-2,1,2.00,7.00,1.00,ok,ok,ok,2.00,"Torrent, Twin-linked",,,,,,,
Imperium - Adeptus Custodes,Trajann Valoris,model,7d7c-c212-47a3-38e4,Imperium - Adeptus Custodes.cat,140,1,1,7d7c-c212-47a3-38e4:eagle's-scream,Eagle's Scream,ranged,24,2,2+,5,-2,3,2.00,5.00,3.00,ok,ok,ok,6.00,Assault,,,,,,,
Imperium - Adeptus Custodes,Trajann Valoris,model,7d7c-c212-47a3-38e4,Imperium - Adeptus Custodes.cat,140,1,1,7d7c-c212-47a3-38e4:watcher's-axe,Watcher's Axe,melee,,6,2+,10,-2,3,6.00,10.00,3.00,ok,ok,ok,18.00,-,,,,,,,
Imperium - Adeptus Custodes,Valerian,model,8103-2e01-5d6a-b761,Imperium - Adeptus Custodes.cat,110,1,1,8103-2e01-5d6a-b761:gnosis,Gnosis,ranged,24,3,2+,4,-1,2,3.00,4.00,2.00,ok,ok,ok,6.00,Assault,,,,,,,
Imperium - Adeptus Custodes,Venatari Custodians,unit,201e-e502-a8d1-3974,Imperium - Adeptus Custodes.cat,165,3,6,201e-e502-a8d1-3974:kinetic-destroyer,Kinetic destroyer,ranged,12,2,2+,6,-1,1,2.00,6.00,1.00,ok,ok,ok,2.00,"Pistol, Sustained Hits 1",,,,,,,
Imperium - Adeptus Custodes,Venatari Custodians,unit,201e-e502-a8d1-3974,Imperium - Adeptus Custodes.cat,165,3,6,201e-e502-a8d1-3974:tarsis-buckler,Tarsis buckler,melee,,5,2+,5,-2,1,5.00,5.00,1.00,ok,ok,ok,5.00,-,,,,,,,
Imperium - Adeptus Custodes,Venatari Custodians,unit,201e-e502-a8d1-3974,Imperium - Adeptus Custodes.cat,165,3,6,201e-e502-a8d1-3974:venatari-lance,Venatari lance,ranged,24,2,2+,4,-1,2,2.00,4.00,2.00,ok,ok,ok,4.00,Assault,,,,,,,
Imperium - Adeptus Custodes,Venerable Contemptor Dreadnought,model,188b-e48b-29f-1456,Imperium - Adeptus Custodes.cat,170,1,1,188b-e48b-29f-1456:combi-bolter,Combi-bolter,ranged,24,2,2+,4,0,1,2.00,4.00,1.00,ok,ok,ok,2.00,Rapid Fire 2,,,,,,,
Imperium - Adeptus Custodes,Venerable Contemptor Dreadnought,model,188b-e48b-29f-1456,Imperium - Adeptus Custodes.cat,170,1,1,188b-e48b-29f-1456:contemptor-combat-weapon,Contemptor combat weapon,melee,,5,2+,12,-2,3,5.00,12.00,3.00,ok,ok,ok,15.00,-,,,,,,,
Imperium - Adeptus Custodes,Venerable Contemptor Dreadnought,model,188b-e48b-29f-1456,Imperium - Adeptus Custodes.cat,170,1,1,188b-e48b-29f-1456:kheres-pattern-assault-cannon,Kheres-pattern assault cannon,ranged,24,6,2+,7,-1,1,6.00,7.00,1.00,ok,ok,ok,6.00,Devastating Wounds,,,,,,,
Imperium - Adeptus Custodes,Venerable Contemptor Dreadnought,model,188b-e48b-29f-1456,Imperium - Adeptus Custodes.cat,170,1,1,188b-e48b-29f-1456:multi-melta,Multi-melta,ranged,18,2,2+,9,-4,D6,2.00,9.00,3.50,ok,ok,ok,7.00,Melta 2,,,,,,,
Imperium - Adeptus Custodes,Venerable Land Raider,model,76be-3bcb-cf4-bcbd,Imperium - Adeptus Custodes.cat,220,1,1,76be-3bcb-cf4-bcbd:armoured-tracks,Armoured tracks,melee,,6,4+,8,0,1,6.00,8.00,1.00,ok,ok,ok,6.00,-,,,,,,,
Imperium - Adeptus Custodes,Venerable Land Raider,model,76be-3bcb-cf4-bcbd,Imperium - Adeptus Custodes.cat,220,1,1,76be-3bcb-cf4-bcbd:godhammer-lascannon,Godhammer lascannon,ranged,48,2,2+,12,-3,D6+1,2.00,12.00,4.50,ok,ok,ok,9.00,-,,,,,,,
Imperium - Adeptus Custodes,Venerable Land Raider,model,76be-3bcb-cf4-bcbd,Imperium - Adeptus Custodes.cat,220,1,1,76be-3bcb-cf4-bcbd:hunter-killer-missile,Hunter-killer missile,ranged,48,1,2+,14,-3,D6,1.00,14.00,3.50,ok,ok,ok,3.50,One Shot,,,,,,,
Imperium - Adeptus Custodes,Venerable Land Raider,model,76be-3bcb-cf4-bcbd,Imperium - Adeptus Custodes.cat,220,1,1,76be-3bcb-cf4-bcbd:storm-bolter,Storm bolter,ranged,24,2,2+,4,0,1,2.00,4.00,1.00,ok,ok,ok,2.00,Rapid fire 2,,,,,,,
Imperium - Adeptus Custodes,Venerable Land Raider,model,76be-3bcb-cf4-bcbd,Imperium - Adeptus Custodes.cat,220,1,1,76be-3bcb-cf4-bcbd:twin-heavy-bolter,Twin heavy bolter,ranged,36,3,2+,5,-1,2,3.00,5.00,2.00,ok,ok,ok,6.00,"Sustained Hits 1, Twin-linked",,,,,,,
Imperium - Adeptus Custodes,Vertus Praetors,unit,918b-c9ed-7af7-74df,Imperium - Adeptus Custodes.cat,150,2,3,918b-c9ed-7af7-74df:interceptor-lance,Interceptor lance,melee,,5,2+,7,-2,2,5.00,7.00,2.00,ok,ok,ok,10.00,Lance,,,,,,,
Imperium - Adeptus Custodes,Vertus Praetors,unit,918b-c9ed-7af7-74df,Imperium - Adeptus Custodes.cat,150,2,3,918b-c9ed-7af7-74df:salvo-launcher,Salvo launcher,ranged,24,1,2+,10,-3,D6+1,1.00,10.00,4.50,ok,ok,ok,4.50,Twin-linked,,,,,,,
Imperium - Adeptus Custodes,Vertus Praetors,unit,918b-c9ed-7af7-74df,Imperium - Adeptus Custodes.cat,150,2,3,918b-c9ed-7af7-74df:vertus-hurricane-bolter,Vertus hurricane bolter,ranged,18,3,2+,4,-1,2,3.00,4.00,2.00,ok,ok,ok,6.00,"Rapid Fire 3, Twin-linked",,,,,,,
Imperium - Adeptus Custodes,Vigilators,unit,dd2d-568a-9c56-1b6e,Imperium - Adeptus Custodes.cat,45,1,1,dd2d-568a-9c56-1b6e:executioner-greatblade,Executioner greatblade,melee,,2,3+,5,-2,2,2.00,5.00,2.00,ok,ok,ok,4.00,"Anti-Psyker 5+, Devastating Wounds",,,,,,,
